id_restaurant,label,food_type,city,rest_county,rest_region,street_num,street_name,review
2728,catered affairs unlimited,catering,hayward,alameda county,bay area,29877,clearbrook cir apt 156,2
2729,sunny's catering,catering,hayward,alameda county,bay area,422,wait st,2
2730,swiss catering and cafe,catering,hayward,alameda county,bay area,1202,w winton ave,2
2731,t & t catering,catering,hayward,alameda county,bay area,1798,catalpa ct,2
2732,fine touch catering,catering,hercules,contra costa county,bay area,124,poppy ct,2
2733,glass onion catering,catering,hercules,contra costa county,bay area,373,malibu dr,2
2734,falcone catering,catering,hollister,san benito county,northern california,1371,sunset dr,2
2735,catering by sharon,catering,livermore,alameda county,bay area,528,huntington way,2
2736,catering with class,catering,livermore,alameda county,bay area,124,maple st,2
2737,cafe gourmet & catering compan,catering,los altos,santa clara county,bay area,10573,creston dr,2
2738,mac's tea room & catering,catering,los altos,santa clara county,bay area,325,main st,2.2
2739,b & n creative catering,catering,los gatos,santa clara county,bay area,15455,lone hill rd,2
2740,la bonne vie fine catering,catering,los gatos,santa clara county,bay area,196,jo drive,3
2741,melody catering,catering,los gatos,santa clara county,bay area,17375,melody ln,2
2742,something special catering,catering,los gatos,santa clara county,bay area,473,n santa cruz ave,2
2743,as you like it gourmet caterin,catering,martinez,contra costa county,bay area,3120,castro st,2
2744,catering by ollie,catering,menlo park,san mateo county,bay area,1261,el camino real,2
2745,continental caterers,catering,menlo park,san mateo county,bay area,425,el camino real,2
2746,aloha caterers,catering,milpitas,santa clara county,bay area,278,rodrigues ave,2
2747,bay area chefs catering,catering,milpitas,santa clara county,bay area,72,whittier st,2
2748,k & t catering,catering,milpitas,santa clara county,bay area,923,campbell st,2
2749,mr c's catering,catering,milpitas,santa clara county,bay area,1425,calle oriente # 3,2
2750,nikkis catering,catering,milpitas,santa clara county,bay area,1263,edsel dr,2
2751,catering by dana,catering,mountain view,santa clara county,bay area,2540,california st,3
2752,cornucopia catering services,catering,mountain view,santa clara county,bay area,3401,ridgemont dr,2
2753,something special catering,catering,mountain view,santa clara county,bay area,2156,sunnyview ln,2
2754,splendid feast catering,catering,mountain view,santa clara county,bay area,1954,old middlefield way ste p,2
2755,five star catering,catering,napa,napa county,napa valley,575,3rd st,2
2756,all season's catering,catering,oakland,alameda county,bay area,2125,franklin st,2
2757,alzoshs katering koncepts,catering,oakland,alameda county,bay area,3340,82nd ave,2
2758,avalon catering,catering,oakland,alameda county,bay area,405,bellevue ave apt 305,2
2759,babineaux catering,catering,oakland,alameda county,bay area,8930,seneca st,2
2760,california catering,catering,oakland,alameda county,bay area,636,3rd st,2
2761,catered productions,catering,oakland,alameda county,bay area,121,maiden ln,2
2762,catering with a caribbean flai,catering,oakland,alameda county,bay area,5905,dover st,2
2763,cornucopian cattering,catering,oakland,alameda county,bay area,700,glendome cir,2
2764,custom catering,catering,oakland,alameda county,bay area,3250,butters dr,2
2765,ellen yohai catering,catering,oakland,alameda county,bay area,617,kenwyn rd,2
2766,executive catering,catering,oakland,alameda county,bay area,9314,e 14th st,2
2767,fabulous catering,catering,oakland,alameda county,bay area,2021,101st ave,2
2768,matiers catering,catering,oakland,alameda county,bay area,1831,78th ave,2
2769,matthew gipson catering,catering,oakland,alameda county,bay area,493,merritt ave # 4,2
2770,mc donough's catering,catering,oakland,alameda county,bay area,2908,minna ave,2
2771,miss m's baked goods/catering,catering,oakland,alameda county,bay area,2031,hoover ave,2
2772,nealson & brooks catering,catering,oakland,alameda county,bay area,3599,fruitvale ave,2
2773,olsen catering,catering,oakland,alameda county,bay area,1309,61st st,2
2774,patrick catering network,catering,oakland,alameda county,bay area,1425,harrison st apt 223,2
2775,pride catering,catering,oakland,alameda county,bay area,1940,lakeshore ave apt 22,2
2776,richard's catering,catering,oakland,alameda county,bay area,4537,fairbairn ave,2
2777,savoy consummate catering,catering,oakland,alameda county,bay area,3239,elm st,2
2778,shelby catering,catering,oakland,alameda county,bay area,3551,69th ave,2
2779,top hat catering,catering,oakland,alameda county,bay area,2018,16th ave,2
2780,ady's excellent cuisine cateri,catering,pinole,contra costa county,bay area,1133,alberdan cir,2
2781,heavenly catering,catering,pinole,contra costa county,bay area,530,sunnyview dr apt i301,2
2782,yummy food service,catering,pinole,contra costa county,bay area,326,wildrose cir,2
2783,beulah's fine catering,catering,pittsburg,contra costa county,bay area,414,bay crest dr,2
2784,food with love catering,catering,pleasant hill,contra costa county,bay area,109,longfellow dr,2
2785,the king's table catering serv,catering,pleasant hill,contra costa county,bay area,390,camelback rd,2
2786,catering by sandi,catering,pleasanton,alameda county,bay area,3370,hopyard rd,2
2787,hamilton catering,catering,pleasanton,alameda county,bay area,6783,payne rd,2
2788,joanie's creative catering,catering,pleasanton,alameda county,bay area,7060,koll center pky,2
2789,crocodile catering,catering,portola valley,san mateo county,bay area,30,cima way,2
2790,bash caterers,catering,redwood city,san mateo county,bay area,3965,lonesome pine rd,2
2791,california catering,catering,redwood city,san mateo county,bay area,1059,wilmington way,2
2792,90 angel catering,catering,richmond,contra costa county,bay area,1405,florida ave,2
2793,bluitt catering,catering,richmond,contra costa county,bay area,4795,potrero ave,2
2794,geters catering service,catering,richmond,contra costa county,bay area,2519,downer ave,2
2795,butler catering stadium club,catering,south san francisco,san mateo county,bay area,NULL,NULL,2
2796,california catering,catering,south san francisco,san mateo county,bay area,920,stonegate dr,2
2797,california catering,catering,south san francisco,san mateo county,bay area,NULL,NULL,2
2798,cow hollow catering,catering,south san francisco,san mateo county,bay area,301,crown cir # 7,2
2799,mama's catering,catering,south san francisco,san mateo county,bay area,326,shaw rd,2
2800,south san francisco catering,catering,south san francisco,san mateo county,bay area,1225,edgewood way,2
2801,two g's catering,catering,south san francisco,san mateo county,bay area,1381,lowrie ave,2
2802,alexander's cafe & catering,catering,san jose,santa clara county,bay area,140,e san carlos st,2
2803,antonietas catering,catering,san jose,santa clara county,bay area,579,hermitage dr,2
2804,ca catering,catering,san jose,santa clara county,bay area,3111,jenkins ave,2
2805,front page catering,catering,san jose,santa clara county,bay area,NULL,NULL,2
2806,garden catering,catering,san jose,santa clara county,bay area,1500,almaden rd,2
2807,kensington park catering compa,catering,san jose,santa clara county,bay area,3588,minto ct,2
2808,monterey jack's deli & caterer,catering,san jose,santa clara county,bay area,1343,s winchester blvd,2
2809,r & r catering,catering,san jose,santa clara county,bay area,2952,chiltern way,2
2810,stm catering,catering,san jose,santa clara county,bay area,1590,berryessa rd,2
2811,yvonne's catering,catering,san jose,santa clara county,bay area,5229,rio grande dr,2
2812,a & g catering,catering,san leandro,alameda county,bay area,13885,doolittle dr apt 127t,2
2813,catering by brenda,catering,san leandro,alameda county,bay area,620,black pine dr,2
2814,nelson's catering,catering,san leandro,alameda county,bay area,15901,windsor dr,2
2815,yong's lunch room & catering,catering,san leandro,alameda county,bay area,1032,grace st,2
2816,akay's catering,catering,san mateo,san mateo county,bay area,863,woodside way,2
2817,bayne catering,catering,san mateo,san mateo county,bay area,2319,s el camino real,2
2818,four season caterers,catering,san mateo,san mateo county,bay area,NULL,NULL,2
2819,pearls bbq cuisine & catering,catering,san mateo,san mateo county,bay area,207,n amphlett blvd,2.3
2820,west fresh catering,catering,san mateo,san mateo county,bay area,1529,lago st,2
2821,mon chef catering,catering,san pablo,contra costa county,bay area,2121,vale rd apt 304,2
2822,party time catering inc,catering,san pablo,contra costa county,bay area,2650,market ave,2
2823,sunshine catering,catering,san pablo,contra costa county,bay area,3068,rollingwood dr,2
2824,buon appetito cafe & catering,catering,san ramon,contra costa county,bay area,12949,alcosta blvd ste 100,2
2825,campus caterers,catering,santa clara,santa clara county,bay area,1725,de la cruz blvd # 6,2
2826,mcdonnell catering,catering,santa clara,santa clara county,bay area,1741,warburton ave apt 6,2
2827,panees catering,catering,santa clara,santa clara county,bay area,785,orkney ave,2
2828,touch of class catering,catering,santa clara,santa clara county,bay area,630,park view dr,2
2829,dorothy wilson caterers,catering,santa cruz,santa cruz county,bay area,303,potrero st ste 5,2
2830,catered events,catering,saratoga,santa clara county,bay area,NULL,NULL,2
2831,quebec imports/shangrila cater,catering,union city,alameda county,bay area,4570,cabello st,2
2832,pancho capone's catering,catering,vallejo,solano county,bay area,460,moorland st,2
2833,aviond catering,catering,walnut creek,contra costa county,bay area,2320,westcliffe ln apt 3,2
2834,cynthia davis catering,catering,walnut creek,contra costa county,bay area,2075,stratton rd,2
2835,julie mc ginley catering,catering,walnut creek,contra costa county,bay area,40,alberta ter,2
2836,wild thyme catering & food,catering,walnut creek,contra costa county,bay area,2770,camino diablo,2
2837,evelyn's catering service,catering,watsonville,santa cruz county,bay area,152,celia dr,2
2838,michael's catering,catering,watsonville,santa cruz county,bay area,29,w lake ave,2
2839,monterey bay caterers,catering,watsonville,santa cruz county,bay area,152,w lake ave,2
2840,rafa's mexican food & catering,catering,cotati,sonoma county,bay area,8230,old redwood hwy,2
2841,vintage catering,catering,forestville,sonoma county,bay area,11251,skyline rd,2
2842,franzi's catering,catering,petaluma,sonoma county,bay area,1390,n mcdowell blvd,2
2843,pedroni classic catering,catering,petaluma,sonoma county,bay area,24,western ave,2
2844,rose catering,catering,petaluma,sonoma county,bay area,1340,commerce st,2
2845,cornelius' a caterer,catering,san rafael,marin county,bay area,1495,francisco blvd e,2
2846,rosalind catering,catering,san rafael,marin county,bay area,NULL,NULL,2
2847,a la heart catering,catering,santa rosa,sonoma county,bay area,600,wilson st,2
2848,canevari delicatessen and catering,catering,santa rosa,sonoma county,bay area,695,lewis rd,2
2849,chef klaus catering,catering,santa rosa,sonoma county,bay area,946,santa rosa ave,2
2850,countryside catering,catering,santa rosa,sonoma county,bay area,5441,pepperwood rd,2
2851,eager to please catering,catering,santa rosa,sonoma county,bay area,3200,dutton ave,2
2852,john's catering & traveling barbeque,catering,santa rosa,sonoma county,bay area,NULL,NULL,2
2853,martha rowlands catering,catering,santa rosa,sonoma county,bay area,2054,montecito ave,2
2854,out to lunch roods & catering,catering,santa rosa,sonoma county,bay area,NULL,NULL,2
2855,park avenue catering,catering,santa rosa,sonoma county,bay area,3565,standish ave,2
2856,sonoma county catering,catering,santa rosa,sonoma county,bay area,340,yolanda ave,2
2857,melons catering,catering,sausalito,unknown,bay area,100,ebbtide av sausalito,2
2858,night owl catering,catering,sebastopol,sonoma county,bay area,NULL,box,2
2859,bell elaine catering company,catering,sonoma,sonoma county,bay area,682,w napa st,2
2860,dejoy jim caterer,catering,sonoma,sonoma county,bay area,601,broadway,2
2861,alex's fine catering company,catering,vallejo,solano county,bay area,300,virginia st,2
2862,david's delicatessen & caterer,catering,san francisco,san francisco county,bay area,474,geary st,2.3
2863,taste taste catering,catering,san francisco,san francisco county,bay area,NULL,NULL,3
2864,tifft jane caterer,catering,san francisco,san francisco county,bay area,2714,pine st,2
2865,party primavera,catering,san jose,santa clara county,bay area,1359,lincoln ave,3
2866,dipuccio's pasta shop,catering,san jose,santa clara county,bay area,4710,meridian ave.,2
2867,avanti's,catering,burlingame,san mateo county,bay area,1881,rollins rd,3
2868,pollo restaurant,chicken,berkeley,alameda county,bay area,100,berkeley sq,2.3
2869,popeye's famous fried chicken,chicken,concord,contra costa county,bay area,1835,willow pass rd,2
2870,sesame chicken,chicken,daly city,san mateo county,bay area,82,serramonte ctr,2
2871,popeyes famous fried chicken,chicken,east palo alto,san mateo county,bay area,555,oconnor st,2.3
2872,kentucky fried chicken,chicken,el cerrito,contra costa county,bay area,10945,san pablo ave,2
2873,kentucky fried chicken,chicken,el sobrante,contra costa county,bay area,3300,san pablo dam rd,2
2874,kentucky fried chicken,chicken,fairfield,solano county,bay area,2277,n texas st,2
2875,popeye's famous fried chickn,chicken,foster city,san mateo county,bay area,1015,e hillsdale blvd # 209,2
2876,tokyo chicken,chicken,lafayette,contra costa county,bay area,3406,mount diablo blvd,2
2877,kentucky fried chicken,chicken,napa,napa county,napa valley,3240,jefferson st,2
2878,poulet,chicken,oakland,alameda county,bay area,5212,broadway,2
2879,super pollo restaurant,chicken,oakland,alameda county,bay area,534,7th st,2
2880,petalumas,chicken,palo alto,santa clara county,bay area,73,town and country vlg,3.3
2881,kentucky fried chicken,chicken,pinole,contra costa county,bay area,1544,fitzgerald dr,2
2882,speedy's broasted chicken,chicken,redwood city,san mateo county,bay area,756,woodside rd,2
2883,hotel mac,chicken,richmond,contra costa county,bay area,50,washington ave.,3
2884,kentucky fried chicken,chicken,richmond,contra costa county,bay area,12951,san pablo ave,1.7
2885,popeye's famous fried chicken & biscuits,chicken,san francisco,san francisco county,bay area,726,market,2
2886,powell's place,chicken,san francisco,san francisco county,bay area,511,hayes,2.8
2887,chic n rib,chicken,san jose,santa clara county,bay area,148,w alma ave,2
2888,church's chicken,chicken,san jose,santa clara county,bay area,2675,glen fenton way,2
2889,church's chicken,chicken,san jose,santa clara county,bay area,2663,glen loman way,2
2890,el pollo asado's,chicken,san jose,santa clara county,bay area,1620,saratoga ave # a,2
2891,el pollo charro,chicken,san jose,santa clara county,bay area,1696,berryessa rd,2
2892,el pollo rico,chicken,san jose,santa clara county,bay area,4112,monterey hwy # c,2
2893,el pollo rico,chicken,san jose,santa clara county,bay area,2294,story rd,2
2894,pioneer chicken,chicken,san jose,santa clara county,bay area,1671,n capitol ave,2
2895,road runner chicken,chicken,san jose,santa clara county,bay area,5643,cottle rd,3
2896,thai orchid,chicken,san jose,santa clara county,bay area,2591,n. first st.,2
2897,chicken unlimited,chicken,san mateo,san mateo county,bay area,901,s b st,2
2898,pacific chicken,chicken,san mateo,san mateo county,bay area,120,peninsula ave apt 10,2
2899,california chicken express,chicken,santa clara,santa clara county,bay area,2855,stevenson st # 2192,2
2900,manila charboil chicken,chicken,santa clara,santa clara county,bay area,2026,agnew rd,2
2901,kentucky fried chicken,chicken,santa cruz,santa cruz county,bay area,841,n branciforte ave,2
2902,kentucky fried chicken,chicken,suisun city,solano county,bay area,173,sunset ave,2
2903,wings n things,chicken,suisun city,solano county,bay area,507,marina ctr,2
2904,m & m chicken,chicken,union city,alameda county,bay area,109,appian way,2
2905,kentucky fried chicken,chicken,vallejo,solano county,bay area,1201,georgia st,2
2906,kentucky fried chicken,chicken,vallejo,solano county,bay area,991,redwood st,2
2907,pollo,chicken,mountain view,santa clara county,bay area,1040,grant rd,2.9
2908,menara moroccan restaurant,chicken,san jose,santa clara county,bay area,41,east gish rd,2.3
2909,original buffalo wings restaurant,chicken,novato,marin county,bay area,520,alameda del prado,2
2910,sunset chicken & burger,chicken,vallejo,solano county,bay area,2564,springs rd,2
2911,nob hill chicken & ribs,chicken,san francisco,san francisco county,bay area,447,stockton st,2
2912,gianna's restaurant,chicken,livermore,alameda county,bay area,833,e. stanley blvd.,2.8
2913,original buffalo wings,chicken,san francisco,san francisco county,bay area,663,union @ columbus,3
2914,kentucky fried chicken,chicken,pacifica,san mateo county,bay area,4408,coast hwy.,2
2915,kenny roger's roasters,chicken,livermore,alameda county,bay area,4353,first st,2
2916,tavern grill,chicken,burlingame,san mateo county,bay area,1448,burlingame avenue,3.2
2917,cluck u. chicken co.,chicken,santa clara,santa clara county,bay area,2603,the alameda,3
2918,asia buffet,chinese,alameda,alameda county,bay area,1608,union st apt c,2
2919,bamboo kitchen,chinese,alameda,alameda county,bay area,2105,lincoln ave,2.5
2920,chin's garden restaurant,chinese,alameda,alameda county,bay area,2315,santa clara ave,1.8
2921,china house,chinese,alameda,alameda county,bay area,2328,santa clara ave,2.3
2922,dragon palace,chinese,alameda,alameda county,bay area,1521,webster st,2
2923,gims chinese kitchen,chinese,alameda,alameda county,bay area,2322,lincoln ave,2.3
2924,harbor view chinese restaurant,chinese,alameda,alameda county,bay area,891,island dr # a,3
2925,hongkong city restaurant,chinese,alameda,alameda county,bay area,1425,park st,2.6
2926,kye wha & yeong in chung,chinese,alameda,alameda county,bay area,1307,park st,2
2927,magic wok,chinese,alameda,alameda county,bay area,839,marina village pky,2
2928,new yeung shing restaurant,chinese,alameda,alameda county,bay area,409,kittyhawk rd,2
2929,panda restaurant,chinese,alameda,alameda county,bay area,1434,park st,2
2930,sun shing restaurant,chinese,alameda,alameda county,bay area,409,kittyhawk rd,2
2931,the china hut,chinese,alameda,alameda county,bay area,642,lincoln ave,3
2932,the china hut,chinese,alameda,alameda county,bay area,642,lincoln avenue,2.7
2933,ton shen restaurant,chinese,alameda,alameda county,bay area,2410,santa clara ave,2.7
2934,yu hsiang restaurant,chinese,alameda,alameda county,bay area,1405,park st,2.5
2935,da nang restaurant,chinese,albany,alameda county,bay area,905,san pablo ave,3.4
2936,feng yen restaurant,chinese,albany,alameda county,bay area,1113,solano ave,2.3
2937,king-tu,chinese,albany,alameda county,bay area,1335,solano ave,2
2938,shaung tung,chinese,albany,alameda county,bay area,917,san pablo ave,2
2939,thanh son,chinese,albany,alameda county,bay area,1406,solano ave,2
2940,99 express chinese food,chinese,antioch,contra costa county,bay area,2896,delta fair blvd,2
2941,bun bun chinese restaurant,chinese,antioch,contra costa county,bay area,212,g st,2
2942,china city restaurant,chinese,antioch,contra costa county,bay area,2757,lone tree way,2.5
2943,chinese kitchen,chinese,antioch,contra costa county,bay area,2556,somersville rd,2
2944,dragon inn,chinese,antioch,contra costa county,bay area,2401,sycamore dr,2
2945,empress garden,chinese,antioch,contra costa county,bay area,1721,alhambra dr,2.3
2946,hong kong restaurant,chinese,antioch,contra costa county,bay area,1611,a st,2
2947,lin's buffet,chinese,antioch,contra costa county,bay area,2730,delta fair blvd,2
2948,new dynasty chinese restaurant,chinese,antioch,contra costa county,bay area,2303,buchanan rd,2
2949,shanghai cafe,chinese,antioch,contra costa county,bay area,740,w 2nd st,2
2950,tai sun restaurant,chinese,antioch,contra costa county,bay area,2621,somersville rd,2
2951,tao san jin chinese restaurant,chinese,antioch,contra costa county,bay area,2378,buchanan rd,2.8
2952,wing wah restaurant,chinese,antioch,contra costa county,bay area,1803,w 10th st,2.3
2953,wongs restaurant,chinese,antioch,contra costa county,bay area,3704,lone tree way,2.8
2954,golden city chinese restaurant,chinese,aptos,santa cruz county,bay area,207,sea ridge rd,2
2955,the panda inn,chinese,aptos,santa cruz county,bay area,5,deer park ctr,3
2956,uncle kwok's szechwan,chinese,aptos,santa cruz county,bay area,7960,soquel dr ste k,2
2957,china village restaurant,chinese,belmont,san mateo county,bay area,600,ralston ave,3.2
2958,hong kong restaurant,chinese,belmont,san mateo county,bay area,945,ralston ave,2.7
2959,szechwan court,chinese,belmont,san mateo county,bay area,1625,el camino real,2.3
2960,fong chinese cuisine,chinese,benicia,solano county,bay area,718,1st st,1.5
2961,happy house chinese restaurant,chinese,benicia,solano county,bay area,408,military e,2
2962,lai wah chinese restaurant,chinese,benicia,solano county,bay area,2040,columbus pky,2
2963,rickshaw restaurant,chinese,benicia,solano county,bay area,836,southampton rd # e,2
2964,robert's china garden,chinese,benicia,solano county,bay area,498,military e,3
2965,china station,chinese,berkeley,alameda county,bay area,700,university ave,1.8
2966,dragon house,chinese,berkeley,alameda county,bay area,1647,solano ave,2
2967,dragon house restaurant,chinese,berkeley,alameda county,bay area,1647,solano ave,2.8
2968,emerald garden restaurant,chinese,berkeley,alameda county,bay area,2533,telegraph ave,2.7
2969,hai loon king,chinese,berkeley,alameda county,bay area,2984,college ave,2.8
2970,hong fu restaurant,chinese,berkeley,alameda county,bay area,2126,center st,2.7
2971,hong kong villa,chinese,berkeley,alameda county,bay area,2042,university ave,2
2972,hsiang mann yuan chinese rest,chinese,berkeley,alameda county,bay area,2507,hearst ave,2.3
2973,king dong,chinese,berkeley,alameda county,bay area,2429,shattuck ave,2.8
2974,king tsin restaurant,chinese,berkeley,alameda county,bay area,1699,solano ave,2.9
2975,king yen restaurant,chinese,berkeley,alameda county,bay area,2995,college ave,3.4
2976,lee wah restaurant,chinese,berkeley,alameda county,bay area,2026,san pablo ave,2
2977,little hunan restaurant,chinese,berkeley,alameda county,bay area,124,berkeley sq,2.6
2978,little mandarin,chinese,berkeley,alameda county,bay area,139,berkeley sq,2.7
2979,liu's kitchen,chinese,berkeley,alameda county,bay area,1593,solano ave,3
2980,mandarin garden,chinese,berkeley,alameda county,bay area,2025,shattuck ave # 29,3.5
2981,mandarin house restaurant,chinese,berkeley,alameda county,bay area,2519,durant ave,2
2982,mandarin villa restaurant,chinese,berkeley,alameda county,bay area,1556,solano ave,2
2983,new ming's kitchen,chinese,berkeley,alameda county,bay area,1761,alcatraz ave,2
2984,new oriental restaurant,chinese,berkeley,alameda county,bay area,1717,university ave # a,2
2985,new phom penh restaurant,chinese,berkeley,alameda county,bay area,1600,shattuck ave ste 218,2.8
2986,sams chinese restaurant,chinese,berkeley,alameda county,bay area,2521,dwight way,2
2987,shin shin restaurant,chinese,berkeley,alameda county,bay area,1715,solano ave,3.2
2988,stir fry restaurant,chinese,berkeley,alameda county,bay area,2523,durant ave,2
2989,sun peking restaurant,chinese,berkeley,alameda county,bay area,2068,center st,2
2990,tai san restaurant,chinese,berkeley,alameda county,bay area,2811,telegraph ave,2.3
2991,taiwan restaurant,chinese,berkeley,alameda county,bay area,2071,university ave,2
2992,the great china,chinese,berkeley,alameda county,bay area,2115,kittredge st,3
2993,tsing tao restaurant,chinese,berkeley,alameda county,bay area,1767,solano ave,2.8
2994,yangtze river restaurant,chinese,berkeley,alameda county,bay area,1674,shattuck ave,2.5
2995,yenching restaurant,chinese,berkeley,alameda county,bay area,2017,shattuck ave,2
2996,new peking restaurant,chinese,boulder creek,santa cruz county,bay area,13375,highway 9,2.9
2997,canton garden,chinese,brentwood,contra costa county,bay area,7840,brentwood blvd,2
2998,chef chen chinese restaurant,chinese,brentwood,contra costa county,bay area,8065,brentwood blvd ste 9,3
2999,szechuan restaurant,chinese,brisbane,san mateo county,bay area,301,visitacion ave,2
3000,empress court cuisine of china,chinese,burlingame,san mateo county,bay area,433,airport blvd ste 500,3
3001,gau poang chinese restaurant,chinese,burlingame,san mateo county,bay area,1425,burlingame ave,3
3002,jim's chinese food,chinese,burlingame,san mateo county,bay area,1520,trousdale dr,2
3003,king yuan restaurant,chinese,burlingame,san mateo county,bay area,1213,burlingame ave,2
3004,mandarin cuisine,chinese,burlingame,san mateo county,bay area,248,lorton ave,2
3005,soo yuan restaurant,chinese,calistoga,napa county,napa valley,1354,lincoln ave,2
3006,chin jin eastern house,chinese,campbell,santa clara county,bay area,1638,w campbell ave,3.4
3007,golden phoenix chinese restaurant,chinese,campbell,santa clara county,bay area,1731,winchester blvd,2
3008,peking eastern house restaurant,chinese,campbell,santa clara county,bay area,1061,lucot way,2
3009,taipei restaurant,chinese,campbell,santa clara county,bay area,1740,winchester blvd,2.3
3010,tsing tao restaurant,chinese,campbell,santa clara county,bay area,104,n san tomas aquino rd,2.7
3011,woo's chinese restaurant,chinese,campbell,santa clara county,bay area,2455,winchester blvd,2
3012,ocean view chinese restaurant,chinese,capitola,unknown,bay area,209,esplanade,2.7
3013,dang how chop suey,chinese,castro valley,alameda county,bay area,3789,castro valley blvd,2.2
3014,fong's restaurant,chinese,castro valley,alameda county,bay area,3335,castro valley blvd,3.5
3015,genghis khan kitchen,chinese,castro valley,alameda county,bay area,20855,redwood rd,2.8
3016,hwang's cafeteria,chinese,castro valley,alameda county,bay area,4323,lawrence dr,2
3017,peking village restaurant,chinese,castro valley,alameda county,bay area,3442,village dr,2
3018,szechuan house restaurant,chinese,castro valley,alameda county,bay area,3563,castro valley blvd,2.7
3019,yet wah restaurant,chinese,castro valley,alameda county,bay area,22253,redwood rd,2.7
3020,li yuen,chinese,castroville,monterey county,monterey,11578,merritt st,2
3021,chen's mandarin cuisine,chinese,concord,contra costa county,bay area,4340,clayton rd,2
3022,chi ho's restaurant,chinese,walnut creek,contra costa county,bay area,1627,n. brd,2
3023,chopsticks delight,chinese,concord,contra costa county,bay area,1950,grant st,2.7
3024,concord siam cuisine,chinese,concord,contra costa county,bay area,1980,galindo st,2
3025,far east garden,chinese,concord,contra costa county,bay area,1975,diamond blvd ste b140,2.3
3026,fong lin chengs,chinese,concord,contra costa county,bay area,3622,willow pass rd,2
3027,hunan restaurant,chinese,concord,contra costa county,bay area,4804,clayton rd,2.7
3028,lim's garden,chinese,concord,contra costa county,bay area,1140,meadow ln # a,3.2
3029,little china restaurant,chinese,concord,contra costa county,bay area,1500,#a1 monument blvd,2
3030,lok tao chinese restaurant,chinese,concord,contra costa county,bay area,1847,willow pass rd # d,3.5
3031,luping chinese restaurant,chinese,concord,contra costa county,bay area,4375,clayton rd,2.8
3032,manchu wok,chinese,concord,contra costa county,bay area,381,sun valley mall # e211,2
3033,mandarin garden,chinese,concord,contra costa county,bay area,1740,monument blvd,2.5
3034,mann's chinese cuisine,chinese,concord,contra costa county,bay area,4115,concord blvd ste 52,2.7
3035,ming dynasty restaurant,chinese,concord,contra costa county,bay area,4484,treat blvd,2
3036,moon yuen restaurant,chinese,concord,contra costa county,bay area,5400,ygnacio valley rd,2
3037,new lims garden,chinese,concord,contra costa county,bay area,4340,clayton rd,3
3038,shan shan low restaurant,chinese,concord,contra costa county,bay area,1731,willow pass rd,3
3039,spring garden chinese restaura,chinese,concord,contra costa county,bay area,785,oak grove rd,3.3
3040,sun lim restaurant,chinese,concord,contra costa county,bay area,288,sun valley mall mall f4,2
3041,taiwan village restaurant,chinese,concord,contra costa county,bay area,4485,clayton rd,2
3042,the chinese kitchen,chinese,concord,contra costa county,bay area,3426,clayton rd,2
3043,tok yes place,chinese,concord,contra costa county,bay area,1101,kaitlin pl,2
3044,wat phou restaurant,chinese,concord,contra costa county,bay area,1823,broadway,2.3
3045,yet wah restaurant,chinese,concord,contra costa county,bay area,4635,clayton rd,2
3046,yet wah,chinese,crockett,unknown,bay area,20050,highway 40,2
3047,central china restaurant,chinese,cupertino,santa clara county,bay area,7547,donegal dr,2
3048,china rose restaurant,chinese,cupertino,santa clara county,bay area,20956,homestead rd # a,2
3049,china shuttle,chinese,cupertino,santa clara county,bay area,22382,homestead rd,2.5
3050,hong fu gourmet chinese rest,chinese,cupertino,santa clara county,bay area,20588,stevens creek blvd,3.3
3051,jade tree,chinese,cupertino,santa clara county,bay area,10074,e estates dr,3
3052,mandarin gourmet,chinese,cupertino,santa clara county,bay area,10145,n. deanza blvd,3.8
3053,pot sticker king,chinese,cupertino,santa clara county,bay area,19740,stevens creek blvd,3
3054,china sky restaurant,chinese,daly city,san mateo county,bay area,83,skyline plz,2
3055,egg roll king chinese restaurant,chinese,daly city,san mateo county,bay area,6811,mission st,2
3056,fisherman's village,chinese,daly city,san mateo county,bay area,427,gellert blvd,1.7
3057,jade dragon,chinese,daly city,san mateo county,bay area,2368,junipero serra blvd,2.8
3058,little hunan restaurant,chinese,daly city,san mateo county,bay area,6127,mission st,2
3059,china paradise,chinese,danville,contra costa county,bay area,3446,camino tassajara,2.8
3060,grand china restaurant,chinese,danville,contra costa county,bay area,105,& d town & country dr,2
3061,uncle yu's,chinese,danville,contra costa county,bay area,150,hartz ave,3
3062,sesame mandarin cuisine,chinese,danville,contra costa county,bay area,59,danville sq,2.3
3063,sun's chinese restaurant,chinese,danville,contra costa county,bay area,426,diablo rd,2
3064,china village restaurant,chinese,dublin,alameda county,bay area,7200,regional st,2.6
3065,madam sun,chinese,dublin,alameda county,bay area,6608,dublin blvd,3.5
3066,great wall chinese cuisine,chinese,dublin,alameda county,bay area,8925,san ramon rd,2.7
3067,hunan house restaurant,chinese,dublin,alameda county,bay area,7111,village pky,2.2
3068,mandarin village restaurant,chinese,dublin,alameda county,bay area,7150,village pky,3
3069,ming's chinese restaurant,chinese,dublin,alameda county,bay area,7265,regional st,2
3070,china joy restaurant,chinese,east palo alto,san mateo county,bay area,1972,university ave,2
3071,dangs phai cuisine,chinese,el cerrito,contra costa county,bay area,7516,fairmount ave,2
3072,golden dynasty restaurant,chinese,el cerrito,contra costa county,bay area,10140,san pablo ave,2.5
