id,atom_id,molecule_id,type,fpk_molecule_id
1462,i120_80_9_1_1i,i120_80_9i,h,70
1463,i120_80_9_2i,i120_80_9i,c,70
1464,i120_80_9_3i,i120_80_9i,c,70
1465,i120_80_9_4i,i120_80_9i,o,70
1466,i120_80_9_4_1i,i120_80_9i,h,70
1467,i120_80_9_5i,i120_80_9i,c,70
1468,i120_80_9_5_1i,i120_80_9i,h,70
1469,i120_80_9_6i,i120_80_9i,c,70
1470,i120_80_9_6_1i,i120_80_9i,h,70
1471,i120_80_9_7i,i120_80_9i,c,70
1472,i120_80_9_7_1i,i120_80_9i,h,70
1473,i120_80_9_8i,i120_80_9i,c,70
1474,i120_80_9_8_1i,i120_80_9i,h,70
1475,i120_82_1_1i,i120_82_1i,c,71
1476,i120_82_1_2i,i120_82_1i,c,71
1477,i120_82_1_2_1i,i120_82_1i,h,71
1478,i120_82_1_3i,i120_82_1i,c,71
1479,i120_82_1_3_1i,i120_82_1i,h,71
1480,i120_82_1_4i,i120_82_1i,c,71
1481,i120_82_1_5i,i120_82_1i,c,71
1482,i120_82_1_6i,i120_82_1i,cl,71
1483,i120_82_1_7i,i120_82_1i,cl,71
1484,i120_82_1_8i,i120_82_1i,c,71
1485,i120_82_1_8_1i,i120_82_1i,h,71
1486,i120_82_1_9i,i120_82_1i,cl,71
1487,i120_83_2_1i,i120_83_2i,o,72
1488,i120_83_2_1_1i,i120_83_2i,h,72
1489,i120_83_2_2i,i120_83_2i,c,72
1490,i120_83_2_3i,i120_83_2i,c,72
1491,i120_83_2_4i,i120_83_2i,c,72
1492,i120_83_2_4_1i,i120_83_2i,h,72
1493,i120_83_2_5i,i120_83_2i,c,72
1494,i120_83_2_6i,i120_83_2i,c,72
1495,i120_83_2_6_1i,i120_83_2i,h,72
1496,i120_83_2_7i,i120_83_2i,cl,72
1497,i120_83_2_8i,i120_83_2i,cl,72
1498,i120_83_2_9i,i120_83_2i,c,72
1499,i120_83_2_9_1i,i120_83_2i,h,72
1500,i121_14_2_10i,i121_14_2i,o,73
1501,i121_14_2_11i,i121_14_2i,o,73
1502,i121_14_2_12i,i121_14_2i,c,73
1503,i121_14_2_12_1i,i121_14_2i,h,73
1504,i121_14_2_12_2i,i121_14_2i,h,73
1505,i121_14_2_12_3i,i121_14_2i,h,73
1506,i121_14_2_13i,i121_14_2i,c,73
1507,i121_14_2_13_1i,i121_14_2i,h,73
1508,i121_14_2_1i,i121_14_2i,o,73
1509,i121_14_2_2i,i121_14_2i,n,73
1510,i121_14_2_3i,i121_14_2i,o,73
1511,i121_14_2_4i,i121_14_2i,c,73
1512,i121_14_2_5i,i121_14_2i,c,73
1513,i121_14_2_5_1i,i121_14_2i,h,73
1514,i121_14_2_6i,i121_14_2i,c,73
1515,i121_14_2_6_1i,i121_14_2i,h,73
1516,i121_14_2_7i,i121_14_2i,c,73
1517,i121_14_2_8i,i121_14_2i,c,73
1518,i121_14_2_9i,i121_14_2i,n,73
1519,i121_69_7_1i,i121_69_7i,n,74
1520,i121_69_7_2i,i121_69_7i,c,74
1521,i121_69_7_3i,i121_69_7i,c,74
1522,i121_69_7_3_1i,i121_69_7i,h,74
1523,i121_69_7_4i,i121_69_7i,c,74
1524,i121_69_7_4_1i,i121_69_7i,h,74
1525,i121_69_7_5i,i121_69_7i,c,74
1526,i121_69_7_5_1i,i121_69_7i,h,74
1527,i121_69_7_6i,i121_69_7i,c,74
1528,i121_69_7_6_1i,i121_69_7i,h,74
1529,i121_69_7_7i,i121_69_7i,c,74
1530,i121_69_7_7_1i,i121_69_7i,h,74
1531,i121_69_7_8i,i121_69_7i,c,74
1532,i121_69_7_8_1i,i121_69_7i,h,74
1533,i121_69_7_8_2i,i121_69_7i,h,74
1534,i121_69_7_8_3i,i121_69_7i,h,74
1535,i121_69_7_9i,i121_69_7i,c,74
1536,i121_69_7_9_1i,i121_69_7i,h,74
1537,i121_69_7_9_2i,i121_69_7i,h,74
1538,i121_69_7_9_3i,i121_69_7i,h,74
1539,i121_75_5_10i,i121_75_5i,s,75
1540,i121_75_5_11i,i121_75_5i,o,75
1541,i121_75_5_12i,i121_75_5i,c,75
1542,i121_75_5_12_1i,i121_75_5i,h,75
1543,i121_75_5_12_2i,i121_75_5i,h,75
1544,i121_75_5_12_3i,i121_75_5i,h,75
1545,i121_75_5_13i,i121_75_5i,o,75
1546,i121_75_5_14i,i121_75_5i,c,75
1547,i121_75_5_14_1i,i121_75_5i,h,75
1548,i121_75_5_14_2i,i121_75_5i,h,75
1549,i121_75_5_14_3i,i121_75_5i,h,75
1550,i121_75_5_15i,i121_75_5i,c,75
1551,i121_75_5_16i,i121_75_5i,o,75
1552,i121_75_5_17i,i121_75_5i,o,75
1553,i121_75_5_18i,i121_75_5i,c,75
1554,i121_75_5_18_1i,i121_75_5i,h,75
1555,i121_75_5_18_2i,i121_75_5i,h,75
1556,i121_75_5_19i,i121_75_5i,c,75
1557,i121_75_5_19_1i,i121_75_5i,h,75
1558,i121_75_5_19_2i,i121_75_5i,h,75
1559,i121_75_5_19_3i,i121_75_5i,h,75
1560,i121_75_5_1i,i121_75_5i,c,75
1561,i121_75_5_1_1i,i121_75_5i,h,75
1562,i121_75_5_1_2i,i121_75_5i,h,75
1563,i121_75_5_1_3i,i121_75_5i,h,75
1564,i121_75_5_2i,i121_75_5i,c,75
1565,i121_75_5_2_1i,i121_75_5i,h,75
1566,i121_75_5_2_2i,i121_75_5i,h,75
1567,i121_75_5_3i,i121_75_5i,o,75
1568,i121_75_5_4i,i121_75_5i,c,75
1569,i121_75_5_5i,i121_75_5i,o,75
1570,i121_75_5_6i,i121_75_5i,c,75
1571,i121_75_5_6_1i,i121_75_5i,h,75
1572,i121_75_5_6_2i,i121_75_5i,h,75
1573,i121_75_5_7i,i121_75_5i,c,75
1574,i121_75_5_7_1i,i121_75_5i,h,75
1575,i121_75_5_8i,i121_75_5i,s,75
1576,i121_75_5_9i,i121_75_5i,p,75
1577,i122_39_4_10i,i122_39_4i,c,76
1578,i122_39_4_10_1i,i122_39_4i,h,76
1579,i122_39_4_11i,i122_39_4i,c,76
1580,i122_39_4_11_1i,i122_39_4i,h,76
1581,i122_39_4_12i,i122_39_4i,c,76
1582,i122_39_4_12_1i,i122_39_4i,h,76
1583,i122_39_4_13i,i122_39_4i,c,76
1584,i122_39_4_13_1i,i122_39_4i,h,76
1585,i122_39_4_1i,i122_39_4i,n,76
1586,i122_39_4_1_1i,i122_39_4i,h,76
1587,i122_39_4_2i,i122_39_4i,c,76
1588,i122_39_4_3i,i122_39_4i,c,76
1589,i122_39_4_3_1i,i122_39_4i,h,76
1590,i122_39_4_4i,i122_39_4i,c,76
1591,i122_39_4_4_1i,i122_39_4i,h,76
1592,i122_39_4_5i,i122_39_4i,c,76
1593,i122_39_4_5_1i,i122_39_4i,h,76
1594,i122_39_4_6i,i122_39_4i,c,76
1595,i122_39_4_6_1i,i122_39_4i,h,76
1596,i122_39_4_7i,i122_39_4i,c,76
1597,i122_39_4_7_1i,i122_39_4i,h,76
1598,i122_39_4_8i,i122_39_4i,c,76
1599,i122_39_4_9i,i122_39_4i,c,76
1600,i122_39_4_9_1i,i122_39_4i,h,76
1601,i122_66_7_10i,i122_66_7i,c,77
1602,i122_66_7_10_1i,i122_66_7i,h,77
1603,i122_66_7_11i,i122_66_7i,c,77
1604,i122_66_7_11_1i,i122_66_7i,h,77
1605,i122_66_7_12i,i122_66_7i,c,77
1606,i122_66_7_12_1i,i122_66_7i,h,77
1607,i122_66_7_13i,i122_66_7i,c,77
1608,i122_66_7_13_1i,i122_66_7i,h,77
1609,i122_66_7_14i,i122_66_7i,c,77
1610,i122_66_7_14_1i,i122_66_7i,h,77
1611,i122_66_7_1i,i122_66_7i,n,77
1612,i122_66_7_1_1i,i122_66_7i,h,77
1613,i122_66_7_2i,i122_66_7i,n,77
1614,i122_66_7_2_1i,i122_66_7i,h,77
1615,i122_66_7_3i,i122_66_7i,c,77
1616,i122_66_7_4i,i122_66_7i,c,77
1617,i122_66_7_4_1i,i122_66_7i,h,77
1618,i122_66_7_5i,i122_66_7i,c,77
1619,i122_66_7_5_1i,i122_66_7i,h,77
1620,i122_66_7_6i,i122_66_7i,c,77
1621,i122_66_7_6_1i,i122_66_7i,h,77
1622,i122_66_7_7i,i122_66_7i,c,77
1623,i122_66_7_7_1i,i122_66_7i,h,77
1624,i122_66_7_8i,i122_66_7i,c,77
1625,i122_66_7_8_1i,i122_66_7i,h,77
1626,i122_66_7_9i,i122_66_7i,c,77
1627,i123_31_9_1i,i123_31_9i,o,78
1628,i123_31_9_1_1i,i123_31_9i,h,78
1629,i123_31_9_2i,i123_31_9i,c,78
1630,i123_31_9_3i,i123_31_9i,c,78
1631,i123_31_9_3_1i,i123_31_9i,h,78
1632,i123_31_9_4i,i123_31_9i,c,78
1633,i123_31_9_4_1i,i123_31_9i,h,78
1634,i123_31_9_5i,i123_31_9i,c,78
1635,i123_31_9_6i,i123_31_9i,o,78
1636,i123_31_9_6_1i,i123_31_9i,h,78
1637,i123_31_9_7i,i123_31_9i,c,78
1638,i123_31_9_7_1i,i123_31_9i,h,78
1639,i123_31_9_8i,i123_31_9i,c,78
1640,i123_31_9_8_1i,i123_31_9i,h,78
1641,i123_38_6_1i,i123_38_6i,o,79
1642,i123_38_6_2i,i123_38_6i,c,79
1643,i123_38_6_2_1i,i123_38_6i,h,79
1644,i123_38_6_3i,i123_38_6i,c,79
1645,i123_38_6_3_1i,i123_38_6i,h,79
1646,i123_38_6_3_2i,i123_38_6i,h,79
1647,i123_38_6_4i,i123_38_6i,c,79
1648,i123_38_6_4_1i,i123_38_6i,h,79
1649,i123_38_6_4_2i,i123_38_6i,h,79
1650,i123_38_6_4_3i,i123_38_6i,h,79
1651,i123_72_8_1i,i123_72_8i,o,80
1652,i123_72_8_2i,i123_72_8i,c,80
1653,i123_72_8_2_1i,i123_72_8i,h,80
1654,i123_72_8_3i,i123_72_8i,c,80
1655,i123_72_8_3_1i,i123_72_8i,h,80
1656,i123_72_8_3_2i,i123_72_8i,h,80
1657,i123_72_8_4i,i123_72_8i,c,80
1658,i123_72_8_4_1i,i123_72_8i,h,80
1659,i123_72_8_4_2i,i123_72_8i,h,80
1660,i123_72_8_5i,i123_72_8i,c,80
1661,i123_72_8_5_1i,i123_72_8i,h,80
1662,i123_72_8_5_2i,i123_72_8i,h,80
1663,i123_72_8_5_3i,i123_72_8i,h,80
1664,i123_73_9_1i,i123_73_9i,o,81
1665,i123_73_9_2i,i123_73_9i,c,81
1666,i123_73_9_2_1i,i123_73_9i,h,81
1667,i123_73_9_3i,i123_73_9i,c,81
1668,i123_73_9_3_1i,i123_73_9i,h,81
1669,i123_73_9_4i,i123_73_9i,c,81
1670,i123_73_9_4_1i,i123_73_9i,h,81
1671,i123_73_9_5i,i123_73_9i,c,81
1672,i123_73_9_5_1i,i123_73_9i,h,81
1673,i123_73_9_5_2i,i123_73_9i,h,81
1674,i123_73_9_5_3i,i123_73_9i,h,81
1675,i123_91_1_1i,i123_91_1i,o,82
1676,i123_91_1_2i,i123_91_1i,c,82
1677,i123_91_1_2_1i,i123_91_1i,h,82
1678,i123_91_1_2_2i,i123_91_1i,h,82
1679,i123_91_1_3i,i123_91_1i,c,82
1680,i123_91_1_3_1i,i123_91_1i,h,82
1681,i123_91_1_3_2i,i123_91_1i,h,82
1682,i123_91_1_4i,i123_91_1i,o,82
1683,i123_91_1_5i,i123_91_1i,c,82
1684,i123_91_1_5_1i,i123_91_1i,h,82
1685,i123_91_1_5_2i,i123_91_1i,h,82
1686,i123_91_1_6i,i123_91_1i,c,82
1687,i123_91_1_6_1i,i123_91_1i,h,82
1688,i123_91_1_6_2i,i123_91_1i,h,82
1689,i124_40_3_1i,i124_40_3i,n,83
1690,i124_40_3_1_1i,i124_40_3i,h,83
1691,i124_40_3_2i,i124_40_3i,c,83
1692,i124_40_3_2_1i,i124_40_3i,h,83
1693,i124_40_3_2_2i,i124_40_3i,h,83
1694,i124_40_3_2_3i,i124_40_3i,h,83
1695,i124_40_3_3i,i124_40_3i,c,83
1696,i124_40_3_3_1i,i124_40_3i,h,83
1697,i124_40_3_3_2i,i124_40_3i,h,83
1698,i124_40_3_3_3i,i124_40_3i,h,83
1699,i124_48_1_1i,i124_48_1i,br,84
1700,i124_48_1_1_1i,i124_48_1i,h,84
1701,i124_48_1_1_2i,i124_48_1i,h,84
1702,i124_48_1_1_3i,i124_48_1i,h,84
1703,i124_48_1_1_4i,i124_48_1i,h,84
1704,i124_48_1_1_5i,i124_48_1i,h,84
1705,i124_48_1_1_6i,i124_48_1i,h,84
1706,i124_48_1_2i,i124_48_1i,c,84
1707,i124_48_1_2_1i,i124_48_1i,h,84
1708,i124_48_1_3i,i124_48_1i,br,84
1709,i124_48_1_3_1i,i124_48_1i,h,84
1710,i124_48_1_3_2i,i124_48_1i,h,84
1711,i124_48_1_3_3i,i124_48_1i,h,84
1712,i124_48_1_3_4i,i124_48_1i,h,84
1713,i124_48_1_3_5i,i124_48_1i,h,84
1714,i124_48_1_3_6i,i124_48_1i,h,84
1715,i124_48_1_4i,i124_48_1i,cl,84
1716,i126_72_7_10i,i126_72_7i,c,85
1717,i126_72_7_10_1i,i126_72_7i,h,85
1718,i126_72_7_10_2i,i126_72_7i,h,85
1719,i126_72_7_11i,i126_72_7i,c,85
1720,i126_72_7_11_1i,i126_72_7i,h,85
1721,i126_72_7_12i,i126_72_7i,br,85
1722,i126_72_7_12_1i,i126_72_7i,h,85
1723,i126_72_7_12_2i,i126_72_7i,h,85
1724,i126_72_7_12_3i,i126_72_7i,h,85
1725,i126_72_7_12_4i,i126_72_7i,h,85
1726,i126_72_7_12_5i,i126_72_7i,h,85
1727,i126_72_7_12_6i,i126_72_7i,h,85
1728,i126_72_7_13i,i126_72_7i,c,85
1729,i126_72_7_13_1i,i126_72_7i,h,85
1730,i126_72_7_13_2i,i126_72_7i,h,85
1731,i126_72_7_14i,i126_72_7i,br,85
1732,i126_72_7_14_1i,i126_72_7i,h,85
1733,i126_72_7_14_2i,i126_72_7i,h,85
1734,i126_72_7_14_3i,i126_72_7i,h,85
1735,i126_72_7_14_4i,i126_72_7i,h,85
1736,i126_72_7_14_5i,i126_72_7i,h,85
1737,i126_72_7_14_6i,i126_72_7i,h,85
1738,i126_72_7_15i,i126_72_7i,o,85
1739,i126_72_7_16i,i126_72_7i,c,85
1740,i126_72_7_16_1i,i126_72_7i,h,85
1741,i126_72_7_16_2i,i126_72_7i,h,85
1742,i126_72_7_17i,i126_72_7i,c,85
1743,i126_72_7_17_1i,i126_72_7i,h,85
1744,i126_72_7_18i,i126_72_7i,br,85
1745,i126_72_7_18_1i,i126_72_7i,h,85
1746,i126_72_7_18_2i,i126_72_7i,h,85
1747,i126_72_7_18_3i,i126_72_7i,h,85
1748,i126_72_7_18_4i,i126_72_7i,h,85
1749,i126_72_7_18_5i,i126_72_7i,h,85
1750,i126_72_7_18_6i,i126_72_7i,h,85
1751,i126_72_7_19i,i126_72_7i,c,85
1752,i126_72_7_19_1i,i126_72_7i,h,85
1753,i126_72_7_19_2i,i126_72_7i,h,85
1754,i126_72_7_1i,i126_72_7i,o,85
1755,i126_72_7_20i,i126_72_7i,br,85
1756,i126_72_7_20_1i,i126_72_7i,h,85
1757,i126_72_7_20_2i,i126_72_7i,h,85
1758,i126_72_7_20_3i,i126_72_7i,h,85
1759,i126_72_7_20_4i,i126_72_7i,h,85
1760,i126_72_7_20_5i,i126_72_7i,h,85
1761,i126_72_7_20_6i,i126_72_7i,h,85
1762,i126_72_7_2i,i126_72_7i,p,85
1763,i126_72_7_3i,i126_72_7i,o,85
1764,i126_72_7_4i,i126_72_7i,c,85
1765,i126_72_7_4_1i,i126_72_7i,h,85
1766,i126_72_7_4_2i,i126_72_7i,h,85
1767,i126_72_7_5i,i126_72_7i,c,85
1768,i126_72_7_5_1i,i126_72_7i,h,85
1769,i126_72_7_6i,i126_72_7i,br,85
1770,i126_72_7_6_1i,i126_72_7i,h,85
1771,i126_72_7_6_2i,i126_72_7i,h,85
1772,i126_72_7_6_3i,i126_72_7i,h,85
1773,i126_72_7_6_4i,i126_72_7i,h,85
1774,i126_72_7_6_5i,i126_72_7i,h,85
1775,i126_72_7_6_6i,i126_72_7i,h,85
1776,i126_72_7_7i,i126_72_7i,c,85
1777,i126_72_7_7_1i,i126_72_7i,h,85
1778,i126_72_7_7_2i,i126_72_7i,h,85
1779,i126_72_7_8i,i126_72_7i,br,85
1780,i126_72_7_8_1i,i126_72_7i,h,85
1781,i126_72_7_8_2i,i126_72_7i,h,85
1782,i126_72_7_8_3i,i126_72_7i,h,85
1783,i126_72_7_8_4i,i126_72_7i,h,85
1784,i126_72_7_8_5i,i126_72_7i,h,85
1785,i126_72_7_8_6i,i126_72_7i,h,85
1786,i126_72_7_9i,i126_72_7i,o,85
1787,i126_99_8_1i,i126_99_8i,c,86
1788,i126_99_8_2i,i126_99_8i,c,86
1789,i126_99_8_2_1i,i126_99_8i,h,86
1790,i126_99_8_3i,i126_99_8i,c,86
1791,i126_99_8_3_1i,i126_99_8i,h,86
1792,i126_99_8_3_2i,i126_99_8i,h,86
1793,i126_99_8_4i,i126_99_8i,c,86
1794,i126_99_8_4_1i,i126_99_8i,h,86
1795,i126_99_8_4_2i,i126_99_8i,h,86
1796,i126_99_8_5i,i126_99_8i,cl,86
1797,i127_18_4_1i,i127_18_4i,c,87
1798,i127_18_4_2i,i127_18_4i,c,87
1799,i127_18_4_3i,i127_18_4i,cl,87
1800,i127_18_4_4i,i127_18_4i,cl,87
1801,i127_18_4_5i,i127_18_4i,cl,87
1802,i127_18_4_6i,i127_18_4i,cl,87
1803,i128_66_5_10i,i128_66_5i,c,88
1804,i128_66_5_11i,i128_66_5i,c,88
1805,i128_66_5_12i,i128_66_5i,o,88
1806,i128_66_5_13i,i128_66_5i,c,88
1807,i128_66_5_13_1i,i128_66_5i,h,88
1808,i128_66_5_14i,i128_66_5i,c,88
1809,i128_66_5_14_1i,i128_66_5i,h,88
1810,i128_66_5_15i,i128_66_5i,c,88
1811,i128_66_5_15_1i,i128_66_5i,h,88
1812,i128_66_5_16i,i128_66_5i,c,88
1813,i128_66_5_16_1i,i128_66_5i,h,88
1814,i128_66_5_17i,i128_66_5i,c,88
1815,i128_66_5_17_1i,i128_66_5i,h,88
1816,i128_66_5_18i,i128_66_5i,c,88
1817,i128_66_5_18_1i,i128_66_5i,h,88
1818,i128_66_5_19i,i128_66_5i,c,88
1819,i128_66_5_1i,i128_66_5i,o,88
1820,i128_66_5_20i,i128_66_5i,c,88
1821,i128_66_5_20_1i,i128_66_5i,h,88
1822,i128_66_5_21i,i128_66_5i,c,88
1823,i128_66_5_21_1i,i128_66_5i,h,88
1824,i128_66_5_22i,i128_66_5i,c,88
1825,i128_66_5_22_1i,i128_66_5i,h,88
1826,i128_66_5_23i,i128_66_5i,c,88
1827,i128_66_5_23_1i,i128_66_5i,h,88
1828,i128_66_5_24i,i128_66_5i,c,88
1829,i128_66_5_24_1i,i128_66_5i,h,88
1830,i128_66_5_25i,i128_66_5i,c,88
1831,i128_66_5_25_1i,i128_66_5i,h,88
1832,i128_66_5_26i,i128_66_5i,c,88
1833,i128_66_5_2i,i128_66_5i,c,88
1834,i128_66_5_3i,i128_66_5i,c,88
1835,i128_66_5_4i,i128_66_5i,c,88
1836,i128_66_5_5i,i128_66_5i,c,88
1837,i128_66_5_6i,i128_66_5i,c,88
1838,i128_66_5_7i,i128_66_5i,c,88
1839,i128_66_5_8i,i128_66_5i,c,88
1840,i128_66_5_9i,i128_66_5i,c,88
1841,i129_00_0_10i,i129_00_0i,c,89
1842,i129_00_0_10_1i,i129_00_0i,h,89
1843,i129_00_0_11i,i129_00_0i,c,89
1844,i129_00_0_11_1i,i129_00_0i,h,89
1845,i129_00_0_12i,i129_00_0i,c,89
1846,i129_00_0_13i,i129_00_0i,c,89
1847,i129_00_0_13_1i,i129_00_0i,h,89
1848,i129_00_0_14i,i129_00_0i,c,89
1849,i129_00_0_14_1i,i129_00_0i,h,89
1850,i129_00_0_15i,i129_00_0i,c,89
1851,i129_00_0_15_1i,i129_00_0i,h,89
1852,i129_00_0_16i,i129_00_0i,c,89
1853,i129_00_0_1i,i129_00_0i,c,89
1854,i129_00_0_2i,i129_00_0i,c,89
1855,i129_00_0_3i,i129_00_0i,c,89
1856,i129_00_0_4i,i129_00_0i,c,89
1857,i129_00_0_4_1i,i129_00_0i,h,89
1858,i129_00_0_5i,i129_00_0i,c,89
1859,i129_00_0_5_1i,i129_00_0i,h,89
1860,i129_00_0_6i,i129_00_0i,c,89
1861,i129_00_0_6_1i,i129_00_0i,h,89
1862,i129_00_0_7i,i129_00_0i,c,89
1863,i129_00_0_7_1i,i129_00_0i,h,89
1864,i129_00_0_8i,i129_00_0i,c,89
1865,i129_00_0_8_1i,i129_00_0i,h,89
1866,i129_00_0_9i,i129_00_0i,c,89
1867,i131_11_3_10i,i131_11_3i,c,90
1868,i131_11_3_11i,i131_11_3i,o,90
1869,i131_11_3_12i,i131_11_3i,o,90
1870,i131_11_3_13i,i131_11_3i,c,90
1871,i131_11_3_13_1i,i131_11_3i,h,90
1872,i131_11_3_13_2i,i131_11_3i,h,90
1873,i131_11_3_13_3i,i131_11_3i,h,90
1874,i131_11_3_14i,i131_11_3i,c,90
1875,i131_11_3_14_1i,i131_11_3i,h,90
1876,i131_11_3_1i,i131_11_3i,o,90
1877,i131_11_3_2i,i131_11_3i,c,90
1878,i131_11_3_3i,i131_11_3i,o,90
1879,i131_11_3_4i,i131_11_3i,c,90
1880,i131_11_3_4_1i,i131_11_3i,h,90
1881,i131_11_3_4_2i,i131_11_3i,h,90
1882,i131_11_3_4_3i,i131_11_3i,h,90
1883,i131_11_3_5i,i131_11_3i,c,90
1884,i131_11_3_6i,i131_11_3i,c,90
1885,i131_11_3_7i,i131_11_3i,c,90
1886,i131_11_3_7_1i,i131_11_3i,h,90
1887,i131_11_3_8i,i131_11_3i,c,90
1888,i131_11_3_8_1i,i131_11_3i,h,90
1889,i131_11_3_9i,i131_11_3i,c,90
1890,i131_11_3_9_1i,i131_11_3i,h,90
1891,i132_64_9_10i,i132_64_9i,c,91
1892,i132_64_9_10_1i,i132_64_9i,h,91
1893,i132_64_9_11i,i132_64_9i,c,91
1894,i132_64_9_11_1i,i132_64_9i,h,91
1895,i132_64_9_12i,i132_64_9i,c,91
1896,i132_64_9_12_1i,i132_64_9i,h,91
1897,i132_64_9_13i,i132_64_9i,c,91
1898,i132_64_9_13_1i,i132_64_9i,h,91
1899,i132_64_9_1i,i132_64_9i,o,91
1900,i132_64_9_2i,i132_64_9i,c,91
1901,i132_64_9_3i,i132_64_9i,c,91
1902,i132_64_9_4i,i132_64_9i,c,91
1903,i132_64_9_5i,i132_64_9i,c,91
1904,i132_64_9_6i,i132_64_9i,c,91
1905,i132_64_9_6_1i,i132_64_9i,h,91
1906,i132_64_9_7i,i132_64_9i,c,91
1907,i132_64_9_7_1i,i132_64_9i,h,91
1908,i132_64_9_8i,i132_64_9i,c,91
1909,i132_64_9_8_1i,i132_64_9i,h,91
1910,i132_64_9_9i,i132_64_9i,c,91
1911,i132_64_9_9_1i,i132_64_9i,h,91
1912,i1338_23_4_10i,i1338_23_4i,c,92
1913,i1338_23_4_11i,i1338_23_4i,o,92
1914,i1338_23_4_12i,i1338_23_4i,c,92
1915,i1338_23_4_12_1i,i1338_23_4i,h,92
1916,i1338_23_4_12_2i,i1338_23_4i,h,92
1917,i1338_23_4_12_3i,i1338_23_4i,h,92
1918,i1338_23_4_1i,i1338_23_4i,c,92
1919,i1338_23_4_1_1i,i1338_23_4i,h,92
1920,i1338_23_4_1_2i,i1338_23_4i,h,92
1921,i1338_23_4_1_3i,i1338_23_4i,h,92
1922,i1338_23_4_2i,i1338_23_4i,c,92
1923,i1338_23_4_3i,i1338_23_4i,o,92
1924,i1338_23_4_4i,i1338_23_4i,c,92
1925,i1338_23_4_4_1i,i1338_23_4i,h,92
1926,i1338_23_4_4_2i,i1338_23_4i,h,92
1927,i1338_23_4_5i,i1338_23_4i,c,92
1928,i1338_23_4_5_1i,i1338_23_4i,h,92
1929,i1338_23_4_5_2i,i1338_23_4i,h,92
1930,i1338_23_4_6i,i1338_23_4i,o,92
1931,i1338_23_4_7i,i1338_23_4i,o,92
1932,i1338_23_4_8i,i1338_23_4i,c,92
1933,i1338_23_4_8_1i,i1338_23_4i,h,92
1934,i1338_23_4_8_2i,i1338_23_4i,h,92
1935,i1338_23_4_9i,i1338_23_4i,c,92
1936,i1338_23_4_9_1i,i1338_23_4i,h,92
1937,i1338_23_4_9_2i,i1338_23_4i,h,92
1938,i133_06_2_10i,i133_06_2i,o,93
1939,i133_06_2_11i,i133_06_2i,c,93
1940,i133_06_2_11_1i,i133_06_2i,h,93
1941,i133_06_2_12i,i133_06_2i,c,93
1942,i133_06_2_12_1i,i133_06_2i,h,93
1943,i133_06_2_12_2i,i133_06_2i,h,93
1944,i133_06_2_13i,i133_06_2i,c,93
1945,i133_06_2_13_1i,i133_06_2i,h,93
1946,i133_06_2_14i,i133_06_2i,c,93
1947,i133_06_2_14_1i,i133_06_2i,h,93
1948,i133_06_2_15i,i133_06_2i,c,93
1949,i133_06_2_15_1i,i133_06_2i,h,93
1950,i133_06_2_15_2i,i133_06_2i,h,93
1951,i133_06_2_16i,i133_06_2i,c,93
1952,i133_06_2_16_1i,i133_06_2i,h,93
1953,i133_06_2_1i,i133_06_2i,o,93
1954,i133_06_2_2i,i133_06_2i,c,93
1955,i133_06_2_3i,i133_06_2i,n,93
1956,i133_06_2_4i,i133_06_2i,s,93
1957,i133_06_2_5i,i133_06_2i,c,93
1958,i133_06_2_6i,i133_06_2i,cl,93
1959,i133_06_2_7i,i133_06_2i,cl,93
1960,i133_06_2_8i,i133_06_2i,cl,93
1961,i133_06_2_9i,i133_06_2i,c,93
1962,i134_32_7_10i,i134_32_7i,c,94
1963,i134_32_7_10_1i,i134_32_7i,h,94
1964,i134_32_7_11i,i134_32_7i,c,94
1965,i134_32_7_11_1i,i134_32_7i,h,94
1966,i134_32_7_1i,i134_32_7i,c,94
1967,i134_32_7_2i,i134_32_7i,c,94
1968,i134_32_7_3i,i134_32_7i,c,94
1969,i134_32_7_4i,i134_32_7i,n,94
1970,i134_32_7_4_1i,i134_32_7i,h,94
1971,i134_32_7_4_2i,i134_32_7i,h,94
1972,i134_32_7_5i,i134_32_7i,c,94
1973,i134_32_7_5_1i,i134_32_7i,h,94
1974,i134_32_7_6i,i134_32_7i,c,94
1975,i134_32_7_6_1i,i134_32_7i,h,94
1976,i134_32_7_7i,i134_32_7i,c,94
1977,i134_32_7_7_1i,i134_32_7i,h,94
1978,i134_32_7_8i,i134_32_7i,c,94
1979,i134_32_7_8_1i,i134_32_7i,h,94
1980,i134_32_7_9i,i134_32_7i,c,94
1981,i134_32_7_9_1i,i134_32_7i,h,94
1982,i135_20_6_10i,i135_20_6i,c,95
1983,i135_20_6_10_1i,i135_20_6i,h,95
1984,i135_20_6_11i,i135_20_6i,c,95
1985,i135_20_6_11_1i,i135_20_6i,h,95
1986,i135_20_6_1i,i135_20_6i,n,95
1987,i135_20_6_1_1i,i135_20_6i,h,95
1988,i135_20_6_1_2i,i135_20_6i,h,95
1989,i135_20_6_2i,i135_20_6i,o,95
1990,i135_20_6_3i,i135_20_6i,n,95
1991,i135_20_6_4i,i135_20_6i,n,95
1992,i135_20_6_5i,i135_20_6i,o,95
1993,i135_20_6_6i,i135_20_6i,c,95
1994,i135_20_6_7i,i135_20_6i,c,95
1995,i135_20_6_7_1i,i135_20_6i,h,95
1996,i135_20_6_8i,i135_20_6i,c,95
