id,group_id,type
1325,g628,amide
1326,g629,amide
1327,g63,methyl
1328,g630,amide
1329,g631,amide
1330,g632,amide
1331,g633,amide
1332,g634,amide
1333,g635,amide
1334,g636,amide
1335,g637,amide
1336,g638,amide
1337,g639,amide
1338,g64,methyl
1339,g640,imine
1340,g641,imine
1341,g642,imine
1342,g643,imine
1343,g644,imine
1344,g645,imine
1345,g646,imine
1346,g647,imine
1347,g648,alkyl_halide
1348,g649,alkyl_halide
1349,g65,methyl
1350,g650,alkyl_halide
1351,g651,alkyl_halide
1352,g652,alkyl_halide
1353,g653,alkyl_halide
1354,g654,alkyl_halide
1355,g655,alkyl_halide
1356,g656,alkyl_halide
1357,g657,alkyl_halide
1358,g658,alkyl_halide
1359,g659,alkyl_halide
1360,g66,methyl
1361,g660,alkyl_halide
1362,g661,alkyl_halide
1363,g662,alkyl_halide
1364,g663,alkyl_halide
1365,g664,alkyl_halide
1366,g665,alkyl_halide
1367,g666,alkyl_halide
1368,g667,alkyl_halide
1369,g668,alkyl_halide
1370,g669,alkyl_halide
1371,g67,methyl
1372,g670,alkyl_halide
1373,g671,alkyl_halide
1374,g672,alkyl_halide
1375,g673,alkyl_halide
1376,g674,alkyl_halide
1377,g675,alkyl_halide
1378,g676,alkyl_halide
1379,g677,alkyl_halide
1380,g678,alkyl_halide
1381,g679,alkyl_halide
1382,g68,methyl
1383,g680,alkyl_halide
1384,g681,alkyl_halide
1385,g682,alkyl_halide
1386,g683,alkyl_halide
1387,g684,alkyl_halide
1388,g685,alkyl_halide
1389,g686,alkyl_halide
1390,g687,alkyl_halide
1391,g688,alkyl_halide
1392,g689,alkyl_halide
1393,g69,methyl
1394,g690,alkyl_halide
1395,g691,alkyl_halide
1396,g692,alkyl_halide
1397,g693,alkyl_halide
1398,g694,alkyl_halide
1399,g695,alkyl_halide
1400,g696,alkyl_halide
1401,g697,alkyl_halide
1402,g698,alkyl_halide
1403,g699,alkyl_halide
1404,g7,nitro
1405,g70,methyl
1406,g700,alkyl_halide
1407,g701,alkyl_halide
1408,g702,alkyl_halide
1409,g703,alkyl_halide
1410,g704,alkyl_halide
1411,g705,alkyl_halide
1412,g706,alkyl_halide
1413,g707,alkyl_halide
1414,g708,alkyl_halide
1415,g709,alkyl_halide
1416,g71,methyl
1417,g710,alkyl_halide
1418,g711,alkyl_halide
1419,g712,alkyl_halide
1420,g713,alkyl_halide
1421,g714,alkyl_halide
1422,g715,alkyl_halide
1423,g716,alkyl_halide
1424,g717,alkyl_halide
1425,g718,alkyl_halide
1426,g719,alkyl_halide
1427,g72,methyl
1428,g720,alkyl_halide
1429,g721,alkyl_halide
1430,g722,alkyl_halide
1431,g723,alkyl_halide
1432,g724,alkyl_halide
1433,g725,alkyl_halide
1434,g726,alkyl_halide
1435,g727,alkyl_halide
1436,g728,alkyl_halide
1437,g729,alkyl_halide
1438,g73,methyl
1439,g730,alkyl_halide
1440,g731,alkyl_halide
1441,g732,alkyl_halide
1442,g733,alkyl_halide
1443,g734,alkyl_halide
1444,g735,alkyl_halide
1445,g736,alkyl_halide
1446,g737,alkyl_halide
1447,g738,alkyl_halide
1448,g739,alkyl_halide
1449,g74,methyl
1450,g740,alkyl_halide
1451,g741,alkyl_halide
1452,g742,alkyl_halide
1453,g743,alkyl_halide
1454,g744,alkyl_halide
1455,g745,alkyl_halide
1456,g746,alkyl_halide
1457,g747,alkyl_halide
1458,g748,alkyl_halide
1459,g749,alkyl_halide
1460,g75,methyl
1461,g750,alkyl_halide
1462,g751,alkyl_halide
1463,g752,alkyl_halide
1464,g753,alkyl_halide
1465,g754,alkyl_halide
1466,g755,alkyl_halide
1467,g756,alkyl_halide
1468,g757,alkyl_halide
1469,g758,alkyl_halide
1470,g759,alkyl_halide
1471,g76,methyl
1472,g760,alkyl_halide
1473,g761,alkyl_halide
1474,g762,alkyl_halide
1475,g763,alkyl_halide
1476,g764,alkyl_halide
1477,g765,alkyl_halide
1478,g766,alkyl_halide
1479,g767,alkyl_halide
1480,g768,alkyl_halide
1481,g769,alkyl_halide
1482,g77,methyl
1483,g770,alkyl_halide
1484,g771,alkyl_halide
1485,g772,alkyl_halide
1486,g773,alkyl_halide
1487,g774,alkyl_halide
1488,g775,alkyl_halide
1489,g776,alkyl_halide
1490,g777,alkyl_halide
1491,g778,alkyl_halide
1492,g779,alkyl_halide
1493,g78,methyl
1494,g780,alkyl_halide
1495,g781,alkyl_halide
1496,g782,alkyl_halide
1497,g783,alkyl_halide
1498,g784,alkyl_halide
1499,g785,alkyl_halide
1500,g786,alkyl_halide
1501,g787,alkyl_halide
1502,g788,alkyl_halide
1503,g789,alkyl_halide
1504,g79,methyl
1505,g790,alkyl_halide
1506,g791,alkyl_halide
1507,g792,alkyl_halide
1508,g793,alkyl_halide
1509,g794,alkyl_halide
1510,g795,alkyl_halide
1511,g796,alkyl_halide
1512,g797,alkyl_halide
1513,g798,alkyl_halide
1514,g799,alkyl_halide
1515,g8,nitro
1516,g80,methyl
1517,g800,alkyl_halide
1518,g801,alkyl_halide
1519,g802,alkyl_halide
1520,g803,alkyl_halide
1521,g804,alkyl_halide
1522,g805,alkyl_halide
1523,g806,alkyl_halide
1524,g807,alkyl_halide
1525,g808,alkyl_halide
1526,g809,alkyl_halide
1527,g81,methyl
1528,g810,alkyl_halide
1529,g811,alkyl_halide
1530,g812,alkyl_halide
1531,g813,alkyl_halide
1532,g814,alkyl_halide
1533,g815,alkyl_halide
1534,g816,alkyl_halide
1535,g817,alkyl_halide
1536,g818,alkyl_halide
1537,g819,alkyl_halide
1538,g82,methyl
1539,g820,alkyl_halide
1540,g821,alkyl_halide
1541,g822,alkyl_halide
1542,g823,alkyl_halide
1543,g824,alkyl_halide
1544,g825,alkyl_halide
1545,g826,alkyl_halide
1546,g827,alkyl_halide
1547,g828,alkyl_halide
1548,g829,alkyl_halide
1549,g83,methyl
1550,g830,alkyl_halide
1551,g831,alkyl_halide
1552,g832,alkyl_halide
1553,g833,alkyl_halide
1554,g834,alkyl_halide
1555,g835,alkyl_halide
1556,g836,alkyl_halide
1557,g837,alkyl_halide
1558,g838,alkyl_halide
1559,g839,alkyl_halide
1560,g84,methyl
1561,g840,alkyl_halide
1562,g841,alkyl_halide
1563,g842,alkyl_halide
1564,g843,alkyl_halide
1565,g844,alkyl_halide
1566,g845,alkyl_halide
1567,g846,alkyl_halide
1568,g847,alkyl_halide
1569,g848,alkyl_halide
1570,g849,alkyl_halide
1571,g85,methyl
1572,g850,alkyl_halide
1573,g851,alkyl_halide
1574,g852,alkyl_halide
1575,g853,alkyl_halide
1576,g854,alkyl_halide
1577,g855,alkyl_halide
1578,g856,alkyl_halide
1579,g857,alkyl_halide
1580,g858,alkyl_halide
1581,g859,alkyl_halide
1582,g86,methyl
1583,g860,alkyl_halide
1584,g861,alkyl_halide
1585,g862,alkyl_halide
1586,g863,alkyl_halide
1587,g864,alkyl_halide
1588,g865,alkyl_halide
1589,g866,alkyl_halide
1590,g867,alkyl_halide
1591,g868,alkyl_halide
1592,g869,alkyl_halide
1593,g87,methyl
1594,g870,alkyl_halide
1595,g871,alkyl_halide
1596,g872,alkyl_halide
1597,g873,alkyl_halide
1598,g874,alkyl_halide
1599,g875,alkyl_halide
1600,g876,alkyl_halide
1601,g877,alkyl_halide
1602,g878,alkyl_halide
1603,g879,alkyl_halide
1604,g88,methyl
1605,g880,alkyl_halide
1606,g881,alkyl_halide
1607,g882,ar_halide
1608,g883,ar_halide
1609,g884,ar_halide
1610,g885,ar_halide
1611,g886,ar_halide
1612,g887,ar_halide
1613,g888,ar_halide
1614,g889,ar_halide
1615,g89,methyl
1616,g890,ar_halide
1617,g891,ar_halide
1618,g892,ar_halide
1619,g893,ar_halide
1620,g894,ar_halide
1621,g895,ar_halide
1622,g896,ar_halide
1623,g897,ar_halide
1624,g898,ar_halide
1625,g899,ar_halide
1626,g9,nitro
1627,g90,methyl
1628,g900,ar_halide
1629,g901,ar_halide
1630,g902,ar_halide
1631,g903,ar_halide
1632,g904,ar_halide
1633,g905,ar_halide
1634,g906,ar_halide
1635,g907,ar_halide
1636,g908,ar_halide
1637,g909,ar_halide
1638,g91,methyl
1639,g910,ar_halide
1640,g911,ar_halide
1641,g912,ar_halide
1642,g913,ar_halide
1643,g914,ar_halide
1644,g915,ar_halide
1645,g916,ar_halide
1646,g917,ar_halide
1647,g918,ar_halide
1648,g919,ar_halide
1649,g92,methyl
1650,g920,ar_halide
1651,g921,ar_halide
1652,g922,ar_halide
1653,g923,ar_halide
1654,g924,ar_halide
1655,g925,ar_halide
1656,g926,ar_halide
1657,g927,ar_halide
1658,g928,ar_halide
1659,g929,ar_halide
1660,g93,methyl
1661,g930,ar_halide
1662,g931,ar_halide
1663,g932,ar_halide
1664,g933,ar_halide
1665,g934,ar_halide
1666,g935,ar_halide
1667,g936,ar_halide
1668,g937,ar_halide
1669,g938,ar_halide
1670,g939,ar_halide
1671,g94,methyl
1672,g940,ar_halide
1673,g941,ar_halide
1674,g942,ar_halide
1675,g943,ar_halide
1676,g944,ar_halide
1677,g945,ar_halide
1678,g946,ar_halide
1679,g947,ar_halide
1680,g948,ar_halide
1681,g949,ar_halide
1682,g95,methyl
1683,g950,ar_halide
1684,g951,ar_halide
1685,g952,ar_halide
1686,g953,ar_halide
1687,g954,ar_halide
1688,g955,ar_halide
1689,g956,ar_halide
1690,g957,ar_halide
1691,g958,ar_halide
1692,g959,ar_halide
1693,g96,methyl
1694,g960,ar_halide
1695,g961,ar_halide
1696,g962,ar_halide
1697,g963,ar_halide
1698,g964,ar_halide
1699,g965,ar_halide
1700,g966,ar_halide
1701,g967,ar_halide
1702,g968,ar_halide
1703,g969,ar_halide
1704,g97,methyl
1705,g970,ar_halide
1706,g971,ar_halide
1707,g972,ar_halide
1708,g973,ar_halide
1709,g974,ar_halide
1710,g975,ar_halide
1711,g976,ar_halide
1712,g977,ar_halide
1713,g978,ar_halide
1714,g979,ar_halide
1715,g98,methyl
1716,g980,ar_halide
1717,g981,ar_halide
1718,g982,ar_halide
1719,g983,ar_halide
1720,g984,ar_halide
1721,g985,ar_halide
1722,g986,epoxy
1723,g987,epoxy
1724,g988,epoxy
1725,g989,epoxy
1726,g99,methyl
1727,g990,epoxy
1728,g991,epoxy
1729,g992,epoxy
1730,g993,epoxy
1731,g994,epoxy
1732,g995,n2n
1733,g996,n2n
1734,g997,n2n
1735,g998,n2n
1736,g999,c2n
