id,molecule_id,activity,mweight,atom_id,type,bond_types,rela_atom_id,group_id,group_type,logp
70,i120_80_9i,4.56435,110.111,i120_80_9_1_1i|i120_80_9_1i|i120_80_9_2i|i120_80_9_3i|i120_80_9_4_1i|i120_80_9_4i|i120_80_9_5_1i|i120_80_9_5i|i120_80_9_6_1i|i120_80_9_6i|i120_80_9_7_1i|i120_80_9_7i|i120_80_9_8_1i|i120_80_9_8i,c|h|o,1|1|7|7,i120_80_9_1_1i|i120_80_9_2i|i120_80_9_3i|i120_80_9_8i|i120_80_9_4_1i|i120_80_9_4i|i120_80_9_5i|i120_80_9_5_1i|i120_80_9_6i|i120_80_9_6_1i|i120_80_9_7i|i120_80_9_7_1i|i120_80_9_8i|i120_80_9_8_1i,g1057|g1377|g527|g528,benzene|six_ring|phenol,1.03
71,i120_82_1i,7.82244,181.449,i120_82_1_1i|i120_82_1_2_1i|i120_82_1_2i|i120_82_1_3_1i|i120_82_1_3i|i120_82_1_4i|i120_82_1_5i|i120_82_1_6i|i120_82_1_7i|i120_82_1_8_1i|i120_82_1_8i|i120_82_1_9i,c|cl|h,1|1|7,i120_82_1_2_1i|i120_82_1_3i|i120_82_1_2i|i120_82_1_8i|i120_82_1_9i|i120_82_1_3_1i|i120_82_1_4i|i120_82_1_5i|i120_82_1_7i|i120_82_1_6i|i120_82_1_8i|i120_82_1_8_1i,g1058|g1378|g903|g904|g905,ar_halide|benzene|six_ring,3.93
72,i120_83_2i,4.88922,163.003,i120_83_2_1_1i|i120_83_2_1i|i120_83_2_2i|i120_83_2_3i|i120_83_2_4_1i|i120_83_2_4i|i120_83_2_5i|i120_83_2_6_1i|i120_83_2_6i|i120_83_2_7i|i120_83_2_8i|i120_83_2_9_1i|i120_83_2_9i,c|cl|h|o,1|1|7|7,i120_83_2_1_1i|i120_83_2_2i|i120_83_2_3i|i120_83_2_9i|i120_83_2_4_1i|i120_83_2_5i|i120_83_2_4i|i120_83_2_8i|i120_83_2_6_1i|i120_83_2_9i|i120_83_2_6i|i120_83_2_7i|i120_83_2_9_1i,g1059|g1379|g529|g906|g907,ar_halide|benzene|six_ring|phenol,2.8
73,i121_14_2i,7.82244,182.134,i121_14_2_10i|i121_14_2_11i|i121_14_2_12_1i|i121_14_2_12_2i|i121_14_2_12_3i|i121_14_2_12i|i121_14_2_13_1i|i121_14_2_13i|i121_14_2_1i|i121_14_2_2i|i121_14_2_3i|i121_14_2_4i|i121_14_2_5_1i|i121_14_2_5i|i121_14_2_6_1i|i121_14_2_6i|i121_14_2_7i|i121_14_2_8i|i121_14_2_9i,c|h|n|o,1|1|2|1|7|2|7,i121_14_2_10i|i121_14_2_11i|i121_14_2_12_1i|i121_14_2_12_2i|i121_14_2_12_3i|i121_14_2_12i|i121_14_2_8i|i121_14_2_13_1i|i121_14_2_13i|i121_14_2_5i|i121_14_2_13i|i121_14_2_9i|i121_14_2_2i|i121_14_2_3i|i121_14_2_4i|i121_14_2_5_1i|i121_14_2_6i|i121_14_2_6_1i|i121_14_2_7i,g1060|g1380|g11|g12|g92,benzene|six_ring|methyl|nitro,2.18
74,i121_69_7i,7.82244,121.182,i121_69_7_1i|i121_69_7_2i|i121_69_7_3_1i|i121_69_7_3i|i121_69_7_4_1i|i121_69_7_4i|i121_69_7_5_1i|i121_69_7_5i|i121_69_7_6_1i|i121_69_7_6i|i121_69_7_7_1i|i121_69_7_7i|i121_69_7_8_1i|i121_69_7_8_2i|i121_69_7_8_3i|i121_69_7_8i|i121_69_7_9_1i|i121_69_7_9_2i|i121_69_7_9_3i|i121_69_7_9i,c|h|n,1|1|7|7,i121_69_7_2i|i121_69_7_8i|i121_69_7_9i|i121_69_7_3_1i|i121_69_7_4i|i121_69_7_3i|i121_69_7_7i|i121_69_7_4_1i|i121_69_7_5i|i121_69_7_5_1i|i121_69_7_6i|i121_69_7_6_1i|i121_69_7_7i|i121_69_7_7_1i|i121_69_7_8_1i|i121_69_7_8_2i|i121_69_7_8_3i|i121_69_7_9_1i|i121_69_7_9_2i|i121_69_7_9_3i,g1061|g1381|g336|g93|g94,amine|benzene|six_ring|methyl,2.17
75,i121_75_5i,6.50429,330.36,i121_75_5_1_1i|i121_75_5_1_2i|i121_75_5_1_3i|i121_75_5_10i|i121_75_5_11i|i121_75_5_12_1i|i121_75_5_12_2i|i121_75_5_12_3i|i121_75_5_12i|i121_75_5_13i|i121_75_5_14_1i|i121_75_5_14_2i|i121_75_5_14_3i|i121_75_5_14i|i121_75_5_15i|i121_75_5_16i|i121_75_5_17i|i121_75_5_18_1i|i121_75_5_18_2i|i121_75_5_18i|i121_75_5_19_1i|i121_75_5_19_2i|i121_75_5_19_3i|i121_75_5_19i|i121_75_5_1i|i121_75_5_2_1i|i121_75_5_2_2i|i121_75_5_2i|i121_75_5_3i|i121_75_5_4i|i121_75_5_5i|i121_75_5_6_1i|i121_75_5_6_2i|i121_75_5_6i|i121_75_5_7_1i|i121_75_5_7i|i121_75_5_8i|i121_75_5_9i,c|h|o|p|s,1|1|2,i121_75_5_1_1i|i121_75_5_1_2i|i121_75_5_1_3i|i121_75_5_2i|i121_75_5_10i|i121_75_5_11i|i121_75_5_13i|i121_75_5_12_1i|i121_75_5_12_2i|i121_75_5_12_3i|i121_75_5_12i|i121_75_5_14_1i|i121_75_5_14_2i|i121_75_5_14_3i|i121_75_5_14i|i121_75_5_15i|i121_75_5_7_1i|i121_75_5_8i|i121_75_5_16i|i121_75_5_17i|i121_75_5_18_1i|i121_75_5_18_2i|i121_75_5_19i|i121_75_5_18i|i121_75_5_19_1i|i121_75_5_19_2i|i121_75_5_19_3i|i121_75_5_2_1i|i121_75_5_2_2i|i121_75_5_3i|i121_75_5_4i|i121_75_5_5i|i121_75_5_6i|i121_75_5_6_1i|i121_75_5_6_2i|i121_75_5_7i|i121_75_5_9i,g285|g286|g579|g580|g95|g96,ester|methoxy|methyl,2.29
76,i122_39_4i,6.04025,169.226,i122_39_4_1_1i|i122_39_4_10_1i|i122_39_4_10i|i122_39_4_11_1i|i122_39_4_11i|i122_39_4_12_1i|i122_39_4_12i|i122_39_4_13_1i|i122_39_4_13i|i122_39_4_1i|i122_39_4_2i|i122_39_4_3_1i|i122_39_4_3i|i122_39_4_4_1i|i122_39_4_4i|i122_39_4_5_1i|i122_39_4_5i|i122_39_4_6_1i|i122_39_4_6i|i122_39_4_7_1i|i122_39_4_7i|i122_39_4_8i|i122_39_4_9_1i|i122_39_4_9i,c|h|n,1|1|7|7,i122_39_4_1_1i|i122_39_4_2i|i122_39_4_8i|i122_39_4_10_1i|i122_39_4_11i|i122_39_4_10i|i122_39_4_9_1i|i122_39_4_11_1i|i122_39_4_12i|i122_39_4_12_1i|i122_39_4_13i|i122_39_4_13_1i|i122_39_4_13i|i122_39_4_9i|i122_39_4_3_1i|i122_39_4_4i|i122_39_4_3i|i122_39_4_7i|i122_39_4_4_1i|i122_39_4_5i|i122_39_4_5_1i|i122_39_4_6i|i122_39_4_6_1i|i122_39_4_7i|i122_39_4_7_1i,g1062|g1382|g1063|g1383|g337,amine|benzene|six_ring,3.29
77,i122_66_7i,7.82244,184.241,i122_66_7_1_1i|i122_66_7_10_1i|i122_66_7_10i|i122_66_7_11_1i|i122_66_7_11i|i122_66_7_12_1i|i122_66_7_12i|i122_66_7_13_1i|i122_66_7_13i|i122_66_7_14_1i|i122_66_7_14i|i122_66_7_1i|i122_66_7_2_1i|i122_66_7_2i|i122_66_7_3i|i122_66_7_4_1i|i122_66_7_4i|i122_66_7_5_1i|i122_66_7_5i|i122_66_7_6_1i|i122_66_7_6i|i122_66_7_7_1i|i122_66_7_7i|i122_66_7_8_1i|i122_66_7_8i|i122_66_7_9i,c|h|n,1|1|7|7,i122_66_7_1_1i|i122_66_7_2i|i122_66_7_9i|i122_66_7_10_1i|i122_66_7_11i|i122_66_7_10i|i122_66_7_14i|i122_66_7_11_1i|i122_66_7_12i|i122_66_7_12_1i|i122_66_7_13i|i122_66_7_13_1i|i122_66_7_14i|i122_66_7_14_1i|i122_66_7_2_1i|i122_66_7_3i|i122_66_7_4_1i|i122_66_7_5i|i122_66_7_4i|i122_66_7_8i|i122_66_7_5_1i|i122_66_7_6i|i122_66_7_6_1i|i122_66_7_7i|i122_66_7_7_1i|i122_66_7_8i|i122_66_7_8_1i,g1064|g1384|g1065|g1385|g338|g339,amine|benzene|six_ring,3.06
78,i123_31_9i,4.56435,110.111,i123_31_9_1_1i|i123_31_9_1i|i123_31_9_2i|i123_31_9_3_1i|i123_31_9_3i|i123_31_9_4_1i|i123_31_9_4i|i123_31_9_5i|i123_31_9_6_1i|i123_31_9_6i|i123_31_9_7_1i|i123_31_9_7i|i123_31_9_8_1i|i123_31_9_8i,c|h|o,1|1|7|7,i123_31_9_1_1i|i123_31_9_2i|i123_31_9_3_1i|i123_31_9_4i|i123_31_9_3i|i123_31_9_8i|i123_31_9_4_1i|i123_31_9_5i|i123_31_9_6_1i|i123_31_9_6i|i123_31_9_7i|i123_31_9_7_1i|i123_31_9_8i|i123_31_9_8_1i,g1066|g1386|g530|g531,benzene|six_ring|phenol,1.03
79,i123_38_6i,4.56435,58.0794,i123_38_6_1i|i123_38_6_2_1i|i123_38_6_2i|i123_38_6_3_1i|i123_38_6_3_2i|i123_38_6_3i|i123_38_6_4_1i|i123_38_6_4_2i|i123_38_6_4_3i|i123_38_6_4i,c|h|o,1|2,i123_38_6_2_1i|i123_38_6_3i|i123_38_6_2i|i123_38_6_3_1i|i123_38_6_3_2i|i123_38_6_4i|i123_38_6_4_1i|i123_38_6_4_2i|i123_38_6_4_3i,g444|g97,aldehyde|methyl,0.33
80,i123_72_8i,4.56435,72.1062,i123_72_8_1i|i123_72_8_2_1i|i123_72_8_2i|i123_72_8_3_1i|i123_72_8_3_2i|i123_72_8_3i|i123_72_8_4_1i|i123_72_8_4_2i|i123_72_8_4i|i123_72_8_5_1i|i123_72_8_5_2i|i123_72_8_5_3i|i123_72_8_5i,c|h|o,1|2,i123_72_8_2_1i|i123_72_8_3i|i123_72_8_2i|i123_72_8_3_1i|i123_72_8_3_2i|i123_72_8_4i|i123_72_8_4_1i|i123_72_8_4_2i|i123_72_8_5i|i123_72_8_5_1i|i123_72_8_5_2i|i123_72_8_5_3i,g445|g98,aldehyde|methyl,0.82
81,i123_73_9i,4.56435,70.0904,i123_73_9_1i|i123_73_9_2_1i|i123_73_9_2i|i123_73_9_3_1i|i123_73_9_3i|i123_73_9_4_1i|i123_73_9_4i|i123_73_9_5_1i|i123_73_9_5_2i|i123_73_9_5_3i|i123_73_9_5i,c|h|o,1|1|2|2,i123_73_9_2_1i|i123_73_9_3i|i123_73_9_2i|i123_73_9_3_1i|i123_73_9_4i|i123_73_9_4_1i|i123_73_9_5i|i123_73_9_5_1i|i123_73_9_5_2i|i123_73_9_5_3i,g446|g99,aldehyde|methyl,0.6
82,i123_91_1i,7.82244,88.1052,i123_91_1_1i|i123_91_1_2_1i|i123_91_1_2_2i|i123_91_1_2i|i123_91_1_3_1i|i123_91_1_3_2i|i123_91_1_3i|i123_91_1_4i|i123_91_1_5_1i|i123_91_1_5_2i|i123_91_1_5i|i123_91_1_6_1i|i123_91_1_6_2i|i123_91_1_6i,c|h|o,1,i123_91_1_2_1i|i123_91_1_2_2i|i123_91_1_3i|i123_91_1_2i|i123_91_1_6i|i123_91_1_3_1i|i123_91_1_3_2i|i123_91_1_4i|i123_91_1_5_1i|i123_91_1_5_2i|i123_91_1_6i|i123_91_1_5i|i123_91_1_6_1i|i123_91_1_6_2i,g1310|g1387,non_ar_hetero_6_ring|six_ring,-0.32
83,i124_40_3i,3.7013,45.0843,i124_40_3_1_1i|i124_40_3_1i|i124_40_3_2_1i|i124_40_3_2_2i|i124_40_3_2_3i|i124_40_3_2i|i124_40_3_3_1i|i124_40_3_3_2i|i124_40_3_3_3i|i124_40_3_3i,c|h|n,1,i124_40_3_1_1i|i124_40_3_2i|i124_40_3_3i|i124_40_3_2_1i|i124_40_3_2_2i|i124_40_3_2_3i|i124_40_3_3_1i|i124_40_3_3_2i|i124_40_3_3_3i,g100|g101|g340,amine|methyl,-0.17
84,i124_48_1i,7.82244,220.375,i124_48_1_1_1i|i124_48_1_1_2i|i124_48_1_1_3i|i124_48_1_1_4i|i124_48_1_1_5i|i124_48_1_1_6i|i124_48_1_1i|i124_48_1_2_1i|i124_48_1_2i|i124_48_1_3_1i|i124_48_1_3_2i|i124_48_1_3_3i|i124_48_1_3_4i|i124_48_1_3_5i|i124_48_1_3_6i|i124_48_1_3i|i124_48_1_4i,br|c|cl|h,1,i124_48_1_1_1i|i124_48_1_1_2i|i124_48_1_1_3i|i124_48_1_1_4i|i124_48_1_1_5i|i124_48_1_1_6i|i124_48_1_2i|i124_48_1_2_1i|i124_48_1_3i|i124_48_1_4i|i124_48_1_3_1i|i124_48_1_3_2i|i124_48_1_3_3i|i124_48_1_3_4i|i124_48_1_3_5i|i124_48_1_3_6i,g673|g674|g675,alkyl_halide,1.7
85,i126_72_7i,4.56435,733.896,i126_72_7_10_1i|i126_72_7_10_2i|i126_72_7_10i|i126_72_7_11_1i|i126_72_7_11i|i126_72_7_12_1i|i126_72_7_12_2i|i126_72_7_12_3i|i126_72_7_12_4i|i126_72_7_12_5i|i126_72_7_12_6i|i126_72_7_12i|i126_72_7_13_1i|i126_72_7_13_2i|i126_72_7_13i|i126_72_7_14_1i|i126_72_7_14_2i|i126_72_7_14_3i|i126_72_7_14_4i|i126_72_7_14_5i|i126_72_7_14_6i|i126_72_7_14i|i126_72_7_15i|i126_72_7_16_1i|i126_72_7_16_2i|i126_72_7_16i|i126_72_7_17_1i|i126_72_7_17i|i126_72_7_18_1i|i126_72_7_18_2i|i126_72_7_18_3i|i126_72_7_18_4i|i126_72_7_18_5i|i126_72_7_18_6i|i126_72_7_18i|i126_72_7_19_1i|i126_72_7_19_2i|i126_72_7_19i|i126_72_7_1i|i126_72_7_20_1i|i126_72_7_20_2i|i126_72_7_20_3i|i126_72_7_20_4i|i126_72_7_20_5i|i126_72_7_20_6i|i126_72_7_20i|i126_72_7_2i|i126_72_7_3i|i126_72_7_4_1i|i126_72_7_4_2i|i126_72_7_4i|i126_72_7_5_1i|i126_72_7_5i|i126_72_7_6_1i|i126_72_7_6_2i|i126_72_7_6_3i|i126_72_7_6_4i|i126_72_7_6_5i|i126_72_7_6_6i|i126_72_7_6i|i126_72_7_7_1i|i126_72_7_7_2i|i126_72_7_7i|i126_72_7_8_1i|i126_72_7_8_2i|i126_72_7_8_3i|i126_72_7_8_4i|i126_72_7_8_5i|i126_72_7_8_6i|i126_72_7_8i|i126_72_7_9i,br|c|h|o|p,1|2,i126_72_7_10_1i|i126_72_7_10_2i|i126_72_7_11i|i126_72_7_10i|i126_72_7_11_1i|i126_72_7_12i|i126_72_7_13i|i126_72_7_12_1i|i126_72_7_12_2i|i126_72_7_12_3i|i126_72_7_12_4i|i126_72_7_12_5i|i126_72_7_12_6i|i126_72_7_13_1i|i126_72_7_13_2i|i126_72_7_14i|i126_72_7_14_1i|i126_72_7_14_2i|i126_72_7_14_3i|i126_72_7_14_4i|i126_72_7_14_5i|i126_72_7_14_6i|i126_72_7_15i|i126_72_7_3i|i126_72_7_9i|i126_72_7_16_1i|i126_72_7_16_2i|i126_72_7_17i|i126_72_7_16i|i126_72_7_17_1i|i126_72_7_18i|i126_72_7_19i|i126_72_7_18_1i|i126_72_7_18_2i|i126_72_7_18_3i|i126_72_7_18_4i|i126_72_7_18_5i|i126_72_7_18_6i|i126_72_7_19_1i|i126_72_7_19_2i|i126_72_7_20i|i126_72_7_20_1i|i126_72_7_20_2i|i126_72_7_20_3i|i126_72_7_20_4i|i126_72_7_20_5i|i126_72_7_20_6i|i126_72_7_2i|i126_72_7_4_1i|i126_72_7_4_2i|i126_72_7_5i|i126_72_7_4i|i126_72_7_5_1i|i126_72_7_6i|i126_72_7_7i|i126_72_7_6_1i|i126_72_7_6_2i|i126_72_7_6_3i|i126_72_7_6_4i|i126_72_7_6_5i|i126_72_7_6_6i|i126_72_7_7_1i|i126_72_7_7_2i|i126_72_7_8i|i126_72_7_8_1i|i126_72_7_8_2i|i126_72_7_8_3i|i126_72_7_8_4i|i126_72_7_8_5i|i126_72_7_8_6i,g676|g677|g678|g679|g680|g681,alkyl_halide,4.19
86,i126_99_8i,7.82244,88.5365,i126_99_8_1i|i126_99_8_2_1i|i126_99_8_2i|i126_99_8_3_1i|i126_99_8_3_2i|i126_99_8_3i|i126_99_8_4_1i|i126_99_8_4_2i|i126_99_8_4i|i126_99_8_5i,c|cl|h,1|1|2,i126_99_8_2_1i|i126_99_8_3i|i126_99_8_2i|i126_99_8_4i|i126_99_8_5i|i126_99_8_3_1i|i126_99_8_3_2i|i126_99_8_4_1i|i126_99_8_4_2i,g682,alkyl_halide,2.53
87,i127_18_4i,8.77648,165.834,i127_18_4_1i|i127_18_4_2i|i127_18_4_3i|i127_18_4_4i|i127_18_4_5i|i127_18_4_6i,c|cl,1|1|2,i127_18_4_2i|i127_18_4_5i|i127_18_4_6i|i127_18_4_3i|i127_18_4_4i,g683|g684|g685|g686,alkyl_halide,2.97
88,i128_66_5i,7.82244,332.357,i128_66_5_10i|i128_66_5_11i|i128_66_5_12i|i128_66_5_13_1i|i128_66_5_13i|i128_66_5_14_1i|i128_66_5_14i|i128_66_5_15_1i|i128_66_5_15i|i128_66_5_16_1i|i128_66_5_16i|i128_66_5_17_1i|i128_66_5_17i|i128_66_5_18_1i|i128_66_5_18i|i128_66_5_19i|i128_66_5_1i|i128_66_5_20_1i|i128_66_5_20i|i128_66_5_21_1i|i128_66_5_21i|i128_66_5_22_1i|i128_66_5_22i|i128_66_5_23_1i|i128_66_5_23i|i128_66_5_24_1i|i128_66_5_24i|i128_66_5_25_1i|i128_66_5_25i|i128_66_5_26i|i128_66_5_2i|i128_66_5_3i|i128_66_5_4i|i128_66_5_5i|i128_66_5_6i|i128_66_5_7i|i128_66_5_8i|i128_66_5_9i,c|h|o,1|1|2|1|7|2|7,i128_66_5_10i|i128_66_5_16i|i128_66_5_11i|i128_66_5_13i|i128_66_5_12i|i128_66_5_19i|i128_66_5_13_1i|i128_66_5_14i|i128_66_5_14_1i|i128_66_5_15i|i128_66_5_15_1i|i128_66_5_16i|i128_66_5_16_1i|i128_66_5_17_1i|i128_66_5_18i|i128_66_5_17i|i128_66_5_9i|i128_66_5_18_1i|i128_66_5_26i|i128_66_5_19i|i128_66_5_8i|i128_66_5_20_1i|i128_66_5_21i|i128_66_5_20i|i128_66_5_21_1i|i128_66_5_21i|i128_66_5_6i|i128_66_5_22_1i|i128_66_5_23i|i128_66_5_22i|i128_66_5_5i|i128_66_5_23_1i|i128_66_5_24i|i128_66_5_24_1i|i128_66_5_25i|i128_66_5_25_1i|i128_66_5_25i|i128_66_5_4i|i128_66_5_26i|i128_66_5_3i|i128_66_5_26i|i128_66_5_7i|i128_66_5_2i,g1067|g1389|g1390|g1067|g1390|g1068|g1069|g1388|g1391|g1392|g1068|g1069|g1389|g1391|g1392|g1068|g1388|g1391|g1068|g1389|g1391|g1068|g1391|g1069|g1388|g1392|g1069|g1389|g1392|g1069|g1392|g1070|g1388|g1393|g1070|g1393|g1388|g1389,benzene|six_ring|six_ring,6.28
89,i129_00_0i,10.1393,202.255,i129_00_0_10_1i|i129_00_0_10i|i129_00_0_11_1i|i129_00_0_11i|i129_00_0_12i|i129_00_0_13_1i|i129_00_0_13i|i129_00_0_14_1i|i129_00_0_14i|i129_00_0_15_1i|i129_00_0_15i|i129_00_0_16i|i129_00_0_1i|i129_00_0_2i|i129_00_0_3i|i129_00_0_4_1i|i129_00_0_4i|i129_00_0_5_1i|i129_00_0_5i|i129_00_0_6_1i|i129_00_0_6i|i129_00_0_7_1i|i129_00_0_7i|i129_00_0_8_1i|i129_00_0_8i|i129_00_0_9i,c|h,1|7|7,i129_00_0_10_1i|i129_00_0_11i|i129_00_0_10i|i129_00_0_11_1i|i129_00_0_16i|i129_00_0_12i|i129_00_0_16i|i129_00_0_2i|i129_00_0_12i|i129_00_0_5_1i|i129_00_0_13_1i|i129_00_0_14i|i129_00_0_13i|i129_00_0_14_1i|i129_00_0_15i|i129_00_0_15_1i|i129_00_0_16i|i129_00_0_3i|i129_00_0_9i|i129_00_0_4_1i|i129_00_0_5i|i129_00_0_4i|i129_00_0_6i|i129_00_0_6_1i|i129_00_0_7i|i129_00_0_7_1i|i129_00_0_8i|i129_00_0_8_1i|i129_00_0_9i,g1071|g1072|g1073|g1394|g1395|g1396|g1071|g1072|g1394|g1395|g1071|g1073|g1074|g1394|g1396|g1397|g1071|g1074|g1394|g1397|g1071|g1394|g1072|g1073|g1395|g1396|g1072|g1395|g1073|g1074|g1396|g1397|g1073|g1396|g1074|g1397,benzene|six_ring,4.93
90,i131_11_3i,4.56435,194.185,i131_11_3_10i|i131_11_3_11i|i131_11_3_12i|i131_11_3_13_1i|i131_11_3_13_2i|i131_11_3_13_3i|i131_11_3_13i|i131_11_3_14_1i|i131_11_3_14i|i131_11_3_1i|i131_11_3_2i|i131_11_3_3i|i131_11_3_4_1i|i131_11_3_4_2i|i131_11_3_4_3i|i131_11_3_4i|i131_11_3_5i|i131_11_3_6i|i131_11_3_7_1i|i131_11_3_7i|i131_11_3_8_1i|i131_11_3_8i|i131_11_3_9_1i|i131_11_3_9i,c|h|o,1|1|2|1|7|2|7,i131_11_3_10i|i131_11_3_7i|i131_11_3_11i|i131_11_3_12i|i131_11_3_13_1i|i131_11_3_13_2i|i131_11_3_13_3i|i131_11_3_13i|i131_11_3_14_1i|i131_11_3_14i|i131_11_3_6i|i131_11_3_14i|i131_11_3_9_1i|i131_11_3_2i|i131_11_3_3i|i131_11_3_5i|i131_11_3_4_1i|i131_11_3_4_2i|i131_11_3_4_3i|i131_11_3_4i|i131_11_3_7_1i|i131_11_3_8i|i131_11_3_8_1i|i131_11_3_9i,g1075|g1398|g287|g287|g581|g288|g288|g582|g581|g582,benzene|six_ring|ester|ester|methoxy|methoxy,1.66
91,i132_64_9i,6.04025,168.194,i132_64_9_10_1i|i132_64_9_10i|i132_64_9_11_1i|i132_64_9_11i|i132_64_9_12_1i|i132_64_9_12i|i132_64_9_13_1i|i132_64_9_13i|i132_64_9_1i|i132_64_9_2i|i132_64_9_3i|i132_64_9_4i|i132_64_9_5i|i132_64_9_6_1i|i132_64_9_6i|i132_64_9_7_1i|i132_64_9_7i|i132_64_9_8_1i|i132_64_9_8i|i132_64_9_9_1i|i132_64_9_9i,c|h|o,1|1|7|7,i132_64_9_10_1i|i132_64_9_11i|i132_64_9_10i|i132_64_9_4i|i132_64_9_11_1i|i132_64_9_12i|i132_64_9_12_1i|i132_64_9_13i|i132_64_9_13_1i|i132_64_9_13i|i132_64_9_3i|i132_64_9_2i|i132_64_9_5i|i132_64_9_5i|i132_64_9_9i|i132_64_9_6_1i|i132_64_9_7i|i132_64_9_6i|i132_64_9_7_1i|i132_64_9_8i|i132_64_9_8_1i|i132_64_9_9i|i132_64_9_9_1i,g1076|g1400|g1076|g1400|g1644|g1693|g1399|g1399|g1644|g1693|g1644|g1693,benzene|five_ring|hetero_ar_5_ring|six_ring|benzene|six_ring|five_ring|hetero_ar_5_ring|five_ring|hetero_ar_5_ring|six_ring|six_ring,3.71
92,i133_06_2i,6.61204,300.592,i133_06_2_10i|i133_06_2_11_1i|i133_06_2_11i|i133_06_2_12_1i|i133_06_2_12_2i|i133_06_2_12i|i133_06_2_13_1i|i133_06_2_13i|i133_06_2_14_1i|i133_06_2_14i|i133_06_2_15_1i|i133_06_2_15_2i|i133_06_2_15i|i133_06_2_16_1i|i133_06_2_16i|i133_06_2_1i|i133_06_2_2i|i133_06_2_3i|i133_06_2_4i|i133_06_2_5i|i133_06_2_6i|i133_06_2_7i|i133_06_2_8i|i133_06_2_9i,c|cl|h|n|o|s,1|1|2|2,i133_06_2_10i|i133_06_2_11i|i133_06_2_11_1i|i133_06_2_12i|i133_06_2_16i|i133_06_2_12_1i|i133_06_2_12_2i|i133_06_2_13i|i133_06_2_13_1i|i133_06_2_14i|i133_06_2_14_1i|i133_06_2_15i|i133_06_2_15_1i|i133_06_2_15_2i|i133_06_2_16i|i133_06_2_16_1i|i133_06_2_16i|i133_06_2_3i|i133_06_2_2i|i133_06_2_4i|i133_06_2_9i|i133_06_2_5i|i133_06_2_6i|i133_06_2_7i|i133_06_2_8i,g1288|g1401|g1288|g1401|g1673|g1694|g1673|g1694|g341|g610|g611|g1673|g1694|g610|g1673|g1694|g611|g610|g611|g687|g688|g689,alkyl_halide|amide|amide|amine|five_ring|non_ar_hetero_5_ring|amide|five_ring|non_ar_hetero_5_ring|five_ring|non_ar_6c_ring|non_ar_hetero_5_ring|six_ring|non_ar_6c_ring|six_ring,1.84
93,i1338_23_4i,6.04025,174.195,i1338_23_4_1_1i|i1338_23_4_1_2i|i1338_23_4_1_3i|i1338_23_4_10i|i1338_23_4_11i|i1338_23_4_12_1i|i1338_23_4_12_2i|i1338_23_4_12_3i|i1338_23_4_12i|i1338_23_4_1i|i1338_23_4_2i|i1338_23_4_3i|i1338_23_4_4_1i|i1338_23_4_4_2i|i1338_23_4_4i|i1338_23_4_5_1i|i1338_23_4_5_2i|i1338_23_4_5i|i1338_23_4_6i|i1338_23_4_7i|i1338_23_4_8_1i|i1338_23_4_8_2i|i1338_23_4_8i|i1338_23_4_9_1i|i1338_23_4_9_2i|i1338_23_4_9i,c|h|o,1|1|2,i1338_23_4_1_1i|i1338_23_4_1_2i|i1338_23_4_1_3i|i1338_23_4_2i|i1338_23_4_10i|i1338_23_4_9_1i|i1338_23_4_9_2i|i1338_23_4_11i|i1338_23_4_12i|i1338_23_4_12_1i|i1338_23_4_12_2i|i1338_23_4_12_3i|i1338_23_4_3i|i1338_23_4_4i|i1338_23_4_4_1i|i1338_23_4_4_2i|i1338_23_4_5i|i1338_23_4_5_1i|i1338_23_4_5_2i|i1338_23_4_6i|i1338_23_4_7i|i1338_23_4_8_1i|i1338_23_4_8_2i|i1338_23_4_9i|i1338_23_4_8i,g102|g103|g453|g454,ketone|methyl,-0.43
94,i134_32_7i,7.82244,143.188,i134_32_7_10_1i|i134_32_7_10i|i134_32_7_11_1i|i134_32_7_11i|i134_32_7_1i|i134_32_7_2i|i134_32_7_3i|i134_32_7_4_1i|i134_32_7_4_2i|i134_32_7_4i|i134_32_7_5_1i|i134_32_7_5i|i134_32_7_6_1i|i134_32_7_6i|i134_32_7_7_1i|i134_32_7_7i|i134_32_7_8_1i|i134_32_7_8i|i134_32_7_9_1i|i134_32_7_9i,c|h|n,1|1|7|7,i134_32_7_10_1i|i134_32_7_10i|i134_32_7_11i|i134_32_7_2i|i134_32_7_10i|i134_32_7_9_1i|i134_32_7_11_1i|i134_32_7_11i|i134_32_7_6_1i|i134_32_7_3i|i134_32_7_7i|i134_32_7_4_1i|i134_32_7_4_2i|i134_32_7_4i|i134_32_7_5i|i134_32_7_5_1i|i134_32_7_6i|i134_32_7_7_1i|i134_32_7_8i|i134_32_7_8_1i|i134_32_7_9i,g1077|g1078|g1402|g1403|g1077|g1402|g1078|g1403|g342,amine|benzene|six_ring,2.25
