id,atom_id,group_id,fpk_group_id,fpk_atom_id
1456,i123_91_1_2i,g1387,433,1676
1457,i123_91_1_3i,g1310,349,1679
1458,i123_91_1_3i,g1387,433,1679
1459,i123_91_1_4i,g1310,349,1682
1460,i123_91_1_4i,g1387,433,1682
1461,i123_91_1_5i,g1310,349,1683
1462,i123_91_1_5i,g1387,433,1683
1463,i123_91_1_6i,g1310,349,1686
1464,i123_91_1_6i,g1387,433,1686
1465,i124_40_3_1i,g340,1006,1689
1466,i124_40_3_1_1i,g340,1006,1690
1467,i124_40_3_2i,g100,4,1691
1468,i124_40_3_2_1i,g100,4,1692
1469,i124_40_3_2_2i,g100,4,1693
1470,i124_40_3_2_3i,g100,4,1694
1471,i124_40_3_3i,g101,15,1695
1472,i124_40_3_3_1i,g101,15,1696
1473,i124_40_3_3_2i,g101,15,1697
1474,i124_40_3_3_3i,g101,15,1698
1475,i124_48_1_1i,g673,1375,1699
1476,i124_48_1_3i,g674,1376,1708
1477,i124_48_1_4i,g675,1377,1715
1478,i126_72_7_12i,g678,1380,1721
1479,i126_72_7_14i,g679,1381,1731
1480,i126_72_7_18i,g680,1383,1744
1481,i126_72_7_20i,g681,1384,1755
1482,i126_72_7_6i,g676,1378,1769
1483,i126_72_7_8i,g677,1379,1779
1484,i126_99_8_5i,g682,1385,1796
1485,i127_18_4_3i,g683,1386,1799
1486,i127_18_4_4i,g684,1387,1800
1487,i127_18_4_5i,g685,1388,1801
1488,i127_18_4_6i,g686,1389,1802
1489,i128_66_5_10i,g1067,78,1803
1490,i128_66_5_10i,g1389,435,1803
1491,i128_66_5_10i,g1390,437,1803
1492,i128_66_5_11i,g1389,435,1804
1493,i128_66_5_13i,g1067,78,1806
1494,i128_66_5_13i,g1390,437,1806
1495,i128_66_5_14i,g1067,78,1808
1496,i128_66_5_14i,g1390,437,1808
1497,i128_66_5_15i,g1067,78,1810
1498,i128_66_5_15i,g1390,437,1810
1499,i128_66_5_16i,g1067,78,1812
1500,i128_66_5_16i,g1390,437,1812
1501,i128_66_5_17i,g1068,79,1814
1502,i128_66_5_17i,g1391,438,1814
1503,i128_66_5_18i,g1068,79,1816
1504,i128_66_5_18i,g1391,438,1816
1505,i128_66_5_19i,g1069,80,1818
1506,i128_66_5_19i,g1389,435,1818
1507,i128_66_5_19i,g1392,439,1818
1508,i128_66_5_20i,g1069,80,1820
1509,i128_66_5_20i,g1392,439,1820
1510,i128_66_5_21i,g1069,80,1822
1511,i128_66_5_21i,g1392,439,1822
1512,i128_66_5_22i,g1070,82,1824
1513,i128_66_5_22i,g1393,440,1824
1514,i128_66_5_23i,g1070,82,1826
1515,i128_66_5_23i,g1393,440,1826
1516,i128_66_5_24i,g1070,82,1828
1517,i128_66_5_24i,g1393,440,1828
1518,i128_66_5_25i,g1070,82,1830
1519,i128_66_5_25i,g1393,440,1830
1520,i128_66_5_26i,g1068,79,1832
1521,i128_66_5_26i,g1388,434,1832
1522,i128_66_5_26i,g1391,438,1832
1523,i128_66_5_2i,g1388,434,1833
1524,i128_66_5_3i,g1070,82,1834
1525,i128_66_5_3i,g1388,434,1834
1526,i128_66_5_3i,g1393,440,1834
1527,i128_66_5_4i,g1070,82,1835
1528,i128_66_5_4i,g1388,434,1835
1529,i128_66_5_4i,g1393,440,1835
1530,i128_66_5_5i,g1069,80,1836
1531,i128_66_5_5i,g1388,434,1836
1532,i128_66_5_5i,g1392,439,1836
1533,i128_66_5_6i,g1068,79,1837
1534,i128_66_5_6i,g1069,80,1837
1535,i128_66_5_6i,g1388,434,1837
1536,i128_66_5_6i,g1391,438,1837
1537,i128_66_5_6i,g1392,439,1837
1538,i128_66_5_7i,g1068,79,1838
1539,i128_66_5_7i,g1069,80,1838
1540,i128_66_5_7i,g1389,435,1838
1541,i128_66_5_7i,g1391,438,1838
1542,i128_66_5_7i,g1392,439,1838
1543,i128_66_5_8i,g1068,79,1839
1544,i128_66_5_8i,g1389,435,1839
1545,i128_66_5_8i,g1391,438,1839
1546,i128_66_5_9i,g1067,78,1840
1547,i128_66_5_9i,g1389,435,1840
1548,i128_66_5_9i,g1390,437,1840
1549,i129_00_0_10i,g1073,85,1841
1550,i129_00_0_10i,g1396,443,1841
1551,i129_00_0_11i,g1073,85,1843
1552,i129_00_0_11i,g1396,443,1843
1553,i129_00_0_12i,g1071,83,1845
1554,i129_00_0_12i,g1072,84,1845
1555,i129_00_0_12i,g1394,441,1845
1556,i129_00_0_12i,g1395,442,1845
1557,i129_00_0_13i,g1072,84,1846
1558,i129_00_0_13i,g1395,442,1846
1559,i129_00_0_14i,g1072,84,1848
1560,i129_00_0_14i,g1395,442,1848
1561,i129_00_0_15i,g1072,84,1850
1562,i129_00_0_15i,g1395,442,1850
1563,i129_00_0_16i,g1072,84,1852
1564,i129_00_0_16i,g1073,85,1852
1565,i129_00_0_16i,g1395,442,1852
1566,i129_00_0_16i,g1396,443,1852
1567,i129_00_0_1i,g1071,83,1853
1568,i129_00_0_1i,g1072,84,1853
1569,i129_00_0_1i,g1073,85,1853
1570,i129_00_0_1i,g1394,441,1853
1571,i129_00_0_1i,g1395,442,1853
1572,i129_00_0_1i,g1396,443,1853
1573,i129_00_0_2i,g1071,83,1854
1574,i129_00_0_2i,g1073,85,1854
1575,i129_00_0_2i,g1074,86,1854
1576,i129_00_0_2i,g1394,441,1854
1577,i129_00_0_2i,g1396,443,1854
1578,i129_00_0_2i,g1397,444,1854
1579,i129_00_0_3i,g1071,83,1855
1580,i129_00_0_3i,g1074,86,1855
1581,i129_00_0_3i,g1394,441,1855
1582,i129_00_0_3i,g1397,444,1855
1583,i129_00_0_4i,g1071,83,1856
1584,i129_00_0_4i,g1394,441,1856
1585,i129_00_0_5i,g1071,83,1858
1586,i129_00_0_5i,g1394,441,1858
1587,i129_00_0_6i,g1074,86,1860
1588,i129_00_0_6i,g1397,444,1860
1589,i129_00_0_7i,g1074,86,1862
1590,i129_00_0_7i,g1397,444,1862
1591,i129_00_0_8i,g1074,86,1864
1592,i129_00_0_8i,g1397,444,1864
1593,i129_00_0_9i,g1073,85,1866
1594,i129_00_0_9i,g1074,86,1866
1595,i129_00_0_9i,g1396,443,1866
1596,i129_00_0_9i,g1397,444,1866
1597,i131_11_3_10i,g582,1274,1867
1598,i131_11_3_11i,g582,1274,1868
1599,i131_11_3_12i,g288,947,1869
1600,i131_11_3_12i,g582,1274,1869
1601,i131_11_3_13i,g288,947,1870
1602,i131_11_3_13_1i,g288,947,1871
1603,i131_11_3_13_2i,g288,947,1872
1604,i131_11_3_13_3i,g288,947,1873
1605,i131_11_3_14i,g1075,87,1874
1606,i131_11_3_14i,g1398,445,1874
1607,i131_11_3_1i,g581,1273,1876
1608,i131_11_3_2i,g581,1273,1877
1609,i131_11_3_3i,g287,946,1878
1610,i131_11_3_3i,g581,1273,1878
1611,i131_11_3_4i,g287,946,1879
1612,i131_11_3_4_1i,g287,946,1880
1613,i131_11_3_4_2i,g287,946,1881
1614,i131_11_3_4_3i,g287,946,1882
1615,i131_11_3_5i,g1075,87,1883
1616,i131_11_3_5i,g1398,445,1883
1617,i131_11_3_6i,g1075,87,1884
1618,i131_11_3_6i,g1398,445,1884
1619,i131_11_3_7i,g1075,87,1885
1620,i131_11_3_7i,g1398,445,1885
1621,i131_11_3_8i,g1075,87,1887
1622,i131_11_3_8i,g1398,445,1887
1623,i131_11_3_9i,g1075,87,1889
1624,i131_11_3_9i,g1398,445,1889
1625,i132_64_9_10i,g1076,88,1891
1626,i132_64_9_10i,g1400,449,1891
1627,i132_64_9_11i,g1076,88,1893
1628,i132_64_9_11i,g1400,449,1893
1629,i132_64_9_12i,g1076,88,1895
1630,i132_64_9_12i,g1400,449,1895
1631,i132_64_9_13i,g1076,88,1897
1632,i132_64_9_13i,g1400,449,1897
1633,i132_64_9_1i,g1644,719,1899
1634,i132_64_9_1i,g1693,773,1899
1635,i132_64_9_2i,g1076,88,1900
1636,i132_64_9_2i,g1400,449,1900
1637,i132_64_9_2i,g1644,719,1900
1638,i132_64_9_2i,g1693,773,1900
1639,i132_64_9_3i,g1076,88,1901
1640,i132_64_9_3i,g1400,449,1901
1641,i132_64_9_3i,g1644,719,1901
1642,i132_64_9_3i,g1693,773,1901
1643,i132_64_9_4i,g1399,446,1902
1644,i132_64_9_4i,g1644,719,1902
1645,i132_64_9_4i,g1693,773,1902
1646,i132_64_9_5i,g1399,446,1903
1647,i132_64_9_5i,g1644,719,1903
1648,i132_64_9_5i,g1693,773,1903
1649,i132_64_9_6i,g1399,446,1904
1650,i132_64_9_7i,g1399,446,1906
1651,i132_64_9_8i,g1399,446,1908
1652,i132_64_9_9i,g1399,446,1910
1653,i1338_23_4_10i,g454,1132,1912
1654,i1338_23_4_11i,g454,1132,1913
1655,i1338_23_4_12i,g103,37,1914
1656,i1338_23_4_12_1i,g103,37,1915
1657,i1338_23_4_12_2i,g103,37,1916
1658,i1338_23_4_12_3i,g103,37,1917
1659,i1338_23_4_1i,g102,26,1918
1660,i1338_23_4_1_1i,g102,26,1919
1661,i1338_23_4_1_2i,g102,26,1920
1662,i1338_23_4_1_3i,g102,26,1921
1663,i1338_23_4_2i,g453,1131,1922
1664,i1338_23_4_3i,g453,1131,1923
1665,i133_06_2_10i,g611,1307,1938
1666,i133_06_2_11i,g1288,323,1939
1667,i133_06_2_11i,g1401,450,1939
1668,i133_06_2_11i,g1673,751,1939
1669,i133_06_2_11i,g1694,774,1939
1670,i133_06_2_12i,g1288,323,1941
1671,i133_06_2_12i,g1401,450,1941
1672,i133_06_2_13i,g1288,323,1944
1673,i133_06_2_13i,g1401,450,1944
1674,i133_06_2_14i,g1288,323,1946
1675,i133_06_2_14i,g1401,450,1946
1676,i133_06_2_15i,g1288,323,1948
1677,i133_06_2_15i,g1401,450,1948
1678,i133_06_2_16i,g1288,323,1951
1679,i133_06_2_16i,g1401,450,1951
1680,i133_06_2_16i,g1673,751,1951
1681,i133_06_2_16i,g1694,774,1951
1682,i133_06_2_1i,g610,1306,1953
1683,i133_06_2_2i,g1673,751,1954
1684,i133_06_2_2i,g1694,774,1954
1685,i133_06_2_2i,g610,1306,1954
1686,i133_06_2_3i,g1673,751,1955
1687,i133_06_2_3i,g1694,774,1955
1688,i133_06_2_3i,g341,1007,1955
1689,i133_06_2_3i,g610,1306,1955
1690,i133_06_2_3i,g611,1307,1955
1691,i133_06_2_6i,g687,1390,1958
1692,i133_06_2_7i,g688,1391,1959
1693,i133_06_2_8i,g689,1392,1960
1694,i133_06_2_9i,g1673,751,1961
1695,i133_06_2_9i,g1694,774,1961
1696,i133_06_2_9i,g611,1307,1961
1697,i134_32_7_10i,g1077,89,1962
1698,i134_32_7_10i,g1402,451,1962
1699,i134_32_7_11i,g1078,90,1964
1700,i134_32_7_11i,g1403,452,1964
1701,i134_32_7_1i,g1077,89,1966
1702,i134_32_7_1i,g1078,90,1966
1703,i134_32_7_1i,g1402,451,1966
1704,i134_32_7_1i,g1403,452,1966
1705,i134_32_7_2i,g1077,89,1967
1706,i134_32_7_2i,g1078,90,1967
1707,i134_32_7_2i,g1402,451,1967
1708,i134_32_7_2i,g1403,452,1967
1709,i134_32_7_3i,g1078,90,1968
1710,i134_32_7_3i,g1403,452,1968
1711,i134_32_7_4i,g342,1008,1969
1712,i134_32_7_4_1i,g342,1008,1970
1713,i134_32_7_4_2i,g342,1008,1971
1714,i134_32_7_5i,g1078,90,1972
1715,i134_32_7_5i,g1403,452,1972
1716,i134_32_7_6i,g1078,90,1974
1717,i134_32_7_6i,g1403,452,1974
1718,i134_32_7_7i,g1077,89,1976
1719,i134_32_7_7i,g1402,451,1976
1720,i134_32_7_8i,g1077,89,1978
1721,i134_32_7_8i,g1402,451,1978
1722,i134_32_7_9i,g1077,89,1980
1723,i134_32_7_9i,g1402,451,1980
1724,i135_20_6_10i,g1079,91,1982
1725,i135_20_6_10i,g1404,453,1982
1726,i135_20_6_11i,g1079,91,1984
1727,i135_20_6_11i,g1404,453,1984
1728,i135_20_6_1i,g343,1009,1986
1729,i135_20_6_1_1i,g343,1009,1987
1730,i135_20_6_1_2i,g343,1009,1988
1731,i135_20_6_3i,g344,1010,1990
1732,i135_20_6_6i,g1079,91,1993
1733,i135_20_6_6i,g1404,453,1993
1734,i135_20_6_7i,g1079,91,1994
1735,i135_20_6_7i,g1404,453,1994
1736,i135_20_6_8i,g1079,91,1996
1737,i135_20_6_8i,g1404,453,1996
1738,i135_20_6_9i,g1079,91,1998
1739,i135_20_6_9i,g1404,453,1998
1740,i139_13_9_11i,g556,1245,2003
1741,i139_13_9_12i,g556,1245,2004
1742,i139_13_9_13i,g556,1245,2005
1743,i139_13_9_13_1i,g556,1245,2006
1744,i139_13_9_1i,g554,1243,2007
1745,i139_13_9_2i,g554,1243,2008
1746,i139_13_9_3i,g554,1243,2009
1747,i139_13_9_3_1i,g554,1243,2010
1748,i139_13_9_5i,g345,1011,2014
1749,i139_13_9_7i,g555,1244,2018
1750,i139_13_9_8i,g555,1244,2019
1751,i139_13_9_9i,g555,1244,2020
1752,i139_13_9_9_1i,g555,1244,2021
1753,i139_65_1_10i,g1081,94,2022
1754,i139_65_1_10i,g1406,455,2022
1755,i139_65_1_11i,g1081,94,2024
1756,i139_65_1_11i,g1406,455,2024
1757,i139_65_1_12i,g1081,94,2026
1758,i139_65_1_12i,g1406,455,2026
1759,i139_65_1_13i,g347,1013,2027
1760,i139_65_1_13_1i,g347,1013,2028
1761,i139_65_1_13_2i,g347,1013,2029
1762,i139_65_1_14i,g1081,94,2030
1763,i139_65_1_14i,g1406,455,2030
1764,i139_65_1_15i,g1081,94,2032
1765,i139_65_1_15i,g1406,455,2032
1766,i139_65_1_1i,g491,1173,2034
1767,i139_65_1_2i,g1080,93,2035
1768,i139_65_1_2i,g1405,454,2035
1769,i139_65_1_3i,g1080,93,2036
1770,i139_65_1_3i,g1405,454,2036
1771,i139_65_1_4i,g1080,93,2038
1772,i139_65_1_4i,g1405,454,2038
1773,i139_65_1_5i,g1080,93,2040
1774,i139_65_1_5i,g1405,454,2040
1775,i139_65_1_6i,g346,1012,2041
1776,i139_65_1_6_1i,g346,1012,2042
1777,i139_65_1_6_2i,g346,1012,2043
1778,i139_65_1_7i,g1080,93,2044
1779,i139_65_1_7i,g1405,454,2044
1780,i139_65_1_8i,g1080,93,2046
1781,i139_65_1_8i,g1405,454,2046
1782,i139_65_1_9i,g1081,94,2048
1783,i139_65_1_9i,g1406,455,2048
1784,i140_88_5_1i,g583,1275,2049
1785,i140_88_5_2i,g583,1275,2050
1786,i140_88_5_3i,g583,1275,2051
1787,i140_88_5_5i,g104,48,2055
1788,i140_88_5_5_1i,g104,48,2056
1789,i140_88_5_5_2i,g104,48,2057
1790,i140_88_5_5_3i,g104,48,2058
1791,i141_32_2_1i,g584,1276,2064
1792,i141_32_2_2i,g584,1276,2065
1793,i141_32_2_3i,g584,1276,2066
1794,i141_32_2_7i,g105,59,2076
1795,i141_32_2_7_1i,g105,59,2077
1796,i141_32_2_7_2i,g105,59,2078
1797,i141_32_2_7_3i,g105,59,2079
1798,i141_78_6_1i,g585,1277,2085
1799,i141_78_6_2i,g585,1277,2086
1800,i141_78_6_3i,g585,1277,2087
1801,i141_78_6_5i,g106,70,2091
1802,i141_78_6_5_1i,g106,70,2092
1803,i141_78_6_5_2i,g106,70,2093
1804,i141_78_6_5_3i,g106,70,2094
1805,i141_78_6_6i,g107,81,2095
1806,i141_78_6_6_1i,g107,81,2096
1807,i141_78_6_6_2i,g107,81,2097
1808,i141_78_6_6_3i,g107,81,2098
1809,i143_50_0_10i,g1651,727,2099
1810,i143_50_0_10i,g1652,728,2099
1811,i143_50_0_10i,g1695,775,2099
1812,i143_50_0_10i,g1696,776,2099
1813,i143_50_0_12i,g1289,324,2101
1814,i143_50_0_12i,g1290,326,2101
1815,i143_50_0_12i,g1407,456,2101
1816,i143_50_0_12i,g1408,457,2101
1817,i143_50_0_12i,g1651,727,2101
1818,i143_50_0_12i,g1652,728,2101
1819,i143_50_0_12i,g1695,775,2101
1820,i143_50_0_12i,g1696,776,2101
1821,i143_50_0_13i,g695,1399,2102
1822,i143_50_0_14i,g1289,324,2103
1823,i143_50_0_14i,g1290,326,2103
1824,i143_50_0_14i,g1291,327,2103
1825,i143_50_0_14i,g1292,328,2103
1826,i143_50_0_14i,g1407,456,2103
1827,i143_50_0_14i,g1408,457,2103
1828,i143_50_0_14i,g1409,458,2103
1829,i143_50_0_14i,g1410,460,2103
1830,i143_50_0_14i,g1652,728,2103
1831,i143_50_0_14i,g1653,729,2103
1832,i143_50_0_14i,g1696,776,2103
1833,i143_50_0_14i,g1697,777,2103
1834,i143_50_0_15i,g696,1400,2104
1835,i143_50_0_16i,g1291,327,2105
1836,i143_50_0_16i,g1292,328,2105
1837,i143_50_0_16i,g1409,458,2105
1838,i143_50_0_16i,g1410,460,2105
1839,i143_50_0_16i,g1653,729,2105
1840,i143_50_0_16i,g1654,730,2105
1841,i143_50_0_16i,g1697,777,2105
1842,i143_50_0_16i,g1698,778,2105
1843,i143_50_0_17i,g697,1401,2106
1844,i143_50_0_18i,g1289,324,2107
1845,i143_50_0_18i,g1290,326,2107
1846,i143_50_0_18i,g1291,327,2107
1847,i143_50_0_18i,g1292,328,2107
1848,i143_50_0_18i,g1407,456,2107
1849,i143_50_0_18i,g1408,457,2107
1850,i143_50_0_18i,g1409,458,2107
1851,i143_50_0_18i,g1410,460,2107
1852,i143_50_0_18i,g1651,727,2107
1853,i143_50_0_18i,g1654,730,2107
1854,i143_50_0_18i,g1695,775,2107
1855,i143_50_0_18i,g1698,778,2107
1856,i143_50_0_19i,g698,1402,2108
1857,i143_50_0_1i,g690,1394,2109
1858,i143_50_0_20i,g1289,324,2110
1859,i143_50_0_20i,g1290,326,2110
1860,i143_50_0_20i,g1291,327,2110
1861,i143_50_0_20i,g1292,328,2110
1862,i143_50_0_20i,g1407,456,2110
1863,i143_50_0_20i,g1408,457,2110
1864,i143_50_0_20i,g1409,458,2110
1865,i143_50_0_20i,g1410,460,2110
1866,i143_50_0_20i,g1651,727,2110
1867,i143_50_0_20i,g1654,730,2110
1868,i143_50_0_20i,g1695,775,2110
1869,i143_50_0_20i,g1698,778,2110
1870,i143_50_0_21i,g699,1403,2111
1871,i143_50_0_2i,g1653,729,2112
1872,i143_50_0_2i,g1654,730,2112
1873,i143_50_0_2i,g1697,777,2112
1874,i143_50_0_2i,g1698,778,2112
1875,i143_50_0_3i,g691,1395,2113
1876,i143_50_0_4i,g1290,326,2114
1877,i143_50_0_4i,g1292,328,2114
1878,i143_50_0_4i,g1407,456,2114
1879,i143_50_0_4i,g1410,460,2114
1880,i143_50_0_4i,g1653,729,2114
1881,i143_50_0_4i,g1654,730,2114
1882,i143_50_0_4i,g1697,777,2114
1883,i143_50_0_4i,g1698,778,2114
1884,i143_50_0_5i,g692,1396,2115
1885,i143_50_0_6i,g1289,324,2116
1886,i143_50_0_6i,g1290,326,2116
1887,i143_50_0_6i,g1291,327,2116
1888,i143_50_0_6i,g1292,328,2116
1889,i143_50_0_6i,g1407,456,2116
1890,i143_50_0_6i,g1408,457,2116
1891,i143_50_0_6i,g1409,458,2116
1892,i143_50_0_6i,g1410,460,2116
1893,i143_50_0_6i,g1652,728,2116
1894,i143_50_0_6i,g1653,729,2116
1895,i143_50_0_6i,g1696,776,2116
1896,i143_50_0_6i,g1697,777,2116
1897,i143_50_0_7i,g693,1397,2117
1898,i143_50_0_8i,g1289,324,2118
1899,i143_50_0_8i,g1291,327,2118
1900,i143_50_0_8i,g1408,457,2118
1901,i143_50_0_8i,g1409,458,2118
1902,i143_50_0_8i,g1651,727,2118
1903,i143_50_0_8i,g1652,728,2118
1904,i143_50_0_8i,g1695,775,2118
1905,i143_50_0_8i,g1696,776,2118
1906,i143_50_0_9i,g694,1398,2119
1907,i1464_53_5_1i,g989,1725,2120
1908,i1464_53_5_2i,g989,1725,2121
1909,i1464_53_5_3i,g990,1727,2123
1910,i1464_53_5_4i,g990,1727,2125
1911,i1464_53_5_5i,g990,1727,2126
1912,i1464_53_5_6i,g989,1725,2129
1913,i148_82_3_10i,g349,1015,2132
1914,i148_82_3_13i,g700,1406,2139
1915,i148_82_3_16i,g701,1407,2146
1916,i148_82_3_17i,g557,1246,2147
1917,i148_82_3_18i,g557,1246,2148
1918,i148_82_3_18_1i,g557,1246,2149
1919,i148_82_3_19i,g557,1246,2150
1920,i148_82_3_1i,g348,1014,2151
1921,i148_82_3_1_1i,g348,1014,2152
1922,i148_82_3_1_2i,g348,1014,2153
1923,i148_82_3_4i,g1082,95,2159
1924,i148_82_3_4i,g1411,461,2159
1925,i148_82_3_5i,g1082,95,2160
1926,i148_82_3_5i,g1411,461,2160
1927,i148_82_3_6i,g1082,95,2162
1928,i148_82_3_6i,g1411,461,2162
1929,i148_82_3_7i,g1082,95,2164
1930,i148_82_3_7i,g1411,461,2164
1931,i148_82_3_8i,g1082,95,2165
1932,i148_82_3_8i,g1411,461,2165
1933,i148_82_3_9i,g1082,95,2167
1934,i148_82_3_9i,g1411,461,2167
1935,i151_56_4_1i,g350,1017,2169
1936,i151_56_4_1_1i,g350,1017,2170
1937,i156_10_5_10i,g1083,96,2177
1938,i156_10_5_10i,g1412,462,2177
1939,i156_10_5_11i,g1083,96,2179
1940,i156_10_5_11i,g1412,462,2179
1941,i156_10_5_12i,g1083,96,2181
1942,i156_10_5_12i,g1412,462,2181
1943,i156_10_5_13i,g1083,96,2183
1944,i156_10_5_13i,g1412,462,2183
1945,i156_10_5_14i,g1084,97,2185
1946,i156_10_5_14i,g1413,463,2185
1947,i156_10_5_15i,g1084,97,2187
1948,i156_10_5_15i,g1413,463,2187
1949,i156_10_5_3i,g1084,97,2191
1950,i156_10_5_3i,g1413,463,2191
1951,i156_10_5_4i,g1084,97,2192
1952,i156_10_5_4i,g1413,463,2192
1953,i156_10_5_5i,g1084,97,2194
1954,i156_10_5_5i,g1413,463,2194
1955,i156_10_5_6i,g1084,97,2196
1956,i156_10_5_6i,g1413,463,2196
1957,i156_10_5_7i,g351,1018,2197
1958,i156_10_5_7_1i,g351,1018,2198
1959,i156_10_5_8i,g1083,96,2199
1960,i156_10_5_8i,g1412,462,2199
1961,i156_10_5_9i,g1083,96,2200
1962,i156_10_5_9i,g1412,462,2200
1963,i1615_80_1_1i,g108,92,2206
1964,i1615_80_1_1_1i,g108,92,2207
1965,i1615_80_1_1_2i,g108,92,2208
1966,i1615_80_1_1_3i,g108,92,2209
1967,i1615_80_1_3i,g352,1019,2213
1968,i1615_80_1_3_1i,g352,1019,2214
1969,i1615_80_1_4i,g353,1020,2215
1970,i1615_80_1_4_1i,g353,1020,2216
1971,i1615_80_1_6i,g109,103,2220
1972,i1615_80_1_6_1i,g109,103,2221
1973,i1615_80_1_6_2i,g109,103,2222
1974,i1615_80_1_6_3i,g109,103,2223
1975,i1634_04_4_1i,g289,948,2224
1976,i1634_04_4_1i,g476,1156,2224
1977,i1634_04_4_3i,g110,115,2226
1978,i1634_04_4_3_1i,g110,115,2227
1979,i1634_04_4_3_2i,g110,115,2228
1980,i1634_04_4_3_3i,g110,115,2229
1981,i1634_04_4_4i,g111,126,2230
1982,i1634_04_4_4_1i,g111,126,2231
1983,i1634_04_4_4_2i,g111,126,2232
1984,i1634_04_4_4_3i,g111,126,2233
1985,i1634_04_4_5i,g112,137,2234
1986,i1634_04_4_5_1i,g112,137,2235
1987,i1634_04_4_5_2i,g112,137,2236
1988,i1634_04_4_5_3i,g112,137,2237
1989,i1634_04_4_6i,g289,948,2238
1990,i1634_04_4_6_1i,g289,948,2239
1991,i1634_04_4_6_2i,g289,948,2240
1992,i1634_04_4_6_3i,g289,948,2241
1993,i1689_99_2_10i,g1085,98,2242
1994,i1689_99_2_10i,g1414,464,2242
1995,i1689_99_2_11i,g908,1636,2244
1996,i1689_99_2_12i,g1085,98,2251
1997,i1689_99_2_12i,g1414,464,2251
1998,i1689_99_2_13i,g909,1637,2252
1999,i1689_99_2_1i,g586,1278,2277
2000,i1689_99_2_20i,g113,148,2278
2001,i1689_99_2_20_1i,g113,148,2279
2002,i1689_99_2_20_2i,g113,148,2280
2003,i1689_99_2_20_3i,g113,148,2281
2004,i1689_99_2_2i,g586,1278,2282
2005,i1689_99_2_3i,g586,1278,2283
2006,i1689_99_2_4i,g1085,98,2284
2007,i1689_99_2_4i,g1414,464,2284
2008,i1689_99_2_5i,g1085,98,2285
2009,i1689_99_2_5i,g1414,464,2285
2010,i1689_99_2_6i,g1085,98,2286
2011,i1689_99_2_6i,g1414,464,2286
2012,i1689_99_2_7i,g1085,98,2288
2013,i1689_99_2_7i,g1414,464,2288
2014,i1746_01_6_10i,g1086,99,2291
2015,i1746_01_6_10i,g1415,465,2291
2016,i1746_01_6_11i,g912,1641,2292
2017,i1746_01_6_12i,g1086,99,2293
2018,i1746_01_6_12i,g1415,465,2293
2019,i1746_01_6_13i,g1086,99,2295
2020,i1746_01_6_13i,g1415,465,2295
2021,i1746_01_6_13i,g1416,466,2295
2022,i1746_01_6_14i,g1416,466,2296
2023,i1746_01_6_15i,g1087,100,2297
2024,i1746_01_6_15i,g1416,466,2297
2025,i1746_01_6_15i,g1417,467,2297
2026,i1746_01_6_16i,g1087,100,2298
2027,i1746_01_6_16i,g1417,467,2298
2028,i1746_01_6_17i,g1087,100,2300
2029,i1746_01_6_17i,g1417,467,2300
2030,i1746_01_6_18i,g913,1642,2301
2031,i1746_01_6_1i,g910,1639,2302
2032,i1746_01_6_2i,g1087,100,2303
2033,i1746_01_6_2i,g1417,467,2303
2034,i1746_01_6_3i,g1087,100,2304
2035,i1746_01_6_3i,g1417,467,2304
2036,i1746_01_6_4i,g1087,100,2306
2037,i1746_01_6_4i,g1416,466,2306
2038,i1746_01_6_4i,g1417,467,2306
2039,i1746_01_6_5i,g1416,466,2307
2040,i1746_01_6_6i,g1086,99,2308
2041,i1746_01_6_6i,g1415,465,2308
2042,i1746_01_6_6i,g1416,466,2308
2043,i1746_01_6_7i,g1086,99,2309
2044,i1746_01_6_7i,g1415,465,2309
2045,i1746_01_6_8i,g1086,99,2311
2046,i1746_01_6_8i,g1415,465,2311
2047,i1746_01_6_9i,g911,1640,2312
2048,i1861_32_1_10i,g1088,101,2313
2049,i1861_32_1_10i,g1418,468,2313
2050,i1861_32_1_11i,g588,1280,2314
2051,i1861_32_1_12i,g588,1280,2315
2052,i1861_32_1_13i,g291,951,2316
2053,i1861_32_1_13i,g588,1280,2316
2054,i1861_32_1_14i,g291,951,2317
2055,i1861_32_1_14_1i,g291,951,2318
2056,i1861_32_1_14_2i,g291,951,2319
2057,i1861_32_1_14_3i,g291,951,2320
2058,i1861_32_1_15i,g1088,101,2321
2059,i1861_32_1_15i,g1418,468,2321
2060,i1861_32_1_16i,g916,1645,2322
2061,i1861_32_1_17i,g1088,101,2323
2062,i1861_32_1_17i,g1418,468,2323
2063,i1861_32_1_18i,g917,1646,2324
2064,i1861_32_1_1i,g290,950,2325
2065,i1861_32_1_1_1i,g290,950,2326
2066,i1861_32_1_1_2i,g290,950,2327
2067,i1861_32_1_1_3i,g290,950,2328
2068,i1861_32_1_2i,g290,950,2329
2069,i1861_32_1_2i,g587,1279,2329
2070,i1861_32_1_3i,g587,1279,2330
2071,i1861_32_1_4i,g587,1279,2331
2072,i1861_32_1_5i,g1088,101,2332
2073,i1861_32_1_5i,g1418,468,2332
2074,i1861_32_1_6i,g1088,101,2333
2075,i1861_32_1_6i,g1418,468,2333
2076,i1861_32_1_7i,g914,1643,2334
2077,i1861_32_1_8i,g1088,101,2335
2078,i1861_32_1_8i,g1418,468,2335
2079,i1861_32_1_9i,g915,1644,2336
2080,i1861_40_1_10i,g1089,102,2337
