id,city,county,region,review
64,hayward,alameda county,bay area,2.7
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.8
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,3.0
64,hayward,alameda county,bay area,2.5
64,hayward,alameda county,bay area,2.4
64,hayward,alameda county,bay area,2.3
64,hayward,alameda county,bay area,2.7
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.3
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,3.6
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.6
64,hayward,alameda county,bay area,3.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.3
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.3
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.5
64,hayward,alameda county,bay area,1.7
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,3.1
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.6
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.7
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.7
64,hayward,alameda county,bay area,3.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.8
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.7
64,hayward,alameda county,bay area,3.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.3
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,3.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,3.7
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,3.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,3.2
64,hayward,alameda county,bay area,2.9
64,hayward,alameda county,bay area,2.3
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.6
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,3.5
64,hayward,alameda county,bay area,2.3
64,hayward,alameda county,bay area,2.7
64,hayward,alameda county,bay area,2.7
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.4
64,hayward,alameda county,bay area,3.3
64,hayward,alameda county,bay area,3.6
64,hayward,alameda county,bay area,3.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.8
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.3
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.3
64,hayward,alameda county,bay area,2.7
64,hayward,alameda county,bay area,2.7
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,1.7
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,3.3
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,3.3
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.3
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,1.7
64,hayward,alameda county,bay area,2.0
64,hayward,alameda county,bay area,3.2
64,hayward,alameda county,bay area,2.5
64,hayward,alameda county,bay area,3.0
65,healdsburg,sonoma county,bay area,2.0
65,healdsburg,sonoma county,bay area,2.0
65,healdsburg,sonoma county,bay area,2.0
65,healdsburg,sonoma county,bay area,2.0
65,healdsburg,sonoma county,bay area,3.0
65,healdsburg,sonoma county,bay area,3.0
65,healdsburg,sonoma county,bay area,3.0
65,healdsburg,sonoma county,bay area,2.0
66,hercules,contra costa county,bay area,2.0
66,hercules,contra costa county,bay area,2.0
66,hercules,contra costa county,bay area,2.0
66,hercules,contra costa county,bay area,2.0
66,hercules,contra costa county,bay area,2.0
66,hercules,contra costa county,bay area,2.0
66,hercules,contra costa county,bay area,2.0
66,hercules,contra costa county,bay area,2.0
66,hercules,contra costa county,bay area,2.0
66,hercules,contra costa county,bay area,2.0
66,hercules,contra costa county,bay area,2.0
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,2.7
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,2.3
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,2.7
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,2.3
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,3.0
67,hollister,san benito county,northern california,2.0
67,hollister,san benito county,northern california,2.8
68,inverness,marin county,bay area,3.5
68,inverness,marin county,bay area,2.0
70,kensington,unknown,bay area,2.3
70,kensington,unknown,bay area,2.3
70,kensington,unknown,bay area,2.0
71,kenwood,sonoma county,bay area,3.0
71,kenwood,sonoma county,bay area,3.3
71,kenwood,sonoma county,bay area,3.3
71,kenwood,sonoma county,bay area,3.0
71,kenwood,sonoma county,bay area,3.0
71,kenwood,sonoma county,bay area,2.3
72,la honda,san mateo county,bay area,2.0
72,la honda,san mateo county,bay area,2.3
73,lafayette,contra costa county,bay area,2.8
73,lafayette,contra costa county,bay area,2.0
73,lafayette,contra costa county,bay area,2.0
73,lafayette,contra costa county,bay area,3.3
73,lafayette,contra costa county,bay area,1.7
73,lafayette,contra costa county,bay area,2.0
73,lafayette,contra costa county,bay area,2.0
73,lafayette,contra costa county,bay area,2.0
73,lafayette,contra costa county,bay area,2.0
73,lafayette,contra costa county,bay area,2.0
73,lafayette,contra costa county,bay area,2.0
73,lafayette,contra costa county,bay area,2.0
73,lafayette,contra costa county,bay area,2.0
73,lafayette,contra costa county,bay area,2.6
73,lafayette,contra costa county,bay area,2.0
73,lafayette,contra costa county,bay area,2.3
73,lafayette,contra costa county,bay area,2.5
73,lafayette,contra costa county,bay area,2.5
73,lafayette,contra costa county,bay area,2.0
73,lafayette,contra costa county,bay area,3.0
73,lafayette,contra costa county,bay area,2.3
73,lafayette,contra costa county,bay area,3.0
73,lafayette,contra costa county,bay area,2.5
73,lafayette,contra costa county,bay area,2.0
73,lafayette,contra costa county,bay area,3.2
73,lafayette,contra costa county,bay area,3.2
73,lafayette,contra costa county,bay area,2.0
73,lafayette,contra costa county,bay area,2.0
73,lafayette,contra costa county,bay area,2.0
73,lafayette,contra costa county,bay area,2.3
73,lafayette,contra costa county,bay area,2.0
73,lafayette,contra costa county,bay area,2.3
73,lafayette,contra costa county,bay area,2.9
73,lafayette,contra costa county,bay area,2.5
73,lafayette,contra costa county,bay area,2.0
73,lafayette,contra costa county,bay area,2.6
73,lafayette,contra costa county,bay area,2.0
73,lafayette,contra costa county,bay area,2.0
73,lafayette,contra costa county,bay area,2.0
73,lafayette,contra costa county,bay area,2.0
73,lafayette,contra costa county,bay area,2.8
73,lafayette,contra costa county,bay area,2.0
73,lafayette,contra costa county,bay area,2.0
74,larkspur,marin county,bay area,2.7
74,larkspur,marin county,bay area,3.8
74,larkspur,marin county,bay area,2.7
74,larkspur,marin county,bay area,2.7
74,larkspur,marin county,bay area,2.0
75,livermore,alameda county,bay area,2.3
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.3
75,livermore,alameda county,bay area,2.8
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.5
75,livermore,alameda county,bay area,3.3
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.7
75,livermore,alameda county,bay area,2.8
75,livermore,alameda county,bay area,2.5
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.7
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.8
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,3.0
75,livermore,alameda county,bay area,2.6
75,livermore,alameda county,bay area,2.5
75,livermore,alameda county,bay area,2.9
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.3
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,3.2
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.7
75,livermore,alameda county,bay area,2.7
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,3.5
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.7
75,livermore,alameda county,bay area,3.7
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.6
75,livermore,alameda county,bay area,3.3
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,3.0
75,livermore,alameda county,bay area,3.0
75,livermore,alameda county,bay area,2.3
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.7
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.3
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,3.0
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,1.7
75,livermore,alameda county,bay area,3.4
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,2.0
75,livermore,alameda county,bay area,3.4
75,livermore,alameda county,bay area,4.0
76,los altos,santa clara county,bay area,2.0
76,los altos,santa clara county,bay area,2.4
76,los altos,santa clara county,bay area,3.6
76,los altos,santa clara county,bay area,3.4
76,los altos,santa clara county,bay area,2.0
76,los altos,santa clara county,bay area,2.0
76,los altos,santa clara county,bay area,2.0
76,los altos,santa clara county,bay area,2.8
76,los altos,santa clara county,bay area,2.0
76,los altos,santa clara county,bay area,2.0
76,los altos,santa clara county,bay area,2.0
76,los altos,santa clara county,bay area,2.0
76,los altos,santa clara county,bay area,2.0
76,los altos,santa clara county,bay area,2.8
76,los altos,santa clara county,bay area,2.0
76,los altos,santa clara county,bay area,2.0
76,los altos,santa clara county,bay area,2.2
76,los altos,santa clara county,bay area,2.4
76,los altos,santa clara county,bay area,3.0
76,los altos,santa clara county,bay area,3.0
76,los altos,santa clara county,bay area,3.7
76,los altos,santa clara county,bay area,2.7
76,los altos,santa clara county,bay area,3.3
76,los altos,santa clara county,bay area,2.5
76,los altos,santa clara county,bay area,2.0
76,los altos,santa clara county,bay area,2.0
76,los altos,santa clara county,bay area,2.0
76,los altos,santa clara county,bay area,3.0
76,los altos,santa clara county,bay area,2.0
76,los altos,santa clara county,bay area,2.0
76,los altos,santa clara county,bay area,2.3
76,los altos,santa clara county,bay area,2.6
76,los altos,santa clara county,bay area,2.0
76,los altos,santa clara county,bay area,3.2
76,los altos,santa clara county,bay area,2.7
76,los altos,santa clara county,bay area,3.3
76,los altos,santa clara county,bay area,3.7
76,los altos,santa clara county,bay area,2.0
76,los altos,santa clara county,bay area,1.7
76,los altos,santa clara county,bay area,2.5
76,los altos,santa clara county,bay area,2.6
76,los altos,santa clara county,bay area,2.8
76,los altos,santa clara county,bay area,2.0
76,los altos,santa clara county,bay area,3.0
76,los altos,santa clara county,bay area,2.0
76,los altos,santa clara county,bay area,2.7
76,los altos,santa clara county,bay area,2.6
76,los altos,santa clara county,bay area,3.4
76,los altos,santa clara county,bay area,2.8
77,los gatos,santa clara county,bay area,3.3
77,los gatos,santa clara county,bay area,1.7
77,los gatos,santa clara county,bay area,2.3
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,3.0
77,los gatos,santa clara county,bay area,3.1
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.7
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.7
77,los gatos,santa clara county,bay area,2.7
77,los gatos,santa clara county,bay area,3.5
77,los gatos,santa clara county,bay area,3.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,3.4
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.3
77,los gatos,santa clara county,bay area,3.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,3.6
77,los gatos,santa clara county,bay area,2.7
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.3
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,1.8
77,los gatos,santa clara county,bay area,2.7
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,3.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,1.7
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.3
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.7
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,4.3
77,los gatos,santa clara county,bay area,2.7
77,los gatos,santa clara county,bay area,3.3
77,los gatos,santa clara county,bay area,2.3
77,los gatos,santa clara county,bay area,3.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,3.6
77,los gatos,santa clara county,bay area,2.7
77,los gatos,santa clara county,bay area,3.4
77,los gatos,santa clara county,bay area,2.7
77,los gatos,santa clara county,bay area,2.3
77,los gatos,santa clara county,bay area,3.0
77,los gatos,santa clara county,bay area,3.4
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,1.7
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,3.8
77,los gatos,santa clara county,bay area,2.8
77,los gatos,santa clara county,bay area,2.5
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,3.3
77,los gatos,santa clara county,bay area,2.7
77,los gatos,santa clara county,bay area,3.0
77,los gatos,santa clara county,bay area,2.7
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.0
77,los gatos,santa clara county,bay area,2.0
78,mammoth lakes,unknown,yosemite and mono lake area,2.0
78,mammoth lakes,unknown,yosemite and mono lake area,2.7
80,marietta,unknown,unknown,2.0
81,marina,monterey county,monterey,2.7
82,martinez,contra costa county,bay area,1.8
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.8
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,3.6
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.3
82,martinez,contra costa county,bay area,2.3
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.5
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.3
82,martinez,contra costa county,bay area,2.5
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.3
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.3
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.5
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,1.7
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.7
82,martinez,contra costa county,bay area,1.7
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.7
82,martinez,contra costa county,bay area,2.3
82,martinez,contra costa county,bay area,2.0
82,martinez,contra costa county,bay area,2.5
83,menlo park,san mateo county,bay area,2.7
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,3.0
83,menlo park,san mateo county,bay area,2.8
83,menlo park,san mateo county,bay area,1.7
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,3.2
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,3.7
83,menlo park,san mateo county,bay area,2.3
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,3.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,3.7
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,3.1
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,3.0
83,menlo park,san mateo county,bay area,2.3
83,menlo park,san mateo county,bay area,2.7
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.3
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,3.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,3.7
83,menlo park,san mateo county,bay area,2.8
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.7
83,menlo park,san mateo county,bay area,3.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.8
83,menlo park,san mateo county,bay area,3.3
83,menlo park,san mateo county,bay area,3.6
83,menlo park,san mateo county,bay area,2.8
83,menlo park,san mateo county,bay area,2.6
83,menlo park,san mateo county,bay area,2.4
83,menlo park,san mateo county,bay area,3.9
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.8
83,menlo park,san mateo county,bay area,2.8
83,menlo park,san mateo county,bay area,2.7
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,3.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.4
83,menlo park,san mateo county,bay area,3.0
83,menlo park,san mateo county,bay area,2.5
83,menlo park,san mateo county,bay area,3.4
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,3.4
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,3.1
83,menlo park,san mateo county,bay area,2.5
83,menlo park,san mateo county,bay area,2.0
83,menlo park,san mateo county,bay area,2.7
84,mill valley,marin county,bay area,3.0
84,mill valley,marin county,bay area,3.0
84,mill valley,marin county,bay area,3.3
84,mill valley,marin county,bay area,2.0
84,mill valley,marin county,bay area,2.0
84,mill valley,marin county,bay area,3.3
84,mill valley,marin county,bay area,2.8
84,mill valley,marin county,bay area,2.8
84,mill valley,marin county,bay area,2.7
84,mill valley,marin county,bay area,2.0
84,mill valley,marin county,bay area,3.0
84,mill valley,marin county,bay area,2.7
84,mill valley,marin county,bay area,2.3
84,mill valley,marin county,bay area,2.8
84,mill valley,marin county,bay area,3.0
84,mill valley,marin county,bay area,3.0
85,millbrae,san mateo county,bay area,3.0
85,millbrae,san mateo county,bay area,2.0
85,millbrae,san mateo county,bay area,2.0
85,millbrae,san mateo county,bay area,2.0
85,millbrae,san mateo county,bay area,3.0
85,millbrae,san mateo county,bay area,3.3
85,millbrae,san mateo county,bay area,2.5
85,millbrae,san mateo county,bay area,3.0
85,millbrae,san mateo county,bay area,2.7
85,millbrae,san mateo county,bay area,2.0
85,millbrae,san mateo county,bay area,2.0
85,millbrae,san mateo county,bay area,2.0
85,millbrae,san mateo county,bay area,2.0
85,millbrae,san mateo county,bay area,2.8
85,millbrae,san mateo county,bay area,2.0
85,millbrae,san mateo county,bay area,2.7
85,millbrae,san mateo county,bay area,2.7
85,millbrae,san mateo county,bay area,2.3
85,millbrae,san mateo county,bay area,3.0
85,millbrae,san mateo county,bay area,2.0
85,millbrae,san mateo county,bay area,2.0
85,millbrae,san mateo county,bay area,2.0
85,millbrae,san mateo county,bay area,2.0
85,millbrae,san mateo county,bay area,2.0
85,millbrae,san mateo county,bay area,2.0
85,millbrae,san mateo county,bay area,2.0
85,millbrae,san mateo county,bay area,3.8
85,millbrae,san mateo county,bay area,2.7
85,millbrae,san mateo county,bay area,2.7
85,millbrae,san mateo county,bay area,2.0
85,millbrae,san mateo county,bay area,2.0
86,milpitas,santa clara county,bay area,2.0
86,milpitas,santa clara county,bay area,3.3
86,milpitas,santa clara county,bay area,2.3
86,milpitas,santa clara county,bay area,2.0
86,milpitas,santa clara county,bay area,2.4
86,milpitas,santa clara county,bay area,2.0
86,milpitas,santa clara county,bay area,1.5
86,milpitas,santa clara county,bay area,2.0
86,milpitas,santa clara county,bay area,2.0
86,milpitas,santa clara county,bay area,2.0
86,milpitas,santa clara county,bay area,3.5
