resourceid,projectid,vendorid,vendor_name,project_resource_type,item_name,item_number,item_unit_price,item_quantity
35eca361a45848d789c3e53d37312a42,df2539109d9839b9be98634329795acc,758.0,Barnes and Noble,Books,Hands-on History: Pioneers,0439411262,10.99,1.0
61ec63b74938cd17baec5427cbe3526a,df2539109d9839b9be98634329795acc,758.0,Barnes and Noble,Books,If You were a Pioneer on the Prairie,0439404287,5.99,3.0
4d08345537106f07c18323d69fc69a26,df2539109d9839b9be98634329795acc,758.0,Barnes and Noble,Books,If Your Name was Changed at Ellis Island,0590438298,5.99,3.0
ed88256600fb3aa6f871c5f1d01710c2,df2539109d9839b9be98634329795acc,758.0,Barnes and Noble,Books,Hands-on History: American Revolution,0439072085,10.99,1.0
3417e2f1dc3ac0d3da1dd3a210e4e577,df2539109d9839b9be98634329795acc,7.0,AKJ Books,Books,"Behind Rebel Lines:  The Incredible Story of Emma Edmonds, Civil War Spy",0152164278,5.23,5.0
dfeb08e83878774687128692d95e5fa6,df2539109d9839b9be98634329795acc,758.0,Barnes and Noble,Books,If You Lived in Colonial Times,059045160,5.99,3.0
e5e3d59596f32e99d495bfc6a5e4fed5,df2539109d9839b9be98634329795acc,758.0,Barnes and Noble,Books,A New Nation is Born,1558635025,15.95,1.0
049dad9f8fba3504590b56fc74114b0a,defe580915a3e1c93132989b1246fc5c,752.0,Nasco,Technology,Bean Bag Chair - Blue,SB25568J,26.95,1.0
f1bc8addb6d477b5b660d9eced801773,defe580915a3e1c93132989b1246fc5c,202.0,LeapFrog SchoolHouse,Technology,"Cross-Curricular Collections:  Grades 3-5 Library  12 Quantum Pad PLTs with headphones, AC adapters, batteries, and 36 Interactive Books (Reading, Language Development, Math, Science, Social Studies, Smart Guides)",93086-000,1220.0,1.0
8239d6a2f2017e61ab036d6829111d84,defe580915a3e1c93132989b1246fc5c,757.0,Teachers' School Supply,Technology,"Bean Bag Chair, Red Vinyl",ACE96003,31.99,1.0
2522ecc80a1dfa1189aff73a8153c482,defe580915a3e1c93132989b1246fc5c,752.0,Nasco,Technology,"Bean Bag Chair - Tricolor (Red, Blue, and Yellow)",SB29521J,26.95,1.0
07d9bae8ebdca4fedc128b79b5c8feb0,defe580915a3e1c93132989b1246fc5c,752.0,Nasco,Technology,Bean Bag Chair - Yellow,SB25567J,26.95,1.0
6cd597365a2d4c0841ede55aa2798290,defb84c14b530d3a5608717718cae127,7.0,AKJ Books,Books,Grade Level Libraries PreK - 1- Guided Reading,C10GLLPK1GR,45.34,1.0
d4b4262f2699426d48a38c0906161238,defb84c14b530d3a5608717718cae127,7.0,AKJ Books,Books,A Chair for My Mother,9780688040741,5.45,1.0
3af387082cdfd391f6b2b290e01828c5,defb84c14b530d3a5608717718cae127,7.0,AKJ Books,Books,More or Less,9780060531676,4.67,1.0
cd7814be45914aed9cdb75bcb901c2e2,defb84c14b530d3a5608717718cae127,7.0,AKJ Books,Books,If You Were a Plus Sign,9781404847859,6.2,1.0
ae826130ddb7cf28dc0972f6494d0c37,defb84c14b530d3a5608717718cae127,7.0,AKJ Books,Books,Grade Level Libraries PreK - 1 - Nonfiction,C10GLLPK1NF,33.43,1.0
2a432b772939a7795bef01f607c57214,defb84c14b530d3a5608717718cae127,7.0,AKJ Books,Books,Ace Lacewing Bug Detective,9781570916847,6.2,1.0
73f5b08c9a45137ca9a912a066a7b935,defb84c14b530d3a5608717718cae127,7.0,AKJ Books,Books,"If You Were a Minute Trisha Speed Shaskan, Foreword by Franc",9781404852020,6.2,1.0
542ef5eecc1171bbd19312a9d4aab890,defb84c14b530d3a5608717718cae127,7.0,AKJ Books,Books,If You Were a Minus Sign,9781404847880,6.2,1.0
a2cb7dea752051d56ee18130da9c2d87,defb84c14b530d3a5608717718cae127,7.0,AKJ Books,Books,Grade Level Libraries PreK - 1- Favorites,C10GLLPK1FAV,51.52,1.0
156b70cabbc3739fdbfafb4818c6bec8,defb84c14b530d3a5608717718cae127,7.0,AKJ Books,Books,First Grade Collection Complete Set (60 Books)+Teacher''s Guide,9781591941859,78.0,1.0
aa474d16f8e46320028f49d093c90eda,defb84c14b530d3a5608717718cae127,7.0,AKJ Books,Books,Grade Level Libraries PreK - 1 - Fiction,C10GLLPK1F,37.43,1.0
bc222ab346c362bb8166b1a011464cda,defb84c14b530d3a5608717718cae127,7.0,AKJ Books,Books,Big Box of Easy-to-Read Words,840011,19.49,1.0
02040c3e6821c0868843c3ec86f8d87e,defb84c14b530d3a5608717718cae127,7.0,AKJ Books,Books,Five Little Monsters Rozanne Lanczak Williams,9780916119898,2.72,1.0
f9d9b753a439b41bc807917de6074631,defb84c14b530d3a5608717718cae127,7.0,AKJ Books,Books,Porcupine Named Fluffy Pb,9780395520185,5.42,1.0
8d537767d6c06ae03cc9a036691f961a,defb84c14b530d3a5608717718cae127,7.0,AKJ Books,Books,Anansi Goes Fishing (paperback),9780823410224,5.42,1.0
22eba0a0bf5ef58532da8a6ff5dc1e30,def5cb9a2cc2aeb9d263f69f13fbf902,150.0,CDW-G,Technology,NEC NP410 Projector,1845258,599.99,1.0
719c9a52eae558c7af41f0d9dbf837a2,de8e365e7c0f105e0d45f8cad06eaa4c,767.0,Lakeshore Learning Materials,Supplies,WT361 - Small Tuff Tote,WT361,9.99,5.0
65a7aa946ccd1df309615b6bcce2beca,de8e365e7c0f105e0d45f8cad06eaa4c,767.0,Lakeshore Learning Materials,Supplies,WT365 - Large Tuff Tote,WT365,14.99,5.0
20c2a2fad8252b7c62b2cd065d24db99,de8e365e7c0f105e0d45f8cad06eaa4c,767.0,Lakeshore Learning Materials,Supplies,VX276Z - 12-Color Jumbo Crayons - Dozen Packs,VX276Z,39.99,2.0
66da15bd233503c016f17cf885b26a5c,de8e365e7c0f105e0d45f8cad06eaa4c,767.0,Lakeshore Learning Materials,Supplies,WT363 - Medium Tuff Tote,WT363,12.99,5.0
11b39f2339a826744541f34cb99e17d6,de8e365e7c0f105e0d45f8cad06eaa4c,767.0,Lakeshore Learning Materials,Supplies,TA4409 - White Drawing Paper - 9&amp;#34; x 12&#34;,TA4409,9.99,2.0
e62c987d6e098189e36e73688417a9f6,de8db2116725411ac69cb6bf47820957,430.0,Woodwind and Brasswind,Technology,U-81 OCTAVO Omni Lav Wireless System (10/11/12/14/15/16/17/18),585789.001.001,779.99,1.0
3009ab47c91da329b76584d4db4a744e,de346e04b9cc890231e14b2522c6699f,178.0,Quill.com,Supplies,Saunders Portable Desktop Black,901-00533,14.39,1.0
8714c0b6c6db333db01d3b33baf91726,de346e04b9cc890231e14b2522c6699f,178.0,Quill.com,Supplies,Paper Mate Earth Write Recycled Pencils,901-12242Q,1.25,50.0
992979db3a96ea42bdd134c8342fe938,de346e04b9cc890231e14b2522c6699f,178.0,Quill.com,Supplies,Officemate Slim Clipboard Storage Box,901-83303,11.6,2.0
801f0dea7aa176e2757bc4a04b353079,de346e04b9cc890231e14b2522c6699f,178.0,Quill.com,Supplies,X-ACTO Teacher Pro  Desktop Electric Pencil Sharpener  Blue/Black,901-1675,40.49,1.0
5b25749b9c0414a30aa06a90f7c32f8d,de346e04b9cc890231e14b2522c6699f,178.0,Quill.com,Supplies,Saunders Hardboard Clipboard Letter Size,901-05612,1.16,40.0
60e3af2839e2881277c773bfb733b413,de1892b33db7318d967ed858568b0869,758.0,Barnes and Noble,Books,Out of the Dust Karen Hesse,9780590371254_BK,5.97,35.0
d180ad2161ea645e42db4f29ab0a79b7,de1866cfb246e481d5e626973360bafb,757.0,Teachers' School Supply,Supplies,CHART SEAL STICKER PACK- - --*Comments*,CD-1046,14.32,4.0
5b862aaf5e5151088ad26ae7c6f3316f,de1866cfb246e481d5e626973360bafb,757.0,Teachers' School Supply,Supplies,IMPROVEMENT AWARD CERTIFICATE- - --*Comments*,H-VA688,6.17,2.0
77eb3cbdbf99efa869cfe25659266dbe,de1866cfb246e481d5e626973360bafb,188.0,Office Depot,Supplies,"MARKER, WTRCLR, MRSKTCH, 18/PK",510739,8.42,3.0
2c13263726071b555dcacbc967fea6f8,de1866cfb246e481d5e626973360bafb,757.0,Teachers' School Supply,Supplies,ATTENDANCE CERTIFICATES            36/PK 8-1/2 X 11- - --*Comments*,H-VA580,6.17,2.0
6a655e6e13cb8114fc41053fcb0bc1e2,de1866cfb246e481d5e626973360bafb,188.0,Office Depot,Supplies,"United States Postal Service(R) Bandit(TM) Silver Tack(TM) Refillable Tape Dispenser, Heavy-Duty, Clear",491256,6.29,4.0
32159b584a2a963083a72752005ed887,de1866cfb246e481d5e626973360bafb,757.0,Teachers' School Supply,Supplies,LARGE HORIZONTAL INCENTIVE CHART PACK 10/PK- - --*Comments*,CTP5183,21.1,3.0
01c89ea0829bf2378a06ea33c749c9ac,de1866cfb246e481d5e626973360bafb,188.0,Office Depot,Supplies,"Foray(TM) Recycled 6-Ply Poster Boards, 22 x 28, Azure Blue, Pack Of 25",838325,24.0,1.0
9d88e2271cd75bfcd7a1eef7b330f0a3,de0b509ce62660a0a754e2b6f40c8e69,2.0,Kaplan Early Learning Company,Books,Magic Tree House Set 3 (17-24) (Set of 8 books),86508,27.48,1.0
3498ff68a2668f1c64824e18947e1883,de0b509ce62660a0a754e2b6f40c8e69,2.0,Kaplan Early Learning Company,Books,Magic Tree House Set 2 (Volumes 9-16),86513,27.48,1.0
4c7fd9e397b60a9f9a4ca3b0f686c05d,de0b509ce62660a0a754e2b6f40c8e69,2.0,Kaplan Early Learning Company,Books,National Geographic Readers (set of 6),86449,20.6,1.0
791234a7011ad50d2bc1310b651c7ccf,de0b509ce62660a0a754e2b6f40c8e69,2.0,Kaplan Early Learning Company,Books,Diary of a Wimpy Kid Book Set,91614,42.96,1.0
925066dc58b1b3dd78e7b360eca0e092,de0b509ce62660a0a754e2b6f40c8e69,2.0,Kaplan Early Learning Company,Books,Cam Jansen Book Set 1 (Set of 8),83334,26.62,1.0
8198a9a69f3ebe6c78af7c59c9445c61,de0b509ce62660a0a754e2b6f40c8e69,2.0,Kaplan Early Learning Company,Books,A to Z Mysteries - Set 1 (Set of 9),86520,30.06,1.0
2ab6fe23b1df72531da7aab5993bf197,de0b509ce62660a0a754e2b6f40c8e69,2.0,Kaplan Early Learning Company,Books,Magic Tree House Set 1 (Volumes 1-8),86512,27.48,1.0
6834385ae1684edecd3fb940301eb4d2,de0b509ce62660a0a754e2b6f40c8e69,2.0,Kaplan Early Learning Company,Books,I Can Read Books Grades 1-3 (Set of 10),23399,33.5,1.0
251256ce5da5d96483211c64e562d86d,de0b509ce62660a0a754e2b6f40c8e69,2.0,Kaplan Early Learning Company,Books,Junie B. Jones Book Set,23707,42.1,1.0
c1442ffb455b960771adc296ba616546,dd8cdd79e970d80f4065198d9e5f0145,767.0,Lakeshore Learning Materials,Supplies,AA602 - Sight-Word Take-Home Rings - Level 2 - Class Set,AA602,69.95,1.0
bf8f2a13af57abf89262f26fc64eab84,dd8cdd79e970d80f4065198d9e5f0145,767.0,Lakeshore Learning Materials,Supplies,AA604 - Sight-Word Take-Home Rings - Level 2 - Each,AA604,3.95,1.0
682e9be6e549dfb954b0351005d253bf,dd8cdd79e970d80f4065198d9e5f0145,767.0,Lakeshore Learning Materials,Supplies,AA601 - Sight-Word Take-Home Rings - Level 1 - Class Set,AA601,69.95,1.0
55960c3e2f29b3e7f373ca036d3b0960,dd8cdd79e970d80f4065198d9e5f0145,767.0,Lakeshore Learning Materials,Supplies,AA603 - Sight-Word Take-Home Rings - Level 1 - Each,AA603,3.95,1.0
bcb82228f85954e6fba5c0218dec9f82,dd841d6e5e6054f56d60a74a8397bafb,,,Technology,Flocabulary,,1000.0,1.0
a2583f280f672655674f7512f0ce3835,dd6b0dc04a3962e9730648598ff0b018,767.0,Lakeshore Learning Materials,Books,AA757 - Sort & Store Book Organizer,AA757,29.95,2.0
2a08fbfe6e2e0e60b91e697deeb85a7e,dd6b0dc04a3962e9730648598ff0b018,767.0,Lakeshore Learning Materials,Books,GG834X - See & Store Book Pouch - Set of 10,GG834X,29.95,2.0
f90f5126e6ccca09fa504b21bb0f14bc,dd6b0dc04a3962e9730648598ff0b018,767.0,Lakeshore Learning Materials,Books,AA833 - Level A Extra Book Set - K - Library 1,AA833,23.0,1.0
cc0c85916425e253f6d18e3edad00b3c,dd6b0dc04a3962e9730648598ff0b018,767.0,Lakeshore Learning Materials,Books,AA841 - Level H Extra Book Set - Gr. 1-2 - Library 1,AA841,30.0,1.0
101ad02be4e2b60323cc1c3e53016678,dd6b0dc04a3962e9730648598ff0b018,767.0,Lakeshore Learning Materials,Books,AA842 - Level I Extra Book Set - Gr. 1-2 - Library 1,AA842,27.0,1.0
fbb27f591d05be1a89ad7f28a2f489b2,dd6b0dc04a3962e9730648598ff0b018,767.0,Lakeshore Learning Materials,Books,AA834 - Level B Extra Book Set - K-Gr. 1 - Library 1,AA834,24.0,1.0
7355eee5209ab35b3d92c7eefc02e194,dd6b0dc04a3962e9730648598ff0b018,767.0,Lakeshore Learning Materials,Books,AA837 - Level E Extra Book Set - Gr. 1 - Library 1,AA837,24.0,1.0
2a05e9e0aca0f0ad3396c6813fb3878f,dd6b0dc04a3962e9730648598ff0b018,767.0,Lakeshore Learning Materials,Books,AA836 - Level D Extra Book Set - Gr. 1 - Library 1,AA836,23.0,1.0
4f4b9944261dfbbf1271c97b28af754b,dd6b0dc04a3962e9730648598ff0b018,767.0,Lakeshore Learning Materials,Books,AA838 - Level F Extra Book Set - Gr. 1 - Library 1,AA838,28.0,1.0
ba90c732bd561de98d239b41ac245be5,dd6b0dc04a3962e9730648598ff0b018,767.0,Lakeshore Learning Materials,Books,AA835 - Level C Extra Book Set - K-Gr. 1 - Library 1,AA835,21.0,1.0
3fbc111e4766eeb7ed49fb5af0124afa,dd6b0dc04a3962e9730648598ff0b018,767.0,Lakeshore Learning Materials,Books,AA839 - Level G Extra Book Set - Gr. 1 - Library 1,AA839,28.0,1.0
35683d782d449fae19883fb79642653d,dd6b0dc04a3962e9730648598ff0b018,767.0,Lakeshore Learning Materials,Books,AA844 - Level K Extra Book Set - Gr. 2 - Library 1,AA844,27.0,1.0
712918c1c1cc2cb0454afa4aac0b93bd,dd6b0dc04a3962e9730648598ff0b018,767.0,Lakeshore Learning Materials,Books,AA843 - Level J Extra Book Set - Gr. 2 - Library 1,AA843,20.0,1.0
6eccea15f3cd460ac09319729f9d686b,dd4b480675e521b1f3d2df09266f48f1,758.0,Barnes and Noble,Books,The Vampire Diaries: The Awakening and The Struggle L. J. Smith,9780061140976,8.09,1.0
1bf2ca903591c519ee0091302cf56a53,dd4b480675e521b1f3d2df09266f48f1,758.0,Barnes and Noble,Books,Forever... Judy Blume,9781416934004,8.09,1.0
a02ce33fe2492b3a865c50e2bc557e66,dd4b480675e521b1f3d2df09266f48f1,758.0,Barnes and Noble,Books,"Lord of the Flies William Golding, Noted by E. L. Epstein, Edmund L. Epstein",9780399501487,8.99,1.0
ea59fa015467a4c453712173c471f1f7,dd4b480675e521b1f3d2df09266f48f1,758.0,Barnes and Noble,Books,"Untamed (House of Night Series #4) P. C. Cast, Kristin Cast",9780312379834,8.05,1.0
ef443579b710488672f71c9e83a122ee,dd4b480675e521b1f3d2df09266f48f1,758.0,Barnes and Noble,Books,"Tempted (House of Night Series #6) P. C. Cast, Kristin Cast",9780312567484,10.79,1.0
07c9c8611e51c8d87294bb33e47d5d43,dd4b480675e521b1f3d2df09266f48f1,758.0,Barnes and Noble,Books,Just Another Hero Sharon M. Draper,9781416907008,13.59,1.0
9c411f10111a84156e1af2cd245ca8bb,dd4b480675e521b1f3d2df09266f48f1,758.0,Barnes and Noble,Books,Twilight Saga Collection Stephenie Meyer,9780316031844,53.95,1.0
fef83a08e6bcfed8c405dee53e2c5e69,dd4b480675e521b1f3d2df09266f48f1,758.0,Barnes and Noble,Books,Identical Ellen Hopkins,9781416950059,14.39,1.0
d6a00c8385e97e0966bf14138d4d4d48,dd4b480675e521b1f3d2df09266f48f1,758.0,Barnes and Noble,Books,Wake Lisa McMann,9781416974475,8.09,1.0
af45e5017d6705c7f6f3ffcf4d52f4cd,dd4b480675e521b1f3d2df09266f48f1,758.0,Barnes and Noble,Books,Girl Stays in the Picture Melissa de la Cruz,9781416960966,13.59,1.0
13794a718fea9715310ad940e54575c0,dd4b480675e521b1f3d2df09266f48f1,758.0,Barnes and Noble,Books,"Night World: Huntress, Black Dawn, Witchlight L. J. Smith",9781416974529,8.99,1.0
ea189aa21b14af982c898287e4d48845,dd4b480675e521b1f3d2df09266f48f1,758.0,Barnes and Noble,Books,"Chosen (House of Night Series #3) P. C. Cast, Kristin Cast",9780312360306,8.05,1.0
7e80bb06fd1741429e1e27d466c36f3e,dd4b480675e521b1f3d2df09266f48f1,758.0,Barnes and Noble,Books,"Marked (House of Night Series #1) P. C. Cast, Kristin Cast",9780312360269,8.05,1.0
fe503759e99f6e7d9930816035af4483,dd4b480675e521b1f3d2df09266f48f1,758.0,Barnes and Noble,Books,"Betrayed (House of Night Series #2) P. C. Cast, Kristin Cast",9780312360283,8.05,1.0
59734ce006dddfb9311bb6d0725b2688,dd4b480675e521b1f3d2df09266f48f1,758.0,Barnes and Noble,Books,Privilege (Privilege Series #1) Kate Brian,9781416967590,8.99,1.0
a59c456d7956eb00b7cfc62923cb50f0,dd4b480675e521b1f3d2df09266f48f1,758.0,Barnes and Noble,Books,Tweak: Growing Up on Methamphetamines Nic Sheff,9781416913627,13.59,1.0
d398e9502ab49419ae6a4ecc20cb37d9,dd4b480675e521b1f3d2df09266f48f1,758.0,Barnes and Noble,Books,The Demon's Lexicon Sarah Rees Brennan,9781416963790,14.39,1.0
979895040b22fb7710a537be77505dbb,dd4b480675e521b1f3d2df09266f48f1,758.0,Barnes and Noble,Books,Swoon Nina Malkin,9781416974345,14.39,1.0
8727eb1ae9859c6991a94d95d296a869,dd4b480675e521b1f3d2df09266f48f1,758.0,Barnes and Noble,Books,"Beautiful Disaster (Privilege Series #2) Kate Brian, Designed by Andrea C. Uva",9781416967606,8.99,1.0
2568d75634836c8763aba76c9641b6e2,dd4b480675e521b1f3d2df09266f48f1,758.0,Barnes and Noble,Books,"Hunted (House of Night Series #5) P. C. Cast, Kristin Cast",9780312379827,11.66,1.0
8f794e125147f39457e1e683bcfecad3,dd49c9dc88a57477ca5d9ed440ae535f,430.0,Woodwind and Brasswind,Supplies,Rope-Tuned Djembe,447006.119,39.99,20.0
afbea3e6bebf9c4cf12101647eeafa5f,dcd8bbb3016627ea36aa43a283183959,,,Trips,,,,
d9f061825e6c998c3522e439a6bf3e13,dc9fd202dd00840189b4b77947dab97c,430.0,Woodwind and Brasswind,Other,Suzuki Recorder School (Soprano Recorder) Recorder Part Volume 1,907359,6.95,1.0
94f4b4807b1ea275df97a02351e6f896,dc9fd202dd00840189b4b77947dab97c,430.0,Woodwind and Brasswind,Other,400 Years of Recorder Music,471431,8.99,1.0
a15b3f09b7d29e10ff18824275c5753e,dc9fd202dd00840189b4b77947dab97c,430.0,Woodwind and Brasswind,Other,YRS-24B Soprano Recorder with Baroque Fingering,460049,4.49,50.0
27e586aca84da5da80e0ac0cd3261138,dc9fd202dd00840189b4b77947dab97c,430.0,Woodwind and Brasswind,Other,Recorder Method Book,902724,3.56,1.0
e6c39e22a782108d351e4731363745a9,dc9fd202dd00840189b4b77947dab97c,430.0,Woodwind and Brasswind,Other,Fun with The Recorder,471429,4.95,1.0
6d9917488100791b449dece924575140,dc9fd050aae6df551b13d6afc213787b,767.0,Lakeshore Learning Materials,Books,AA309 - Level H Book Bin - Gr. 1 - Library 1,AA309,38.99,1.0
92900af8c966e9a486f45466b24adfac,dc9fd050aae6df551b13d6afc213787b,767.0,Lakeshore Learning Materials,Books,AA317 - Level J Book Bin - Gr. 1-2 - Library 1,AA317,27.99,1.0
3728d984db21d0e63d91a85f38395d5a,dc9fd050aae6df551b13d6afc213787b,767.0,Lakeshore Learning Materials,Books,AA318 - Level K Book Bin - Gr. 2 - Library 1,AA318,34.99,1.0
fab8ded062d06c2016675856978f5df8,dc9fd050aae6df551b13d6afc213787b,767.0,Lakeshore Learning Materials,Books,AA316 - Level I Book Bin - Gr. 1 - Library 1,AA316,36.99,1.0
df862ac45f781c5df36997212a689359,dc9fd050aae6df551b13d6afc213787b,767.0,Lakeshore Learning Materials,Books,DD282BU - The Reading Pillow - Blue,DD282BU,59.99,2.0
efa0a1b986f795165bd660e6c7c81cf2,dc9fd050aae6df551b13d6afc213787b,767.0,Lakeshore Learning Materials,Books,TS541BU - Giant Comfy Pillow - Blue,TS541BU,64.99,2.0
d0e114d8bd0e0de0fb27ccdc70f05218,dc7740786694db676cbb8adef71333e1,767.0,Lakeshore Learning Materials,Supplies,DD230X - Reading & Writing Instant Learning Centers - Set 1,DD230X,199.0,1.0
202600979fd09e9ebb0f12964b266119,dc7740786694db676cbb8adef71333e1,767.0,Lakeshore Learning Materials,Supplies,GG520X - Early Literacy Single Student Read-Alongs - Library 1,GG520X,329.0,1.0
6051cf81adaf1221962f786317f1d38c,dc7740786694db676cbb8adef71333e1,767.0,Lakeshore Learning Materials,Supplies,HH430X - Reading Match-Ups - Set 1,HH430X,29.99,1.0
cb57e741bfd9c1154d2d7b05c8109937,dc7740786694db676cbb8adef71333e1,767.0,Lakeshore Learning Materials,Supplies,GG310X - Sight-Word Magnets - Complete Set,GG310X,95.0,1.0
87f7457c685f6e64ed9bb3d512b22963,dc54ed477b74fb92dee9a08ca4cc2a59,773.0,School Specialty,Supplies,78620 K''NEX WHEELS AND AXLES INDIV ST,079898,33.24,6.0
3840ef2424ea701aff4a255331d7ce54,dc40150776e9feb46288b761fabb65cb,45.0,ABC School Supply,Supplies,CHAIR CHILD'S BLUE BEANBAG CHAIR,1005025,28.66,2.0
4c4a80c3dbe1af7ba3a81b81371439c4,dc40150776e9feb46288b761fabb65cb,767.0,Lakeshore Learning Materials,Supplies,GR931 - Community Play Carpet,GR931,49.95,1.0
c97a70c61bb12d1469922d9e1156c14c,dc40150776e9feb46288b761fabb65cb,767.0,Lakeshore Learning Materials,Supplies,HH391 - Read & Learn Comprehension Folders,HH391,49.95,1.0
afdc5961159d2b1984887bb6dc38f9d8,dbfde4b4828e3d0e56cfb01948c79126,27.0,Amazon,Books,All Star Superman,1401232051,20.78,20.0
d543085e3b6760d6dca495d9367f5d83,dbd817f3d7a014ac18382a739b6128c9,767.0,Lakeshore Learning Materials,Other,LA952 - A Place for Everyone Classroom Carpet for 30,LA952,469.0,1.0
e25361f893b5dcb63a0193aca9e0b092,dba1014cd115c6b94d4dc883f71df7c3,773.0,School Specialty,Supplies,LETTERS SELF ADHESIVE BLUE 2'',090110,10.44,3.0
138908c5805cfb4ed7a9727d773bb047,dba1014cd115c6b94d4dc883f71df7c3,773.0,School Specialty,Supplies,LETTERS SELF ADHESIVE RED 2'',090108,10.44,3.0
0c5e1867a11ca4e19a6c5fe668f68659,dba1014cd115c6b94d4dc883f71df7c3,773.0,School Specialty,Supplies,4IN SELF ADHESIVE LTRS YELLOW PACK OF 78,089682,10.44,3.0
ecb1cf907c9583c880e10b7324f55c41,dba1014cd115c6b94d4dc883f71df7c3,773.0,School Specialty,Supplies,4IN SELF ADHESIVE LTRS BLUE PACK OF 78,089683,10.44,3.0
21cbd3474906904e1a7f7d1aea6bcbec,dba1014cd115c6b94d4dc883f71df7c3,773.0,School Specialty,Supplies,4IN SELF ADHESIVE LTRS RED PACK OF 78,089681,10.44,3.0
17c728cc94e167e1829f8aec6e491b95,dba1014cd115c6b94d4dc883f71df7c3,773.0,School Specialty,Supplies,4IN SELF ADHESIVE LTRS BLACK PACK OF 78,089680,10.44,5.0
86c2c4e84fe4f9a7e830f7fd8114a1f8,dba1014cd115c6b94d4dc883f71df7c3,773.0,School Specialty,Supplies,LETTERS SELF ADHESIVE BLACK 2'',090106,10.44,5.0
1cde3107f5d847faaf1cceec31eaa301,dba1014cd115c6b94d4dc883f71df7c3,773.0,School Specialty,Supplies,LETTERS SELF ADHESIVE 2'' YL,090109,10.44,3.0
1426096be26d107375f39a9ef32b9f64,dba1014cd115c6b94d4dc883f71df7c3,773.0,School Specialty,Supplies,4IN SELF ADHESIVE LTRS GREEN PACK OF 78,089684,10.44,3.0
cf6e04d9030b2ffc581945d5e1ea6b6f,dba1014cd115c6b94d4dc883f71df7c3,773.0,School Specialty,Supplies,LETTERS SELF ADHESIVE GREEN 2'',090111,10.44,3.0
934feec5d6a4bd78258a673dfc10b5aa,dba1014cd115c6b94d4dc883f71df7c3,773.0,School Specialty,Supplies,MARKERS MR SKETCH NON-SCENTED ASST COLORS SET OF 192,023303,109.24,1.0
047ffe0b1c3b1769cea4ab0c3ecfa828,dba1014cd115c6b94d4dc883f71df7c3,773.0,School Specialty,Supplies,BOARD PRESENTATION 36'' X 48'' - SCHOOL SMART,085368,2.65,30.0
8f7f6367652ae7fb250deef97e986f76,db7f94cbe7b4ceb777965912c570e7eb,178.0,Quill.com,Technology,TEXAS INSTRUMENTS TI83 PLUS SCIENTIFIC CALCULATOR  Texas Instruments TI-83 Plus Graphing Tool for Statistics and Finance,501-TI83PLUS,89.99,5.0
5197fd49c5dbb320012b5a398127c297,db563cb68322c1dfe1f8a39931881ca6,178.0,Quill.com,Supplies,Crayola Crayons 24-count Box,901-520024,1.7,99.0
63bc655d4c0ab9ddfbd771ec1781be07,db563cb68322c1dfe1f8a39931881ca6,178.0,Quill.com,Supplies,"Crayola Classpack Washable Markers Broad Point, Assorted Colors, 200 per Box",901-588200,67.49,2.0
e261bf367fed82e25a1a6b034bde60a3,db563cb68322c1dfe1f8a39931881ca6,178.0,Quill.com,Supplies,Crayola Colored Pencils 50/Box,901-684050,7.91,10.0
26abaedc122bfed77f0db311e96b5a03,db563cb68322c1dfe1f8a39931881ca6,178.0,Quill.com,Supplies,"Fiskars Safe Scissors for Kids 7"" Pointed Tip",901-9458,4.13,4.0
d9951767d3c50c81fb314b0166c6fabf,db53fc765a668cbb0fee00cb111ba631,752.0,Nasco,Technology,Calculator Caddy II,TB15961T,35.95,1.0
cc64495c156a073e681588c9f048ade9,db53fc765a668cbb0fee00cb111ba631,178.0,Quill.com,Technology,SHARP 10-DIGIT SCIENTIFIC CALCULATOR -- Sharp  Scientific Calculators; EL-501WBBL 10-Digits,842-EL501WBBL,6.29,40.0
3884a4878c5186cf4762930f84897ea9,db4edb352299341f6b27af10a0fee44e,775.0,Frey Scientific,Supplies,Basic Photovoltaic Kit,568496016,15.95,5.0
5426648111dcbd65585cebd7ede146c8,db4edb352299341f6b27af10a0fee44e,775.0,Frey Scientific,Supplies,Solar Oven,531516016,52.95,5.0
3390395179912b10b01d67dbc01a993e,db4edb352299341f6b27af10a0fee44e,775.0,Frey Scientific,Supplies,Solar House,564284016,60.25,5.0
c75be9e0136139e950a640a2be2caa0a,db3a5e50cfde0bc03db62c1595c4b5a2,95.0,Carolina Biological Supply Company,Technology,Carolina Triple Beam Balance,702020,84.55,2.0
653fafee5db4bcf8d954613286e14d60,db3a5e50cfde0bc03db62c1595c4b5a2,95.0,Carolina Biological Supply Company,Technology,"Carolina Compact Balance, 200-g Capacity, 0.1g Readability",702033,77.9,3.0
e52fec7c976a448449d65cd0a6382b53,db391e8c929c01e869b9944cb90d2398,178.0,Quill.com,Supplies,BLACK PEARL ERASER -- Paper Mate Black Pearl Eraser; 2-Pack,188-1742567,1.971,51.0
2c6b802c0789b85e11b926e4522fd643,db091697da762ac2b970dfa8bd75d9e4,184.0,Sargent-Welch,Technology,SMART BOARD-580,WL6000C,2499.0,1.0
0f9eb7a6fce4af66472f66b40b2d634c,dacdeee011cede08f04e8ccf50060a4d,27.0,Amazon,Supplies,Note Worthy Rug Size: 5&apos;4&quot; x 7&apos;8&quot;,B001FVRKL0,225.0,1.0
