projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_zip,school_metro,school_district,school_county,school_charter,school_magnet,school_year_round,school_nlns,school_kipp,school_charter_ready_promise,teacher_prefix,teacher_teach_for_america,teacher_ny_teaching_fellow,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,fulfillment_labor_materials,total_price_excluding_optional_support,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,eligible_almost_home_match,date_posted
a9ff2f134955f1b95653c60cf84569d5,cc61976276a67527c0e4fb18c7173cba,9e44eda58206105a51d524074b2f8674,170993000646.0,41.9034,-87.717766,Chicago,IL,60651.0,urban,Garfield-humboldt Elem Network,Cook,f,f,f,t,f,f,Ms.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Other,highest poverty,Grades 3-5,30.0,204.62,240.73,22.0,t,f,2013-06-07
899acb961e0427a01d0f8235cf88c9ea,166d17902ce6be8e59bc6402c90bfefd,33e853a2a68abfdb512d530b9f6ab4ba,470402001944.0,36.403901,-86.464102,Gallatin,TN,37066.0,suburban,Sumner Co School District,Sumner,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,30.0,626.83,737.45,21.0,f,f,2013-06-06
54e2018f8dae4730c45f411cda60d622,5f0b2720e48b29b2255fe52bf357749f,4ee9497366d8dfbdeb5aef52f0f31de1,481965012016.0,29.695282,-95.717547,Richmond,TX,77407.0,rural,Ft Bend Ind School District,Fort Bend,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Books,moderate poverty,Grades PreK-2,30.0,688.74,810.28,24.0,f,f,2013-06-05
cad3778ec3c9fdcb5072b87c85a00582,f1a4a32fc4229201ecec9f8951e1cc86,8e121b814da2173044c94109e6bbcc1d,450072000020.0,33.495162,-81.895418,Beech Island,SC,29842.0,suburban,Aiken Co School District,Aiken,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Social Sciences,History & Civics,Other,highest poverty,Grades PreK-2,30.0,134.8,158.59,20.0,f,f,2013-06-04
e184a626d25788f8f606455570dafc2a,4ccee24fa15acd3862a5b6fb03796ed5,a7e73a436f3717c28e898b896019e25b,61392001597.0,34.084339,-117.426831,Fontana,CA,92335.0,suburban,Fontana Unif School District,San Bernardino,f,f,t,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades PreK-2,30.0,339.17,399.02,32.0,f,f,2013-06-03
a82670c8c160eccdcc6c2eb549c44dd0,f4b46304c9d43d465a30ca2b1d444f39,33362d68579a867efbf7e323845848df,560198000111.0,41.125299,-104.800523,Cheyenne,WY,82007.0,rural,Laramie Co School District 1,Laramie,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Early Development,Applied Learning,Books,highest poverty,Grades PreK-2,30.0,678.95,798.76,16.0,t,f,2013-06-02
f82ae27fc26b046117356a521f3a7c56,fd30ee81c52eebc3d2a82b56374ac48b,26352148477657e10ac0beaf3c119404,120003000008.0,29.669195,-82.308052,Gainesville,FL,32609.0,urban,Alachua Co School District,Alachua,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades PreK-2,30.0,288.49,339.4,18.0,f,f,2013-05-29
225040f37ac7b2d8df37dfb972a0ae7a,2d20656b2d8481b87d53813ab5a39ee5,6c03cecf38e88d9204fc6ad4c7c8410e,120150001499.0,26.701763,-80.090548,West Palm Bch,FL,33409.0,suburban,Palm Beach Co School District,Palm Beach,f,f,f,f,f,f,Ms.,f,f,Music,Music & The Arts,Performing Arts,Music & The Arts,Supplies,highest poverty,Grades 3-5,30.0,535.47,629.96,250.0,f,f,2013-05-28
23ab2f6494c84ba7ec486bfe1296721c,951d40bf52459f59032453406fd8fab1,117c7a8ef2bbd83aa1e162fe7450c4fc,,45.510918,-122.736961,Portland,OR,97221.0,,Portland School District 1j,Washington,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Social Sciences,History & Civics,Technology,moderate poverty,Grades 6-8,30.0,600.24,706.16,59.0,f,f,2013-05-26
19b1679afa018c160db1244059309064,c458df1c6dd02c0960a906d37c81733c,5bc1765ba0ea05e0d2bea000cee0d50c,350006000897.0,35.19508,-106.729563,Albuquerque,NM,87114.0,,Albuquerque Pub School Dist,Bernalillo,f,f,f,f,f,f,Ms.,f,f,Special Needs,Special Needs,Literature & Writing,Literacy & Language,Technology,moderate poverty,Grades PreK-2,30.0,447.99,527.05,10.0,f,f,2013-05-25
9460f5ea42de8f5a4d1866b5af5d149e,d4b970a69b0f35c09d9ae7c6799e06d4,6bd55a982611b2a24c7d6d9b280f571c,62805010461.0,37.807878,-122.271064,Oakland,CA,94612.0,urban,Oakland Unified School Dist,Alameda,t,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,,,Books,moderate poverty,Grades 9-12,30.0,907.82,1068.02,60.0,f,f,2013-05-24
24d2988d5c8fc8ab75a13e8e8b63cf3f,8599ee7aaa02e0833cad1d1e07559495,7337100606ebc0d5ecc4ba5a32087d84,510393001760.0,38.067142,-78.879415,Waynesboro,VA,22980.0,,Waynesboro Public Schools,Waynesboro City,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades PreK-2,30.0,148.01,174.13,20.0,f,f,2013-05-24
6704546642093558cb669eb52160df16,39b06e8ff7d62b59bedee52d3950f5bb,98d7b513f23075ff1fb30092d73abb2b,174389004357.0,42.459246,-87.839764,Zion,IL,60099.0,suburban,Zion-Benton Twp High Sd 126,Lake,f,f,f,f,f,f,Ms.,f,f,History & Geography,History & Civics,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades 9-12,30.0,572.57,673.61,150.0,f,f,2013-05-23
0d09f6f6113d4786359103a4dc58f1cc,0ac7da269b3de952196e33a269ef9885,9ce370da1123e89cff39ea98a2714305,484071008778.0,31.795813,-106.278885,El Paso,TX,79936.0,urban,Socorro Ind School Dist,El Paso,f,f,t,f,f,f,Mrs.,f,f,Health & Life Science,Math & Science,,,Supplies,highest poverty,Grades 6-8,30.0,629.88,741.04,180.0,t,f,2013-05-22
d7f1931a046f198ee11885ae86c24ddb,2409182ac7942e9678cbdc9f5943cbdd,f03c08792133fe4ec18258061e63a420,62805004316.0,37.727985,-122.176598,Oakland,CA,94603.0,urban,Oakland Unified School Dist,Alameda,f,f,f,f,f,f,Ms.,t,f,Literacy,Literacy & Language,,,Supplies,highest poverty,Grades 3-5,30.0,598.7,704.35,30.0,f,f,2013-05-20
ce27aa4115a0ae22efaa9b3891be839a,affadaae9792a701a3f676d40251952c,edac2fc45fe003573e5f01b66a41ded3,261200004862.0,42.308304,-83.121773,Detroit,MI,48209.0,urban,Educational Achievement System,Wayne,f,f,f,f,f,f,Ms.,t,f,ESL,Literacy & Language,Special Needs,Special Needs,Supplies,highest poverty,Grades 3-5,30.0,619.62,728.96,35.0,f,f,2013-05-20
7dbb274c2e47e91378371432a04275e7,2083f9035902de15ddc81a3f4371c3f6,a06ee03953da7e476c447e84c577d659,110003000152.0,38.902,-76.970402,Washington,DC,20002.0,urban,Dc Public Schools,District Of Columbia,f,f,f,t,f,f,Ms.,f,f,History & Geography,History & Civics,Civics & Government,History & Civics,Technology,highest poverty,Grades 6-8,30.0,868.49,1021.75,120.0,f,f,2013-05-20
b6e318a4b414bccaa1d735024bccd296,164e40befe9ddcaf13ca67ca6d845182,8a757f379a26367fda7eddb93994c6f0,,41.471358,-90.550973,Rock Island,IL,61201.0,urban,Rock Island-milan Sch Dist 41,Rock Island,f,f,f,f,f,f,Mr.,f,f,Special Needs,Special Needs,Literacy,Literacy & Language,Technology,highest poverty,Grades 3-5,30.0,853.98,1004.68,30.0,f,f,2013-05-19
25674ef9730ad2ef0c30bf98f1f5af0e,b0c4895601772f089f75cdfb142ea02e,b9fc15114ca5a426de0734c441cb25fc,370297001268.0,35.190153,-80.865087,Charlotte,NC,28209.0,urban,Charlotte-mecklenburg Sch Dist,Mecklenburg,f,f,f,f,f,f,Ms.,f,f,Music,Music & The Arts,Early Development,Applied Learning,Technology,highest poverty,Grades PreK-2,30.0,687.69,809.05,17.0,f,f,2013-05-19
cab9effb8bcbf8f124a44dbb9f8428f6,f131bc1bd462bd3bb785a39c21178ef5,1fa84ba0f947bba08a8a1106f6977e2c,60837012755.0,39.758781,-121.84356,Chico,CA,95926.0,urban,California Dept of Education,Butte,t,f,f,f,f,f,Ms.,f,f,Gym & Fitness,Health & Sports,Health & Wellness,Health & Sports,Supplies,high poverty,Grades PreK-2,30.0,767.9,903.41,30.0,t,f,2013-05-17
12dee98bc9d0827739f1d86a1df9fc67,113d3b73be4ed84396740b0c509c9384,929804e35aaa0bbbebc0a4530c563b80,530354000536.0,47.452877,-122.285711,Seatac,WA,98188.0,suburban,Highline School District 401,King,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Literacy,Literacy & Language,Other,highest poverty,Grades PreK-2,30.0,506.04,595.34,24.0,f,f,2013-05-15
0e030330a43d23e84b3a13064905e905,7d8d2e31b0dea5805628f928382dd0b8,d4901d74285c4f470702cc84954c096f,173444003545.0,41.438399,-90.7175,Andalusia,IL,61232.0,rural,Rockridge Cmty Unit SD 300,Rock Island,f,f,f,f,f,f,Mrs.,f,f,Social Sciences,History & Civics,Mathematics,Math & Science,Supplies,moderate poverty,Grades 3-5,30.0,497.41,585.19,24.0,f,t,2013-05-12
05307f8644ef55fbc8317533b22bed8d,d50c7894f8280e34d7f8f0c47d593822,1374c17df3aca1ffad70349e1ece60f1,292928001888.0,38.671392,-90.212408,Saint Louis,MO,63107.0,urban,St Louis City Public Sch Dist,St Louis City,f,f,t,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Other,highest poverty,Grades PreK-2,30.0,340.46,400.54,20.0,t,f,2013-05-12
1c7b44d6ae67da04ad34a7b92b1f5f1e,67f7f6c9d7168a867ea89a1e12a6c679,6ba7e1c88ca22ce0bdd8f06e89ffcbae,390441101056.0,40.03363,-82.441513,Heath,OH,43056.0,suburban,Heath City School District,Licking,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Supplies,high poverty,Grades PreK-2,30.0,182.21,214.36,21.0,f,f,2013-05-10
bee5b0fd4507d22eb1c786fb9062edd6,391abb93ec35f3d6c6521fc2de2cb740,b920a14a35a41b62fdb93e81337a1750,360009202226.0,40.67197,-73.98419,Brooklyn,NY,11215.0,urban,New York City Dept Of Ed,Kings (Brooklyn),f,t,f,f,f,f,Mrs.,f,f,Visual Arts,Music & The Arts,,,Supplies,moderate poverty,Grades 6-8,30.0,138.47,162.91,200.0,f,f,2013-05-08
ec629dd502878b5bd5c9478ff9738b3b,c3c6b220040dc60a79d4bc76fa72b3de,f5f9009b7de086730718a0444da8a8b2,63581006117.0,38.437808,-122.693825,Santa Rosa,CA,95404.0,urban,Santa Rosa City School Dist,Sonoma,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Health & Life Science,Math & Science,Books,highest poverty,Grades PreK-2,30.0,648.14,762.52,45.0,f,t,2013-05-07
63f9dd42c58274f186a879abd44fa0d3,549b31e153729fe6be3c251b9a708cc1,414d3ce20e1742c8c6fac3f8fb5ba064,290057903079.0,38.580034,-90.238096,Saint Louis,MO,63118.0,urban,Missouri Dept of Education,St Louis City,t,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,,,Supplies,highest poverty,Grades PreK-2,30.0,357.89,421.05,22.0,f,f,2013-05-06
ea6c74b9a3c9e4a5028bb834a1255861,d42a3c2cbbecfef788b17c9be813c5d8,9d2594d7106cab03d5306cb809c2c04c,63432011391.0,32.71719,-117.118469,San Diego,CA,92102.0,urban,San Diego Unified School Dist,San Diego,t,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Other,highest poverty,Grades 3-5,30.0,749.52,881.79,28.0,t,t,2013-05-05
52ea34f5941a96999a90ee9aaf14b10b,5e4809a2b919b90b0811ac5278354440,6f1ff258a87db7a67aa3a4aec8e3401d,170993000977.0,41.987519,-87.702249,Chicago,IL,60659.0,urban,North-nw Side Hs Network,Cook,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 9-12,30.0,337.97,397.61,100.0,f,f,2013-05-05
41a4f05a39a83b197d9c9004450df728,c127e6fc7ab6a625a8343f88f3ab5312,36cb0480a990a8ed8ad88cdfbbc5c5e3,120150002871.0,26.849096,-80.11524,Palm Bch Gdns,FL,33418.0,suburban,Palm Beach Co School District,Palm Beach,f,f,f,f,f,f,Mrs.,f,f,Special Needs,Special Needs,,,Technology,moderate poverty,Grades PreK-2,30.0,552.53,650.04,65.0,t,f,2013-05-04
cbfcd5f61976acc6a7eaef3667c8f280,46f8959b57e061c25707a3911eb3ed08,b02c39f99fc449be1e740527e9ab65e4,110003000001.0,38.952313,-77.069997,Washington,DC,20008.0,urban,Dc Public Schools,District Of Columbia,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,moderate poverty,Grades 3-5,30.0,549.49,646.46,25.0,f,f,2013-05-04
958475f6114a855e6a0f847fa115e8f6,7255f144c7be315850431b9ba73c475b,a07bfecd7530bae0699af550eff354da,80480000790.0,39.82095,-105.063751,Arvada,CO,80003.0,suburban,Jefferson Co School Dist R-1,Jefferson,f,f,f,f,f,f,Ms.,f,f,Health & Wellness,Health & Sports,Mathematics,Math & Science,Other,highest poverty,Grades 3-5,30.0,334.77,393.85,24.0,f,f,2013-04-29
989a54d197461c4f158af12479a9f49f,0aa55689e8e5f2d6d51f5c8cc1645469,fcff2a9d32d8e98ba983507ddd76a505,173708003831.0,39.789403,-89.621906,Springfield,IL,62703.0,urban,Springfield Pub Sch Dist 186,Sangamon,f,f,f,f,f,f,Ms.,f,f,Special Needs,Special Needs,,,Supplies,highest poverty,Grades PreK-2,30.0,558.75,657.35,20.0,f,f,2013-04-24
f751b776edb2e1bd5e66c0103ef814c7,0d53fa65de4707318fe84b26a78ac7a0,27978274618ca9d2affa6861a144604a,360009702582.0,40.706825,-73.920003,Brooklyn,NY,11237.0,urban,New York City Dept Of Ed,Kings (Brooklyn),f,t,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,,,Technology,highest poverty,Grades 6-8,30.0,386.76,455.01,90.0,f,t,2013-04-21
b81f741a382f30e2c1e77ee0797343f0,8a63a7ec8f83ba83a87d3f979150c43d,b2d880be90c8c6d99e3ec42d28b7e869,63822006447.0,34.450947,-118.422415,Canyon Cntry,CA,91351.0,suburban,Sulphur Springs Union Elem SD,Los Angeles,f,f,f,f,f,f,Mrs.,f,f,Visual Arts,Music & The Arts,Social Sciences,History & Civics,Supplies,highest poverty,Grades 6-8,30.0,144.35,169.82,32.0,f,f,2013-04-21
ee065d33ab9a07aed5c4606e8ce7fc8a,9da253ca02e0a4e2a9ed944e02404195,fcd5ff9c1cef08545527ff7fb458f51b,470294001184.0,35.085683,-89.914628,Memphis,TN,38117.0,urban,Memphis City School District,Shelby,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades 3-5,30.0,478.44,562.87,20.0,f,f,2013-04-12
cd680027f29ee0d91707a0e4fd0fc343,aef9deed6d35551b023d72a9d48d462c,d472550c986278d26fade445ea243b9c,402277001149.0,35.439205,-97.556987,Oklahoma City,OK,73108.0,urban,Oklahoma City School Dist,Oklahoma,f,f,f,f,f,f,Ms.,t,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 6-8,30.0,431.78,507.98,150.0,f,f,2013-04-02
e69f10a301515cbd983c16bf0ba7862a,2c66ba4870dd93a7696d322151430a7e,3a577c02f4ad43cdcd3b3d21f6436e15,550039000055.0,44.280826,-88.427184,Appleton,WI,54914.0,urban,Appleton Area School District,Outagamie,f,f,f,f,f,f,Ms.,f,f,Special Needs,Special Needs,Literature & Writing,Literacy & Language,Technology,high poverty,Grades 3-5,30.0,347.66,409.01,10.0,f,f,2013-03-30
e556bab6a7a31e5b00dc0b6d489230e1,4c038ac87b87bad3ed832ea62072ae60,4eb944f8c2a4dc8249fc607877f26734,510084002098.0,37.433632,-77.552933,Chesterfield,VA,23832.0,suburban,Chesterfield Co Public Schools,Chesterfield,f,f,f,f,f,f,Mrs.,f,f,Special Needs,Special Needs,,,Trips,moderate poverty,Grades PreK-2,30.0,265.26,312.07,5.0,f,f,2013-03-29
6e4400de86c467f9432e7ba0da89fa2d,511d68ee1e9f8b4443df9dedc276eeeb,d06fc2b398baccb972a2319bde97c481,251005001629.0,42.422834,-71.005967,Revere,MA,2151.0,suburban,Revere Public Schools,Suffolk,f,f,f,f,f,f,Mrs.,f,f,Health & Life Science,Math & Science,Health & Wellness,Health & Sports,Supplies,highest poverty,Grades PreK-2,30.0,507.93,597.56,82.0,f,f,2013-03-28
bac48991628ae5e42afc9011a6458b0f,f9c354ffea547fa1b1d5e8f031f33d30,336a9810a3bef4f1db9e225ecaaca9e2,62583003882.0,37.103503,-121.648661,Morgan Hill,CA,95037.0,suburban,Morgan Hill Unified Sch Dist,Santa Clara,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,moderate poverty,Grades 3-5,30.0,263.26,309.72,120.0,f,f,2013-03-26
2f984060a43ac6bce450bcbc5221bcd2,8d018faec6db5ee1020b642200125999,da1a8537359cc4cba76cdbb5ead18bd2,62667004050.0,32.67932,-117.075049,National City,CA,91950.0,urban,National School District,San Diego,f,f,f,f,f,f,Ms.,f,f,ESL,Literacy & Language,Literacy,Literacy & Language,Technology,highest poverty,Grades PreK-2,30.0,718.26,845.01,100.0,f,f,2013-03-24
8b07e8cd83241d567cac9474f8869b38,bd30fd152aa587dcd73d55e67fcd1e30,3fe81bd958f8f6f8bd33b8632b13c596,291230000498.0,38.395116,-90.492889,Imperial,MO,63052.0,rural,Fox School District C6,Jefferson,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Other,high poverty,Grades 3-5,30.0,384.24,452.05,50.0,f,f,2013-03-23
13dacb54192b7550f975068d8e6d5fe6,c651baaa452f39f853a49ffb4646cef1,1a754ca8dba2f5201f9eb93b8aaa6b3b,341629003220.0,40.224785,-74.754333,Trenton,NJ,8609.0,urban,Trenton School District,Mercer,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Special Needs,Special Needs,Supplies,highest poverty,Grades 3-5,30.0,331.61,390.13,6.0,f,f,2013-03-22
a6aeecd2476017036274c37665a301d6,7a140003812cddfac12dd81af0c0e21e,1d9268b53cf6e564a053f3397fbc8135,292928001585.0,38.641427,-90.212601,Saint Louis,MO,63106.0,urban,St Louis City Public Sch Dist,St Louis City,f,t,f,f,f,f,Ms.,t,f,Literature & Writing,Literacy & Language,,,Books,highest poverty,Grades 6-8,30.0,751.79,884.46,60.0,f,f,2013-03-21
926309108dad7f14dc30ff780d9b7e58,77bdfba0801b18ca7c74de87515e51ce,3e716525af499ec8bd3e45461148d927,482364002579.0,29.87183,-95.336273,Houston,TX,77093.0,urban,Houston Ind School District,Harris,f,f,f,f,f,f,Ms.,f,f,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades 3-5,30.0,230.57,271.26,22.0,f,f,2013-03-18
f40eff312f41b1b5939e2051daa22eab,9cb3940059e09a771e5b96a73a94a2c2,775f0d90b9919b1123deb5bf1de24fb4,421899003726.0,40.031483,-75.230675,Philadelphia,PA,19127.0,urban,Philadelphia City School Dist,Philadelphia,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Special Needs,Special Needs,Supplies,highest poverty,Grades 3-5,30.0,185.24,217.93,15.0,f,f,2013-03-18
d1dc3b381073dee409a8220b92eeeddb,97dac86f48a95eb891ff6313bf6a09e5,c6e5aace5ab5703d2d1ab9aa3e49c750,174125004137.0,42.391229,-87.865272,Waukegan,IL,60087.0,suburban,Waukegan Cmty Unit SD 60,Lake,f,f,f,f,f,f,Mrs.,f,f,History & Geography,History & Civics,Literacy,Literacy & Language,Books,highest poverty,Grades 3-5,30.0,429.39,505.16,25.0,f,f,2013-03-17
ef62f0df14f6e06558a68fbbda3b583d,3480edb8b4dc5d610e9c8156cc3681ae,775f0d90b9919b1123deb5bf1de24fb4,421899003726.0,40.031483,-75.230675,Philadelphia,PA,19127.0,urban,Philadelphia City School Dist,Philadelphia,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Other,highest poverty,Grades PreK-2,30.0,233.16,274.31,32.0,f,f,2013-03-11
34345c5c8cc81d20842749497ba4e280,61a7633b2169ab3f556ab1461cc0d307,22ac197a58eca2ff685c803b7a924b5c,90045000069.0,41.217153,-73.169382,Bridgeport,CT,6610.0,urban,Bridgeport City Sch District,Fairfield,f,f,f,f,f,f,Ms.,t,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 6-8,30.0,336.45,395.82,80.0,f,f,2013-03-11
f3eaeb94a05f2cce1eb17c13ce896811,da03d4bb325f51878f65bc36ffba68b8,8bea7e8c6e4279fca6276128db89292e,360009202778.0,40.687286,-73.988217,Brooklyn,NY,11201.0,urban,New York City Dept Of Ed,Kings (Brooklyn),f,t,f,f,f,f,Ms.,f,f,Mathematics,Math & Science,Literacy,Literacy & Language,Supplies,high poverty,Grades PreK-2,30.0,663.45,780.53,24.0,f,f,2013-03-10
7f4f9051e41bc1ce46f5c198e09e4316,3792ce0ad4ce1c5dbad988c7f1e6ca6a,d4c6737c97280788532b7f6f2abb9e44,411004000912.0,45.471317,-122.600899,Portland,OR,97206.0,urban,Portland School District 1j,Multnomah,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Health & Wellness,Health & Sports,Books,highest poverty,Grades 6-8,30.0,592.95,697.59,60.0,f,f,2013-03-09
b685258ab8cea2cb9f6a5bdaeb0a701f,2dbe1776e71db43c0784734cada7ecc8,890f2f8f5892a678874907463c7a807f,90231000431.0,41.766937,-72.534218,Manchester,CT,6040.0,suburban,Manchester Public School Dist,Hartford,f,t,f,f,f,f,Ms.,f,f,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades 3-5,30.0,549.49,646.46,19.0,f,f,2013-03-08
2b1ec0db827e054b55ce5a02f8d1c4bf,abe4ca6b5e01140b0211a88457ea5a59,d26bdf9871b624be1abe3bbeb357ce41,90291001121.0,41.382594,-73.313358,Newtown,CT,6470.0,rural,Newtown Public Schools,Fairfield,f,f,f,f,f,f,Mr.,f,f,Gym & Fitness,Health & Sports,,,Technology,low poverty,Grades PreK-2,30.0,162.37,191.02,400.0,f,f,2013-03-06
2ca064f599ee50ba9f955f6bf97b527c,4f5549a3085f6056759f6107cb8b4a7c,d75e4a8a578f6fadb707788626fc85ed,120087004353.0,28.156909,-82.319557,Tampa,FL,33647.0,,Hillsborough Co Pub Sch Dist,Hillsborough,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Social Sciences,History & Civics,Books,moderate poverty,Grades 3-5,30.0,263.47,309.96,36.0,t,f,2013-03-06
1a4bdcee1b32487ac441bf454d3862a2,dd26c0de60afea5493cd5dabbdeb22e1,25cea1a0d18e76ce64b0bada411c6e76,62994004692.0,34.162006,-118.089394,Pasadena,CA,91107.0,urban,Pasadena Unified School Dist,Los Angeles,f,t,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Visual Arts,Music & The Arts,Technology,highest poverty,Grades 6-8,30.0,669.15,787.24,40.0,f,f,2013-03-04
c7e0e3ec1ca6b4e2aa9389a3c5b87ea6,a3a43f2e3c6dd13f00510e2fdfafe5b7,d2cacb2bafa06406bed816b77f5f167e,171371005613.0,42.056153,-88.241484,Hoffman Est,IL,60192.0,urban,Elgin School District U-46,Cook,f,f,f,f,f,f,Ms.,f,f,Health & Wellness,Health & Sports,ESL,Literacy & Language,Supplies,high poverty,Grades 3-5,30.0,241.84,284.52,21.0,f,f,2013-03-03
6caa1d271a98849a53cc2628b428f37a,e62539fc94953e00b407bdcf22bc8691,58306716e68986e6da45ca0e2926a76c,261470005167.0,43.006607,-84.74277,Fowler,MI,48835.0,rural,Fowler Public School District,Clinton,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Supplies,moderate poverty,Grades PreK-2,30.0,166.99,196.46,17.0,f,f,2013-03-02
82c7e2cf9a490b425ac44f1089b45acf,bcbc20d16309cecdae1402c5d0eaa95b,841ea028f0cfb1f32320b308b09ced5e,173123005329.0,40.695878,-89.635701,West Peoria,IL,61604.0,,Peoria School District 150,Peoria,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,highest poverty,Grades 6-8,30.0,369.49,434.69,90.0,f,f,2013-02-27
d01659ad3adc64f93a1b0dc2f697ca11,ae08dc4fd050e2642faa03194b412537,5c5c39e2feeb75e83c1f60a660dea0f5,340783000539.0,40.717557,-74.049831,Jersey City,NJ,7302.0,suburban,Jersey City Public School Dist,Hudson,f,f,f,f,f,f,Ms.,f,f,History & Geography,History & Civics,,,Books,highest poverty,Grades 6-8,30.0,177.94,209.34,115.0,f,f,2013-02-26
f584312306e898116606090a851b2f93,0ef77dc7a0c4b397650633cd2af77ec5,ba25df8032b3fec5b1ac260333087966,63393005321.0,36.700132,-121.65776,Salinas,CA,93906.0,urban,Salinas City Elem Sch District,Monterey,f,f,f,f,f,f,Ms.,f,f,Health & Life Science,Math & Science,,,Supplies,highest poverty,Grades PreK-2,30.0,406.04,477.69,29.0,f,f,2013-02-26
3e09b323ac4b2307faa184202737ec26,4a9b01c66f8b9afd33cc408274601bf6,db142707610c34668711ba0f9f9ab94a,220004502307.0,29.968748,-90.053818,New Orleans,LA,70117.0,urban,New Orleans Recovery School District,Orleans,t,f,f,f,t,f,Ms.,t,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,30.0,827.43,973.45,300.0,f,f,2013-02-24
5f895cc15af9a50cf75b96f1bb745d79,5bb3bc3ddf2a998510958715ea628eb4,a66a4dce67332fcd79d7b651b66c9b32,531005001682.0,45.903416,-122.748221,Woodland,WA,98674.0,,Woodland School District 404,Cowlitz,f,f,f,f,f,f,Mrs.,f,f,Special Needs,Special Needs,,,Supplies,high poverty,Grades 9-12,30.0,183.97,216.44,14.0,f,f,2013-02-24
295a82aa5cd8eb8e7c087af93b650460,2860e1bc2136c8bb874efec6be9c9e78,a228f476802b00c18c38ac81a787637e,,38.604833,-90.225606,Saint Louis,MO,63118.0,urban,Missouri Dept of Education,St Louis City,t,f,f,f,t,f,Ms.,f,f,Visual Arts,Music & The Arts,,,Supplies,highest poverty,Grades 6-8,30.0,799.31,940.36,301.0,f,f,2013-02-24
2042bb56b4d597035c0d2ff6bfbb5525,e72b7aeca4d584be1bcef09b3d4333ec,54898a9500bb56efd080f1b654f7eaec,130570001829.0,34.960321,-84.948299,Cohutta,GA,30710.0,rural,Whitfield Co School District,Whitfield,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Early Development,Applied Learning,Technology,highest poverty,Grades PreK-2,30.0,849.52,999.44,48.0,f,f,2013-02-20
