projectid,is_exciting,at_least_1_teacher_referred_donor,fully_funded,at_least_1_green_donation,great_chat,three_or_more_non_teacher_referred_donors,one_non_teacher_referred_donor_giving_100_plus,donation_from_thoughtful_donor,great_messages_proportion,teacher_referred_count,non_teacher_referred_count
a530c1d7fe4bc652b969ae46b612ec04,t,t,t,t,t,t,f,f,70.0,5.0,8.0
1d33ff6189c79e345cebd26113890f63,t,t,t,t,t,f,t,f,66.0,1.0,2.0
5ecde01205bc4a2ef37d86fb7e6f3676,f,f,f,f,f,f,f,f,,0.0,1.0
992f0f2c14de19c6aebe7777b9caeded,f,f,t,t,f,f,t,f,50.0,0.0,2.0
7445e3fdd32a1ac1308457927fbcd375,t,t,t,t,t,f,t,f,80.0,4.0,1.0
d88fd2f2d252ef7769da54353488b215,f,f,t,t,t,t,t,f,63.0,0.0,11.0
b4fe8bedf67b180dca19bbe7546ba3ba,f,f,t,f,f,f,t,f,50.0,0.0,2.0
dcd8bbb3016627ea36aa43a283183959,t,t,t,t,t,t,t,f,71.0,2.0,5.0
41c045dea754fe99a94f869db2bcd0b8,t,t,t,t,t,t,t,f,66.0,3.0,5.0
1a4debd123608b1bb7d2ea7fd32b162a,t,t,t,t,t,t,t,f,90.0,2.0,8.0
3ba34af8bb1a8d9a1a5b66b1ca570224,t,t,t,t,t,t,t,f,70.0,6.0,5.0
0053cf139e7abd7216a363682be6e683,f,,f,,f,,,,,,
12b0f4ade7a2d40c6951e022d9e80778,f,t,f,t,f,t,f,f,42.0,2.0,5.0
6731012a7d809b743a774b72ac541ae8,f,,f,,f,,,,,,
4f0413bfba5f5cba203d1f29a91fbf4c,t,t,t,t,t,t,t,f,71.0,2.0,3.0
32883b76d3a49a9c788fde8ae13e821d,t,t,t,t,t,t,f,f,66.0,3.0,11.0
bae66f7ba9c7e2fa6827d03e24831467,f,f,t,t,f,t,f,f,11.0,0.0,12.0
282d30697514ef41fdf898dd51c3a1cc,f,,f,,f,,,,,,
4762e19ac04d8328755d544cce10566e,f,f,f,f,t,f,f,f,100.0,0.0,1.0
18c71219f8f40e9228d597cb311c88b1,t,t,t,t,t,t,f,f,85.0,1.0,7.0
9c08f1cc1aedb24f8080261bb49b5951,t,t,t,t,t,t,t,f,90.0,6.0,5.0
580a9dc49a7681eb638802ae3313f083,f,f,f,t,f,f,f,f,,0.0,1.0
8abc5baa54128ec93d80323460da6242,t,t,t,t,t,t,t,f,80.0,1.0,4.0
e1b6fd5c2eeecd69c55a70404a9b979e,t,t,t,t,t,t,t,f,63.0,2.0,16.0
10a25a51c6b46979037651804d88d8ab,t,t,t,t,t,t,t,f,80.0,2.0,3.0
9d50af77a23863be285fa3cef42f3985,f,f,t,t,t,t,t,f,66.0,0.0,3.0
e9f87663fe38c3918311a6410a166770,f,f,t,t,f,f,t,f,50.0,0.0,2.0
134e804062ddd7c17057eeeec2d45d82,t,t,t,t,t,t,t,f,87.0,7.0,4.0
c5228eac89d3d2550514fd5af2404221,t,t,t,t,t,t,t,f,87.0,2.0,6.0
f61f769c38f1b238c0e14260d3552e10,t,t,t,t,t,t,t,f,100.0,9.0,4.0
a987614b650189c6b4f938a44ce04cf8,f,f,t,t,t,t,t,f,66.0,0.0,3.0
0bb78dc02354a8cec78a25a4292c9bbf,t,t,t,t,t,t,f,f,71.0,2.0,5.0
28c78d1fa563ec04ad4e79830f720b13,f,f,t,t,f,f,t,f,,0.0,1.0
400afc50705e321fed4a1670a7d141ab,t,t,t,t,t,t,f,f,66.0,1.0,7.0
12c249946dd2cdc3f3cddd92f93e25b1,t,t,t,t,t,t,t,f,75.0,2.0,3.0
734082b168b225aa742f0acda8cb7b4c,t,t,t,t,t,t,f,f,72.0,2.0,39.0
4e030d3dd1649aed9bb50e8f3fdbec35,t,t,t,t,t,f,t,f,66.0,1.0,2.0
9d403cb7ea570e4bed1c775ad339c236,f,f,t,t,t,t,t,f,100.0,0.0,3.0
ba52fec0534e1380eb2e1f08c2e4fa21,t,t,t,t,t,t,f,f,75.0,4.0,6.0
fdd61357ea028641fc36f6f3a2bee89e,f,f,t,f,f,f,t,f,0.0,0.0,1.0
f5b905fd10b002d4a8cf559fba8b89bc,f,f,t,t,t,t,t,f,66.0,0.0,3.0
dd6b0dc04a3962e9730648598ff0b018,f,f,t,t,t,f,t,f,100.0,0.0,2.0
fcbb267f31eedd4427b504279771a7bd,f,f,t,f,f,f,t,f,,0.0,1.0
951e9cf88104a7f6c72a3218d38ccea1,t,t,t,t,t,t,t,f,100.0,1.0,4.0
8780765792c5e3d87de2c019ad97474f,f,f,t,f,f,t,f,f,50.0,0.0,9.0
97b2cb81eb12d17cf4cc59af957072b6,t,t,t,t,t,t,t,f,66.0,5.0,3.0
27d2c28a5e1bd3762ef173b721cb039a,f,f,f,t,t,t,f,f,80.0,0.0,5.0
9d42db6db2030771de8d18f84ab6937f,f,f,t,t,f,t,t,f,50.0,0.0,3.0
f2287da7f66383d11de4a43fefbcb243,f,,f,,f,,,,,,
b73ae7debf548e52ec0ed771047c0f63,t,t,t,t,t,t,t,f,87.0,2.0,6.0
0459ffcd47b3824368bb202207b52f41,f,,f,,f,,,,,,
e4fe1866043d6cc18ea820fd30e31a87,f,,f,,f,,,,,,
8908283e2a6a91fe06d438726369fe72,t,t,t,t,t,t,f,f,62.0,7.0,5.0
a488a6451ca044e375ac590d7c95826e,f,f,t,t,f,t,t,f,33.0,0.0,3.0
6ec56bffcdec15f2b1b068d8c21cb812,f,f,t,t,t,t,t,f,100.0,0.0,10.0
d166d588b2d49535c2d883573dd0ae4a,t,t,t,t,t,t,t,f,100.0,4.0,20.0
26f9806220ea7c2eeb5425080389ca75,t,t,t,t,t,t,f,f,63.0,5.0,6.0
adbd5ce72fb4f8140e79b8afc8616e57,t,t,t,t,t,t,f,f,75.0,3.0,6.0
e48d0f4098e1a5c8768192f3e66d58a4,f,f,t,t,f,t,t,f,50.0,0.0,4.0
d836196f42d3c302b3ce39812c43f824,t,t,t,t,t,t,t,f,80.0,7.0,5.0
dffc59d767762c3e79af3789e7810ae7,f,f,t,f,f,f,t,f,,0.0,1.0
4d364b600cb59291a372ac3af3e71a34,f,,f,,f,,,,,,
6249116b78eb325952787f32c2ff5446,t,t,t,t,t,t,t,f,87.0,6.0,3.0
fdbd59dc9b3cac8ffcd28dfd874fc4ae,f,t,t,t,f,t,f,f,37.0,4.0,7.0
2f984060a43ac6bce450bcbc5221bcd2,t,t,t,t,t,t,f,f,70.0,2.0,11.0
6f9600e5291d70e13b938b6d3ff6e16f,t,t,t,t,t,t,t,f,100.0,2.0,5.0
6d12b927be3eabc58c13f47084efb9df,f,t,f,t,f,t,f,f,33.0,1.0,5.0
c531589abb7b2d80993f42943b49b9a3,f,f,t,t,t,f,t,f,100.0,0.0,1.0
7543497b63b6ffe67e5b425f7d9cca5c,f,t,t,t,f,t,f,f,60.0,2.0,5.0
ae04f61df30c290ed6f2fb8ffb62aa0a,t,t,t,t,t,f,t,f,100.0,1.0,1.0
82c7e2cf9a490b425ac44f1089b45acf,t,t,t,t,t,t,f,f,71.0,3.0,11.0
c38078280334c095e6d22ddad16a0f8e,f,f,t,t,f,t,f,f,0.0,0.0,9.0
0c0f2137d23c5d67276c6d55965e2820,f,f,t,t,t,t,t,f,83.0,0.0,7.0
8cfa57e050e1e99762d88ce847343708,t,t,t,t,t,t,t,f,75.0,1.0,3.0
ef4d21c4fbb56f6158f1355ea5ff276f,t,t,t,t,t,t,t,t,66.0,1.0,4.0
4481ea85d92189d6072c0a1b138b896f,t,t,t,t,t,t,f,f,71.0,3.0,5.0
e184a626d25788f8f606455570dafc2a,t,t,t,t,t,t,t,f,100.0,1.0,8.0
d75a907cb67babc0fd3f3a9a16bd141c,f,,f,,f,,,,,,
4196ff1ccd0ce7470afcc3869d277cde,f,f,t,f,f,f,t,f,,0.0,1.0
c561cdfbe96160dbb0ca9c87400467d7,f,t,t,t,f,t,t,f,40.0,2.0,5.0
f0259a1bb356f3844809b3ce2e2a5d48,f,f,t,t,f,f,t,f,,0.0,1.0
82a7a5aa68a840777a7d79dee84e2e85,f,t,t,t,f,t,t,f,26.0,3.0,10.0
84dafebe3ad30c8a2314aa0e98a3518d,f,f,t,f,f,f,t,f,0.0,0.0,1.0
541dbf724d093bfcbd2f8b0d30b6c868,t,t,t,t,t,t,t,f,66.0,5.0,4.0
711dfb36c9bab690fcbf5387e6eb86dc,f,f,t,t,f,t,t,f,60.0,0.0,3.0
b4f2812c889e6a0e5cc78db382e4578a,t,t,t,t,t,f,t,f,75.0,2.0,2.0
f5694a14be57449d485a134316a73893,f,f,t,f,f,t,t,f,,0.0,4.0
b532f4d6bce61a64116c38edb59bbc1b,t,t,t,t,t,t,f,f,75.0,3.0,4.0
0599020561fadc0b6bdb353b212e448f,t,t,t,t,t,t,t,f,72.0,1.0,12.0
b73063f7c00622a93d43ac2818d8f090,f,f,t,f,f,f,t,f,0.0,0.0,1.0
90a4cd1fc8951e33bf3fb7861a4f730f,t,t,t,t,t,f,t,f,100.0,2.0,1.0
efccf31a1e07b7b7e1c5284334fbbd64,t,t,t,t,t,f,t,f,83.0,3.0,2.0
3fa568368440cee044266708aadea9b8,t,t,t,t,t,t,t,f,62.0,3.0,5.0
ec4c3aab66d73a812a8d7d09ad947f83,f,t,f,t,f,t,f,f,55.0,2.0,5.0
882f1f4ed5ea391e5287c4b6696d3501,t,t,t,t,t,t,t,f,77.0,1.0,9.0
5c5c9fbde8d398511d48f3c55c4a6a06,t,t,t,t,t,f,t,f,100.0,2.0,1.0
89bc97763f5ec9652c71a316cff9b291,t,t,t,t,t,t,f,f,80.0,2.0,5.0
99948f3eeffbd8b9973fe8465ca7f09e,t,t,t,t,t,t,t,f,85.0,3.0,4.0
46308ddf9caab7fb927cf1a9866eaf16,f,,f,,f,,,,,,
15bee09dd9397f38f6532e87c02b0a09,f,f,t,f,f,t,t,f,0.0,0.0,3.0
12e255a57d60e6a90b5a36a8a5d807b9,t,t,t,t,t,t,f,f,62.0,3.0,6.0
817f41592fc513cb2b15ef620e7f0d9d,t,t,t,t,t,t,t,f,71.0,4.0,3.0
cdf5f0aa61432348c3274ec888deed73,f,,f,,f,,,,,,
23fa609af189f0395e0b0287682c5e8e,f,f,t,f,f,f,t,f,0.0,0.0,2.0
d63c8e932339eb16348ce03c6ce85c61,t,t,t,t,t,t,t,f,90.0,2.0,12.0
b6924a742136e26569a1423a5e12d80f,f,f,t,t,t,f,t,f,100.0,0.0,1.0
f3e9477fa1c48128d624dea36c679155,t,t,t,t,t,t,t,f,75.0,1.0,7.0
d2e37cdac5cbe4fd267864ab240b5282,t,t,t,t,t,t,t,f,75.0,1.0,5.0
266b4bdc6bc7653f959a6432225a58b9,t,t,t,t,t,t,t,f,71.0,2.0,9.0
d34fe315177c94dc4e7cfecbd697a0ad,f,f,t,t,t,t,t,f,100.0,0.0,3.0
8df385b3a06c5e5a217cff1d490361ae,f,f,t,f,t,f,f,f,100.0,0.0,1.0
d3b8a39ce6a7dd70d96f288bfa188425,f,f,t,t,f,f,t,f,,0.0,1.0
bc60a1c8138a34b982affca5b3abc425,f,f,f,t,f,t,f,f,33.0,0.0,4.0
aa896fef7e84b13e0d118d29aa0ef341,t,t,t,t,t,f,t,f,66.0,1.0,2.0
3b87d66c21eb1e1215ba4777b3f9b7ff,t,t,t,t,t,t,t,t,76.0,3.0,21.0
0e26daefe34c62446698f1d0bf175e82,f,f,t,t,f,f,t,f,,0.0,1.0
225040f37ac7b2d8df37dfb972a0ae7a,f,f,t,t,t,t,t,f,100.0,0.0,4.0
7c16b82cd945bb94ae86d6bc8807d318,f,f,t,f,f,f,t,f,,0.0,1.0
3035a950ba22deb33895086def515a47,f,t,t,t,f,t,t,f,42.0,3.0,4.0
f625c6d9e3803b242a168ce504506684,f,,f,,f,,,,,,
2f1771dfcc24feb1e5d8814dd81cbd96,f,f,t,t,f,f,t,f,,0.0,1.0
c1daae383a35e5d866d5a7f8cf4f1f6a,f,f,t,t,f,f,t,f,,0.0,1.0
10285ed51de5cc40bc7de553683df65d,t,t,t,t,t,t,t,f,87.0,3.0,5.0
fdbf1168b2f8ccf295c6cc8fdc9ecfae,t,t,t,t,t,f,t,f,100.0,1.0,1.0
b3c7ad85c8b5d27087b3a008a4808068,f,f,t,t,t,f,t,f,100.0,0.0,2.0
97e956c93b3a0bd02fddfa395283c78f,t,t,t,t,t,f,t,f,100.0,2.0,1.0
6072deda452ad85c63ebdb78b8f69e83,t,t,t,t,t,t,f,f,80.0,2.0,3.0
260d7ac2ec3da89ef31fbac97e9e6a3d,f,f,t,t,t,t,t,f,62.0,0.0,9.0
2802a5a1337be47f21d8762bcd9515bd,f,f,t,t,f,t,t,f,,0.0,3.0
1ac8af0eded8dc9ece6c4ac8ebfc2b9a,t,t,t,t,t,t,f,f,78.0,5.0,44.0
84cede1eadfebc2d6e2832112b05b04f,f,f,t,t,f,t,t,f,25.0,0.0,4.0
fa5105ef1a1b83921f10ff8b4d957889,f,f,t,t,t,t,t,f,75.0,0.0,4.0
e81b2c8794f7c397f73da18b2ed9d723,t,t,t,t,t,t,f,f,81.0,2.0,12.0
aa0878468388a5cb5ba3617e59d9ce42,f,f,t,t,f,t,t,f,50.0,0.0,3.0
58f0e3bd41734bd2a0c8fa28fc69ee81,f,f,t,t,t,f,t,f,100.0,0.0,1.0
d816188bec1d3b93098e522b42d319a5,f,,f,,f,,,,,,
f3941a1221bb4fca3ba56f4b8e4c981e,t,t,t,t,t,t,f,f,88.0,1.0,64.0
e1f59f7f674374c9d26ee4e3bb501d92,f,f,f,f,t,f,f,f,100.0,0.0,1.0
eeb62e5edbffdcba79c776b904e054a7,f,,f,,f,,,,,,
3a2fc27a735dbaec0d884ea94c1b3d7f,t,t,t,t,t,t,t,t,71.0,4.0,10.0
a2907871d953a5c5d766512978712d5a,f,f,t,f,f,f,t,f,0.0,0.0,1.0
586b8d6b3b2000201d7f3cb1c7702eb2,t,t,t,t,t,t,t,f,83.0,1.0,5.0
ff4ce5f2965a88a2d0b16e8e917ed0b0,t,t,t,t,t,t,t,t,98.0,1.0,26.0
e556bab6a7a31e5b00dc0b6d489230e1,t,t,t,t,t,f,t,f,75.0,1.0,2.0
1b37367e3f61d0f3408ae6a85c68324b,t,t,t,t,t,t,t,f,75.0,1.0,3.0
285025ba1466ee41ba277c9d318654f8,t,t,t,t,t,t,t,f,63.0,4.0,9.0
02a9eb43f2923f305ec0fbcf18f13ce3,t,t,t,t,t,t,t,f,68.0,1.0,18.0
4d21c84cd53dacdb5b3bf5521ecd6f42,f,,f,,f,,,,,,
a45c97f3a940275815b8903eab9c287d,t,t,t,t,t,t,t,t,80.0,2.0,15.0
141b10ea1649a88666100d6dc3b26e2b,t,t,t,t,t,t,t,f,100.0,2.0,5.0
06e1d78ee0e6999eb7de81c4cd37e90b,f,f,t,t,f,t,f,f,25.0,0.0,9.0
41671b11a7e6b88c0a35f255cfc4a103,t,t,t,t,t,t,t,f,81.0,6.0,5.0
efed5e2a818d4c1dac759101e0f63e86,t,t,t,t,t,t,t,f,87.0,2.0,7.0
de346e04b9cc890231e14b2522c6699f,t,t,t,t,t,t,t,f,80.0,2.0,3.0
437ed64a6305a53dd5e66b7f3f77909b,f,f,f,f,f,f,f,f,,0.0,1.0
527d55477bc22484168d2a6281f0cca9,f,t,t,t,f,f,f,f,50.0,4.0,0.0
e44e09b5edcf1c1f6e1b588c0dd007f5,t,t,t,t,t,t,t,f,72.0,3.0,8.0
0234558e631e98123fcd02a3e6d6c4ae,f,t,t,t,f,t,f,f,46.0,5.0,11.0
39f1a3c33e23d0bc613bce4d6a500f73,f,f,t,t,f,t,t,f,,0.0,3.0
835dab1739df86cf884658a14ed45ac3,t,t,t,t,t,t,f,f,66.0,1.0,5.0
7883608bd27261de6bb5cb275d0f1839,f,f,f,t,t,f,t,f,100.0,0.0,1.0
bfb7eb1147855da7a55e6d04d5dc44af,t,t,t,t,t,t,t,f,64.0,9.0,5.0
d0bc61b883fe00931b447f5ad85a37d0,f,f,t,t,f,t,t,f,0.0,0.0,3.0
a2d01b40de9c3513cb7ca28db665f99f,f,,f,,f,,,,,,
76a2742d11e5a0c0ef28231fe42d5958,t,t,t,t,t,t,f,f,62.0,1.0,20.0
7e69883fe9b2a8b25367d723e7a44c70,f,f,t,t,f,f,t,f,0.0,0.0,1.0
a37484fbcf3319e496e2d9b0731e2306,t,t,t,t,t,t,f,f,73.0,2.0,12.0
ec629dd502878b5bd5c9478ff9738b3b,f,t,t,t,f,t,t,f,50.0,4.0,5.0
960e6ba2e4ab69853689510734279ac2,t,t,t,t,t,t,t,f,64.0,1.0,11.0
d75fbe71eb75ea45851ea5d37dc38eb8,f,t,t,t,f,t,t,f,0.0,2.0,3.0
32506220955080fde2839f0fdf94d72d,t,t,t,t,t,t,t,f,83.0,2.0,4.0
d4eb5546f8076e7ac199203b97ca2178,t,t,t,t,t,t,t,f,100.0,8.0,10.0
1866fde4fcc576ead71c354edfda2e31,t,t,t,t,t,t,f,f,100.0,1.0,4.0
28ae1a96245e395a05bbc97b8cd64bd6,f,,f,,f,,,,,,
bfda79d9316394de1e1536c320f10c87,t,t,t,t,t,t,f,f,88.0,5.0,7.0
9b67d1b57bcbc05c074ece0781e56b47,t,t,t,t,t,t,t,f,75.0,1.0,3.0
718698923c8dea59c55616e535f61acb,f,f,t,t,t,f,t,f,100.0,0.0,2.0
e4fb8e6c8ec2e743f6d687ff3cdaa4cd,f,,f,,f,,,,,,
899acb961e0427a01d0f8235cf88c9ea,f,,f,,f,,,,,,
3a96600537597b62a62714619ac101d2,f,t,t,t,f,t,f,f,0.0,2.0,4.0
03baa6b308644a864efb72db76f79d53,t,t,t,t,t,f,t,f,66.0,1.0,2.0
3a0a9c83003afb2a0276e8d41e6d2a6a,f,f,t,t,t,f,t,f,100.0,0.0,2.0
543b506bde76c05925cacc4145d01130,f,f,t,f,f,f,t,f,0.0,0.0,1.0
9fa06cc2751dccb77b3b484f3e3c166a,f,f,t,f,t,t,t,f,66.0,0.0,4.0
7cca9fd378153e11c8b30e2efcd47893,f,f,t,t,f,f,f,f,50.0,0.0,2.0
8508aeea7a68548e8c36663b6819c382,f,f,f,f,f,t,f,f,50.0,0.0,3.0
8139fd597ebbedec162aab68b2614859,f,f,f,f,f,f,f,f,0.0,0.0,1.0
2369c1015a84c65e2b0d66f34ae7930f,f,f,t,t,f,f,t,f,,0.0,2.0
318e30a5fdaf6fac2861b22d74093814,f,f,t,t,f,t,t,f,20.0,0.0,4.0
0159e72da555c369dde5ce3a98f239f9,f,f,f,f,f,f,f,f,0.0,0.0,1.0
90800a6a3fa5a84402db5591a40ec31e,t,t,t,t,t,t,t,f,83.0,3.0,4.0
0f8d12e9fd814d87e08bbba3c85bf00c,t,t,t,t,t,t,f,f,62.0,3.0,6.0
01c7d0e0271e8661f124f99bb628486d,f,f,t,f,f,f,t,f,,0.0,1.0
d64e53ad37f8191faed8424d46d6367a,f,t,t,t,f,f,t,f,50.0,3.0,2.0
9c649ab98927b11da3dbe2d9aea586f9,f,f,t,f,f,f,t,f,,0.0,1.0
782bac8a842df4b4e66e27fc70e397d3,f,t,t,t,f,t,t,f,22.0,3.0,5.0
210af0344ea71339b2c2d343cd2758fa,t,t,t,t,t,t,t,f,66.0,1.0,3.0
6de9d766320344e64f2e6fc7cfc2da60,t,t,t,t,t,t,f,f,90.0,11.0,4.0
627bcbcc55a017fca8a8c39d24cb629c,t,t,t,t,t,t,t,f,62.0,1.0,6.0
9e303f81f4c0287387ce076be8865745,f,t,t,t,f,t,t,f,47.0,10.0,8.0
84c0411194be1790865fdc51f1bd00d1,f,t,t,t,f,t,f,f,28.0,2.0,3.0
ef62f0df14f6e06558a68fbbda3b583d,t,t,t,t,t,f,t,f,66.0,2.0,2.0
b4d45d90022fe9f3b5a7a755dbb7eb22,t,t,t,t,t,t,t,t,81.0,3.0,5.0
11ace71c074460459bed3cab1bb5abc4,f,f,f,f,t,f,f,f,100.0,0.0,1.0
2d26065bbb6862b52be6bea4f0c7163d,f,,f,,f,,,,,,
b7ea8988d3ebaa3ad9021736cfa4930d,f,t,f,t,f,f,f,f,33.0,3.0,1.0
60538c71d4687d13f00eb92e6e005f07,f,t,t,t,f,t,t,f,50.0,1.0,4.0
83cb6a34479562be53cf41e7537657fc,t,t,t,t,t,t,t,f,68.0,7.0,9.0
8cab83340ec463bcd08336e6b4f3cdba,f,f,f,t,t,f,f,f,100.0,0.0,2.0
f9ca4baa60ac9d0e73ca4216d71d397d,t,t,t,t,t,t,t,f,100.0,2.0,5.0
56e26df1d42054389414fb0f5f4c28f5,f,,f,,f,,,,,,
5d3318a42bf64c3406be6f222b688b3c,f,f,t,t,t,f,t,f,100.0,0.0,1.0
2c24aee1fa1f98700a0f2d0f00aae557,f,t,t,t,f,t,t,f,50.0,3.0,4.0
e5b1e884f66e7c5687ae72a2e696b505,t,t,t,t,t,t,t,f,91.0,1.0,17.0
3eb19f96796795d99bf52f5e0b2101c6,f,f,t,t,f,f,t,f,,0.0,1.0
8fcdbd57959922445cb2ffc2e4d2193f,t,t,t,t,t,t,t,f,63.0,4.0,16.0
dfd52fabb4809e96a9ec0df30c9c8316,f,f,t,f,f,f,t,f,0.0,0.0,1.0
7174b8ff19da56390ee1a213eb6f5ad7,t,t,t,t,t,t,t,f,68.0,10.0,39.0
d9aaa2e7e1bcb4de28d0e67cc665b87f,f,t,t,t,f,t,t,f,16.0,1.0,5.0
6ba7011fef41b7ba4a95962ba30802ef,f,f,t,t,t,t,t,f,66.0,0.0,5.0
955fd1a346db6e7d121b18d831428c90,t,t,t,t,t,t,t,f,66.0,1.0,12.0
e1ffcd4433ee68c4d8c08fca6729b003,t,t,t,t,t,t,f,f,77.0,4.0,5.0
295a82aa5cd8eb8e7c087af93b650460,t,t,t,t,t,t,t,f,75.0,3.0,13.0
2f57dd6f6c29e10ab28983ab22f3828e,t,t,t,t,t,t,t,f,91.0,6.0,7.0
00039d3650a7c39ce6d2af7ad19b0a4f,f,,f,,f,,,,,,
d02576d78240714f9613babf6dd4cca9,t,t,t,t,t,t,t,f,66.0,2.0,8.0
35006033685325c4a790e2b7631ad08c,t,t,t,t,t,t,f,f,63.0,5.0,6.0
b7cfe169d3991d2bb78a611108e3e2a6,f,t,t,f,f,f,f,f,0.0,1.0,2.0
668efe8b855d01f1d118c120dac789e8,f,f,t,t,f,t,t,f,33.0,0.0,3.0
d487d731e224a9d80d25c910ff4718db,f,f,t,t,f,t,t,f,50.0,0.0,6.0
cab9effb8bcbf8f124a44dbb9f8428f6,t,t,t,t,t,t,f,f,64.0,6.0,12.0
c584caa7164856e41922a541d22cfd98,t,t,t,t,t,t,f,f,80.0,7.0,11.0
9ecc27461a502e68910b3c1446c95c66,t,t,t,t,t,t,t,f,100.0,1.0,5.0
d1dc3b381073dee409a8220b92eeeddb,f,f,t,t,f,f,t,f,0.0,0.0,1.0
c60175f4c737d51cf8ddf2dd837d17fe,f,t,t,t,f,t,f,f,40.0,6.0,4.0
997d0bc97993025d91ccee6e8dbeb93c,t,t,t,t,t,t,t,f,77.0,3.0,7.0
b414fa56a6e44af43f59a795da36e3a6,t,t,t,t,t,f,t,f,100.0,1.0,1.0
076a7c8ec4f9da9313991c447dbe3482,t,t,t,t,t,t,t,f,69.0,3.0,7.0
58e3d1166d4e5f0736d3f7090ad737b8,f,f,t,f,f,t,t,f,0.0,0.0,3.0
71e2a587652de576da685b0567196eaf,t,t,t,t,t,f,t,t,100.0,1.0,1.0
2392cff144a3fd8a361be1b8ee2d8d42,f,f,t,f,f,t,t,f,0.0,0.0,23.0
d341189f460b03487adbd725047928d0,f,f,t,f,f,f,t,f,0.0,0.0,1.0
87fb628812066cc02aeeb98159ffcca0,f,f,t,t,t,t,t,f,100.0,0.0,6.0
4a74baecfbcd1d2c9103906334e85043,f,f,t,t,f,t,t,t,37.0,0.0,12.0
5c76d1d4acc2c21c91d7b9e9b434dd22,f,f,f,f,f,t,f,f,0.0,0.0,4.0
7be3c00a0b7fecf9aa8d9bf7db022ada,f,f,t,t,f,f,t,t,,0.0,2.0
c95777326c12bcc085dacf1a5187940c,t,t,t,t,t,t,t,f,66.0,3.0,6.0
0060237ae927864929b4116040f1b7e6,t,t,t,t,t,t,t,f,100.0,1.0,4.0
7cfa51a8fa1485511cc5fc8f068cb5a7,t,t,t,t,t,t,f,f,66.0,3.0,3.0
1eb71f178b05283a87ee12cc033799fb,f,f,t,f,f,f,t,f,0.0,0.0,2.0
2d45b050fc323680e6e457e0ba476b6b,f,f,t,t,f,t,t,f,0.0,0.0,4.0
ffad5d96dcb1ba7757d8e947151fe44f,f,f,t,f,f,f,t,f,0.0,0.0,1.0
40f8d2751db4aa331d4153932a4905d9,t,t,t,t,t,t,t,f,75.0,1.0,5.0
6d6d4c745a744bc02fe4ec4655a0ebc7,t,t,t,t,t,t,t,f,87.0,6.0,4.0
786433f99cd1407514bd4cc58451589d,f,,f,,f,,,,,,
31d9d10bbb8ffcccfe9117fee272aa63,f,,f,,f,,,,,,
300cf921462d35d8f3e8165ca08356a8,t,t,t,t,t,t,t,f,100.0,1.0,3.0
78a0dd378406ff5b1cad4be07e3edb80,f,f,t,t,f,t,t,f,,0.0,9.0
32a3bc9f9ecf6bd72bcb59a1f5e49718,t,t,t,t,t,t,t,f,75.0,2.0,13.0
9db8af2ed7c1aabf61d37eef9cd7b055,t,t,t,t,t,t,t,f,70.0,1.0,8.0
efc8a7097f95478d806f2dade281428d,t,t,t,t,t,f,t,f,100.0,1.0,2.0
1c536956c53311be0ba22bff1b729cc3,t,t,t,t,t,t,f,f,66.0,1.0,7.0
4a2cc42ed7d6fa08481a89c0406f6d67,f,t,t,t,f,f,t,f,0.0,2.0,2.0
7883547d5500bb6cc245af5738d8fb70,f,f,f,t,t,f,f,f,100.0,0.0,2.0
e119b9f010caaa7e4e5404d392b1d1aa,t,t,t,t,t,t,t,f,63.0,3.0,14.0
735c7c8a67283c42893b64f09085864c,t,t,t,t,t,t,t,f,66.0,2.0,4.0
2d3d03fdf3737c1bb62e2aa35ed5316b,t,t,t,t,t,t,t,f,83.0,2.0,4.0
1bebfed39867b3ba0c0fef7406ed855d,f,f,t,t,t,f,t,f,100.0,0.0,1.0
2e0dc8a73799e4dbf9038f5f1327dbab,f,f,t,t,f,t,t,f,0.0,0.0,3.0
de1866cfb246e481d5e626973360bafb,f,f,t,f,f,f,t,f,0.0,0.0,2.0
9f0e969003038cae197836e20555dc63,t,t,t,t,t,t,t,f,75.0,1.0,4.0
51fe531cdf9a4ba98b7677fb2ae6e078,f,t,t,t,f,t,f,f,20.0,3.0,3.0
56817ed87952bc6226939f08491b82fa,t,t,t,t,t,t,t,f,68.0,11.0,7.0
102404589b6255d65a394f2566c11436,t,t,t,t,t,t,f,f,71.0,18.0,4.0
d9c4a252eef73165fce2acae24772217,t,t,t,t,t,t,t,f,66.0,2.0,4.0
7d86d204cca3fb0e4ccf79956ae04aae,f,t,t,t,f,f,f,f,50.0,4.0,2.0
5622b6395a2078f36ffcb2a086a40309,t,t,t,t,t,t,t,f,70.0,6.0,8.0
698dffada41172cb403896b7dcb28b58,f,f,t,t,f,t,t,f,,0.0,5.0
b0b44a0dd12ec15f97268864db65df8e,t,t,t,t,t,f,t,f,100.0,1.0,2.0
cf9b892d65279745836d883962cd780b,f,f,t,t,f,f,f,t,0.0,0.0,2.0
df2b9669664d3711edc056d0f868f6d3,f,f,t,f,f,f,t,f,0.0,0.0,1.0
f43a54d54ab5415f0125667d492384c3,f,f,t,f,f,t,t,f,,0.0,7.0
46576b07fdff81256fcd344bb8526a41,t,t,t,t,t,t,t,f,77.0,1.0,11.0
