id,authorized_flag,card_id,city_id,category_1,installments,category_3,merchant_category_id,merchant_id,month_lag,purchase_amount,purchase_date,category_2,state_id,subsector_id
625,Y,C_ID_df44124a83,88,N,0,A,518,M_ID_7acb0cf191,1,-0.74239984,422749,1.0,16,27
626,Y,C_ID_df44124a83,88,N,0,A,87,M_ID_9f64c04b41,1,-0.71685477,422249,1.0,16,27
627,Y,C_ID_df44124a83,60,N,0,A,705,M_ID_a65f47d466,2,-0.7134137,423474,1.0,16,33
628,Y,C_ID_df44124a83,88,N,0,A,80,M_ID_e020e9b302,1,-0.74390249,422633,1.0,16,37
629,Y,C_ID_8fa2ad405d,286,N,0,A,222,M_ID_78191eff6c,2,-0.68663646,423134,3.0,3,21
630,Y,C_ID_8fa2ad405d,69,N,0,A,645,M_ID_865c10abd6,2,-0.68680175,423300,1.0,9,4
631,Y,C_ID_8fa2ad405d,286,N,0,A,705,M_ID_2caac72d8e,1,-0.7412428,422314,3.0,3,33
632,Y,C_ID_8fa2ad405d,286,N,0,A,68,M_ID_4be560aea2,2,-0.70182826,423303,3.0,3,27
633,Y,C_ID_8fa2ad405d,199,N,0,A,367,M_ID_04d23b79ee,2,-0.56658965,423422,4.0,14,16
634,Y,C_ID_8fa2ad405d,286,N,0,A,705,M_ID_5e44f49dd3,1,-0.70169302,422251,3.0,3,33
635,Y,C_ID_8fa2ad405d,286,N,0,A,33,M_ID_48ce18f052,2,-0.72286538,423135,3.0,3,29
636,Y,C_ID_8fa2ad405d,286,N,0,A,367,M_ID_48e3014442,2,-0.71986007,423318,3.0,3,16
637,Y,C_ID_8fa2ad405d,286,N,0,A,80,M_ID_ecd53c613e,2,-0.7397702,423248,3.0,3,37
638,Y,C_ID_bf2d3ffb67,96,N,0,A,367,M_ID_987315e313,1,-0.69225637,421343,2.0,24,16
639,Y,C_ID_bf2d3ffb67,87,N,0,A,550,M_ID_d9733fab09,2,-0.65674872,421646,3.0,11,3
640,Y,C_ID_bf2d3ffb67,-1,N,0,A,19,M_ID_b73f3fd741,1,-0.72436803,421002,,-1,36
641,Y,C_ID_bf2d3ffb67,87,N,0,A,367,M_ID_eadef5a95f,1,-0.66290959,421492,3.0,11,16
642,Y,C_ID_bf2d3ffb67,87,N,0,A,178,M_ID_831c0c89d8,1,-0.68680175,421476,3.0,11,29
643,Y,C_ID_bf2d3ffb67,-1,N,0,A,278,M_ID_0cf9bcb0ae,1,-0.71535212,420885,,-1,37
644,Y,C_ID_bf2d3ffb67,87,N,0,A,278,M_ID_b201729c55,2,-0.71828229,421530,3.0,11,37
645,Y,C_ID_bf2d3ffb67,87,N,0,A,884,M_ID_18666da01c,2,-0.71685477,421533,3.0,11,27
646,Y,C_ID_bf2d3ffb67,179,N,0,A,884,M_ID_281876868c,1,-0.65682386,421454,,-1,27
647,Y,C_ID_bf2d3ffb67,96,N,0,A,705,M_ID_aadedb59da,1,-0.7169299,421406,2.0,24,33
648,Y,C_ID_bf2d3ffb67,137,N,0,A,560,M_ID_d1f8cc0632,2,-0.74164852,421713,3.0,19,34
649,Y,C_ID_bf2d3ffb67,-1,N,0,A,683,M_ID_94f8b04649,2,-0.71234682,421843,,-1,34
650,Y,C_ID_bf2d3ffb67,87,N,0,A,278,M_ID_c94add5b7c,1,-0.70310551,421462,3.0,11,37
651,Y,C_ID_bf2d3ffb67,-1,N,0,A,560,M_ID_5b9693ee56,1,-0.73638924,421019,,-1,34
652,Y,C_ID_bf2d3ffb67,179,N,0,A,884,M_ID_3cdfffb957,1,-0.65689899,421455,,-1,27
653,Y,C_ID_bf2d3ffb67,137,N,0,A,278,M_ID_3f897c07d9,2,-0.68680175,421718,3.0,19,37
654,Y,C_ID_bf2d3ffb67,322,N,0,A,80,M_ID_0f46f923ba,1,-0.70783886,421499,3.0,11,37
655,Y,C_ID_bf2d3ffb67,179,N,0,A,690,M_ID_74ddd2271c,1,-0.5590764,421451,,-1,1
656,Y,C_ID_bf2d3ffb67,-1,N,0,A,130,M_ID_33314e11fb,1,-0.46891733,420904,,-1,41
657,Y,C_ID_bf2d3ffb67,-1,N,0,A,529,M_ID_0ecfbe3d4d,2,-0.29611244,422024,,-1,20
658,Y,C_ID_bf2d3ffb67,-1,N,0,A,651,M_ID_91e11c37d6,1,-0.58161617,421189,,-1,2
659,Y,C_ID_bf2d3ffb67,143,N,0,A,506,M_ID_a9d91682ad,1,-0.70798913,421219,5.0,5,30
660,Y,C_ID_bf2d3ffb67,87,N,0,A,80,M_ID_735b2a943d,2,-0.72768889,421549,3.0,11,37
661,Y,C_ID_bf2d3ffb67,137,N,0,A,80,M_ID_fd1f12c3f8,2,-0.72737333,421672,3.0,19,37
662,Y,C_ID_bf2d3ffb67,-1,N,0,A,511,M_ID_594d88180a,1,-0.72354157,420770,,-1,7
663,Y,C_ID_bf2d3ffb67,87,N,0,A,506,M_ID_a8aabcb57d,2,-0.71399973,421575,3.0,11,30
664,Y,C_ID_bf2d3ffb67,179,N,0,A,884,M_ID_f49fce45fb,1,-0.60565858,421452,,-1,27
665,Y,C_ID_bf2d3ffb67,96,N,0,A,705,M_ID_eadbac8ee2,1,-0.73285801,421389,2.0,24,33
666,Y,C_ID_bf2d3ffb67,-1,N,0,A,884,M_ID_8d5ab57c13,1,-0.50798626,421192,,-1,27
667,Y,C_ID_bf2d3ffb67,-1,N,0,A,360,M_ID_45741284b6,1,-0.73338393,420768,,-1,34
668,Y,C_ID_bf2d3ffb67,-1,N,0,A,506,M_ID_75d15f7b56,1,-0.73338393,420855,,-1,30
669,Y,C_ID_bf2d3ffb67,87,N,0,A,842,M_ID_c00ea219d7,2,-0.71685477,421560,3.0,11,37
670,Y,C_ID_bf2d3ffb67,87,N,0,A,884,M_ID_e75a29b136,1,-0.61181945,421485,3.0,11,27
671,Y,C_ID_bf2d3ffb67,87,N,0,A,367,M_ID_a995d2dd34,2,-0.72469861,421527,3.0,11,16
672,Y,C_ID_bf2d3ffb67,87,N,0,A,278,M_ID_2e0c6551e0,1,-0.70783886,421463,3.0,11,37
673,Y,C_ID_bf2d3ffb67,322,N,0,A,278,M_ID_930686b78c,1,-0.73188128,421503,3.0,11,37
674,Y,C_ID_bf2d3ffb67,87,N,0,A,130,M_ID_697955825d,2,-0.67928849,421550,3.0,11,41
675,Y,C_ID_bf2d3ffb67,137,N,0,A,278,M_ID_f263e4c770,2,-0.72136273,421680,3.0,19,37
676,Y,C_ID_bf2d3ffb67,179,N,0,A,713,M_ID_0afdb831c6,1,-0.65674872,421457,,-1,31
677,Y,C_ID_bf2d3ffb67,87,N,0,A,80,M_ID_0b8c40f1dc,1,-0.72436803,421485,3.0,11,37
678,Y,C_ID_bf2d3ffb67,-1,N,0,A,419,M_ID_adff0a05ef,2,-0.70333091,421843,,-1,1
679,Y,C_ID_bf2d3ffb67,-1,N,0,A,690,M_ID_80f17183c5,2,-0.70753833,421841,,-1,1
680,Y,C_ID_61418461e4,69,N,1,B,80,M_ID_c0f3eb9299,1,-0.71234682,422720,1.0,9,37
681,Y,C_ID_61418461e4,19,N,1,B,80,M_ID_98b342c0e3,2,-0.68094141,422970,1.0,9,37
682,Y,C_ID_61418461e4,69,N,1,B,307,M_ID_93edff2ace,1,-0.56298329,422826,1.0,9,19
683,Y,C_ID_61418461e4,138,N,1,B,307,M_ID_1b56b3d8f2,2,-0.64172221,423164,1.0,15,19
684,Y,C_ID_61418461e4,19,N,1,B,560,M_ID_d8e0d42e4b,2,-0.70032561,422968,1.0,9,34
685,Y,C_ID_61418461e4,116,N,1,B,683,M_ID_8498740859,2,-0.73789189,423014,1.0,9,34
686,Y,C_ID_61418461e4,77,N,1,B,80,M_ID_43ac85f38b,2,-0.66876993,423205,1.0,9,37
687,Y,C_ID_61418461e4,19,N,1,B,307,M_ID_2b70a7560b,2,-0.49450748,422987,1.0,9,19
688,Y,C_ID_61418461e4,297,N,1,B,307,M_ID_0b64ddfbb6,2,-0.73225695,422964,1.0,9,19
689,Y,C_ID_61418461e4,19,N,1,B,278,M_ID_a6fffea34c,2,-0.72857545,422959,1.0,9,37
690,Y,C_ID_61418461e4,69,N,1,B,307,M_ID_1e3b671148,2,-0.69916857,423063,1.0,9,19
691,Y,C_ID_61418461e4,244,N,1,B,307,M_ID_4471a7c492,1,-0.73638924,422814,3.0,2,19
692,Y,C_ID_61418461e4,69,N,1,B,80,M_ID_e579fa0b7d,1,-0.67958902,422724,1.0,9,37
693,Y,C_ID_61418461e4,116,N,1,B,80,M_ID_c14e4a4496,1,-0.66305986,422820,1.0,9,37
694,Y,C_ID_61418461e4,69,N,1,B,307,M_ID_42596e1de7,2,-0.47643058,423016,1.0,9,19
695,Y,C_ID_61418461e4,69,N,1,B,560,M_ID_5275e2944d,2,-0.72587068,423200,1.0,9,34
696,Y,C_ID_61418461e4,116,N,1,B,683,M_ID_69ccb9c359,1,-0.73638924,422725,1.0,9,34
697,Y,C_ID_61418461e4,340,N,1,B,80,M_ID_5202ddca5d,2,-0.66876993,423034,1.0,9,37
698,Y,C_ID_61418461e4,19,N,1,B,307,M_ID_f27e5a2a59,2,-0.45088551,422961,1.0,9,19
699,Y,C_ID_24a6c2932e,19,N,0,A,367,M_ID_fa9f9c1ce6,1,-0.56305842,421021,1.0,9,16
700,Y,C_ID_24a6c2932e,19,N,0,A,705,M_ID_bd5834098c,1,-0.68242903,420979,1.0,9,33
701,Y,C_ID_24a6c2932e,57,N,0,A,529,M_ID_e6d18c3b17,1,-0.69583268,421021,5.0,5,20
702,Y,C_ID_24a6c2932e,19,N,0,A,87,M_ID_7823c5ef83,1,-0.71685477,421055,1.0,9,27
703,Y,C_ID_24a6c2932e,174,N,0,A,80,M_ID_f345b23c9f,2,-0.71475106,421980,1.0,9,37
704,Y,C_ID_24a6c2932e,174,N,0,A,108,M_ID_ef28688f10,2,-0.63619246,421675,1.0,9,34
705,Y,C_ID_24a6c2932e,19,N,0,A,683,M_ID_19313e99f3,1,-0.69252685,421004,1.0,9,34
706,Y,C_ID_24a6c2932e,19,N,0,A,307,M_ID_f0601cad17,1,-0.67177524,421109,1.0,9,19
707,Y,C_ID_24a6c2932e,19,N,0,A,367,M_ID_2a96942cb5,1,-0.70185831,421067,1.0,9,16
708,Y,C_ID_24a6c2932e,174,N,0,A,80,,2,-0.72151299,421666,1.0,9,37
709,Y,C_ID_24a6c2932e,174,N,0,A,307,M_ID_cd88db0f4d,1,-0.53350127,421113,1.0,9,19
710,Y,C_ID_24a6c2932e,19,N,0,A,360,M_ID_a3cd2b2e62,1,-0.71685477,421084,1.0,9,34
711,Y,C_ID_24a6c2932e,174,N,0,A,367,M_ID_fe2ac9c0a4,2,-0.72478877,421981,1.0,9,16
712,Y,C_ID_24a6c2932e,19,N,0,A,309,M_ID_61821aa122,1,-0.43946536,421043,1.0,9,21
713,Y,C_ID_24a6c2932e,340,N,0,A,367,M_ID_cc7c59f712,1,-0.72863556,421332,1.0,9,16
714,Y,C_ID_24a6c2932e,19,N,0,A,19,M_ID_166881ab3f,1,-0.70874046,421070,1.0,9,36
715,Y,C_ID_24a6c2932e,19,N,0,A,414,M_ID_5c0fd3d13b,1,-0.71919891,421022,1.0,9,29
716,Y,C_ID_24a6c2932e,-1,N,0,A,683,M_ID_7c5e93af2f,1,-0.70783886,421145,,-1,34
717,Y,C_ID_24a6c2932e,340,N,0,A,80,M_ID_4cc484ea19,1,-0.71384947,421332,1.0,9,37
718,Y,C_ID_24a6c2932e,174,N,0,A,63,M_ID_a61ecb03b9,2,-0.65855191,421667,1.0,9,27
719,Y,C_ID_24a6c2932e,340,N,0,A,19,M_ID_d0ccd4b53f,1,-0.62789782,421142,1.0,9,36
720,Y,C_ID_5fb58c8428,188,N,0,A,222,M_ID_c857d1eccc,2,-0.72887598,423465,1.0,9,21
721,Y,C_ID_5fb58c8428,69,N,0,A,222,M_ID_5cea7e02a8,1,-0.73188128,422267,1.0,9,21
722,Y,C_ID_94b30329fe,19,N,0,A,511,,1,-0.65674872,422846,1.0,9,7
723,Y,C_ID_94b30329fe,69,N,0,A,87,M_ID_879f625c89,2,-0.694315,423086,1.0,9,27
724,Y,C_ID_94b30329fe,19,N,0,A,560,M_ID_d8e0d42e4b,1,-0.72737333,422609,1.0,9,34
725,Y,C_ID_94b30329fe,69,N,0,A,606,M_ID_cd2c0b07e9,2,-0.70408224,423343,1.0,9,17
726,Y,C_ID_606e9a9a85,212,N,0,A,80,M_ID_42ee0f04e0,2,-0.70257959,423641,4.0,4,37
727,Y,C_ID_606e9a9a85,212,N,0,A,511,M_ID_0a9633bd9f,1,-0.70934152,422701,4.0,4,7
728,Y,C_ID_606e9a9a85,212,N,0,A,309,M_ID_3ddc9c5340,1,-0.61181945,422682,4.0,4,21
729,Y,C_ID_606e9a9a85,212,N,0,A,278,M_ID_ef47b094ac,1,-0.70809432,422386,4.0,4,37
730,Y,C_ID_606e9a9a85,212,N,0,A,705,M_ID_3799d0436f,2,-0.64209788,422992,4.0,4,33
731,Y,C_ID_606e9a9a85,212,N,0,A,40,M_ID_80c3a2fed7,1,-0.71084417,422693,4.0,4,21
732,Y,C_ID_606e9a9a85,69,N,0,A,561,M_ID_50f575c681,1,-0.72887598,422273,1.0,9,7
733,Y,C_ID_606e9a9a85,212,N,0,A,813,M_ID_fda2118d06,1,-0.40739879,422894,4.0,4,29
734,Y,C_ID_606e9a9a85,212,N,0,A,705,M_ID_15cfbcc975,2,-0.71966473,423107,4.0,4,33
735,Y,C_ID_606e9a9a85,212,N,0,A,307,M_ID_766fcd495e,1,-0.70934152,422294,4.0,4,19
736,Y,C_ID_09da8a2858,289,N,1,B,373,M_ID_425302e266,1,-0.67177524,422820,5.0,5,18
737,Y,C_ID_09da8a2858,289,N,5,C,298,M_ID_07120f3719,2,1.73246665,423038,5.0,5,10
738,Y,C_ID_09da8a2858,289,N,3,C,813,M_ID_7bf9e83429,2,-0.48845179,423563,5.0,5,29
739,Y,C_ID_09da8a2858,289,N,-1,,90,M_ID_73cab883cd,1,-0.07071476,422528,5.0,5,22
740,Y,C_ID_09da8a2858,289,N,-1,,412,M_ID_1c4edd74ae,2,-0.48544649,423301,5.0,5,18
741,Y,C_ID_09da8a2858,289,N,1,B,307,M_ID_e80e2f17fe,2,-0.68244406,423259,5.0,5,19
742,Y,C_ID_09da8a2858,169,N,12,C,302,M_ID_8e4e8c0499,1,0.72719301,422480,5.0,20,22
743,Y,C_ID_09da8a2858,289,N,-1,,195,M_ID_eece635b9f,1,-0.47934573,422528,5.0,5,34
744,Y,C_ID_09da8a2858,289,N,1,B,607,M_ID_709d6ca67a,1,-0.71712525,422527,5.0,5,29
745,Y,C_ID_09da8a2858,289,N,1,B,108,M_ID_2545be79cd,2,-0.69841724,423414,5.0,5,34
746,Y,C_ID_09da8a2858,69,N,3,C,606,M_ID_cd2c0b07e9,2,-0.19092686,423354,1.0,9,17
747,Y,C_ID_09da8a2858,289,N,1,B,298,M_ID_224fb03c8c,2,-0.70333091,422982,5.0,5,10
748,Y,C_ID_09da8a2858,289,N,1,B,222,M_ID_d0afab18ea,1,-0.69732031,422363,5.0,5,21
749,Y,C_ID_09da8a2858,289,N,3,C,45,M_ID_f5812e6e2c,2,0.25829071,423520,5.0,5,18
750,Y,C_ID_2157175a3a,30,N,0,A,818,M_ID_b6ec490f95,2,-0.694315,423465,3.0,17,12
751,Y,C_ID_2157175a3a,30,N,0,A,278,M_ID_c9907320d7,2,-0.6590027,423155,3.0,17,37
752,Y,C_ID_2157175a3a,30,N,0,A,842,M_ID_a1acee12cb,1,-0.48469516,422602,3.0,17,37
753,Y,C_ID_2157175a3a,330,N,0,A,307,M_ID_59bb00ec5e,1,-0.42377769,422607,3.0,17,19
754,Y,C_ID_323f262c07,163,N,1,B,317,M_ID_cfa65d23b4,1,-0.56658965,422563,1.0,9,25
755,Y,C_ID_323f262c07,158,N,1,B,278,M_ID_683f130548,1,-0.38326621,422269,1.0,15,37
756,Y,C_ID_323f262c07,158,N,1,B,842,M_ID_d17a169934,1,-0.53978236,422371,1.0,15,37
757,Y,C_ID_323f262c07,158,N,1,B,705,M_ID_47146ee986,1,-0.63097826,422585,1.0,15,33
758,Y,C_ID_323f262c07,158,N,2,C,829,M_ID_35c141603a,2,0.55634157,423428,1.0,15,1
759,Y,C_ID_323f262c07,303,N,-1,,818,M_ID_1625118281,1,1.99197451,422771,1.0,15,12
760,Y,C_ID_323f262c07,88,N,1,B,836,M_ID_19c563897c,1,0.14578722,422720,1.0,16,5
761,Y,C_ID_323f262c07,69,N,2,C,879,M_ID_00a6ca8a8a,1,0.95108804,422242,1.0,9,29
762,Y,C_ID_323f262c07,69,N,1,B,561,M_ID_50f575c681,1,-0.53285513,422397,1.0,9,7
763,Y,C_ID_323f262c07,158,N,1,B,278,M_ID_d2fed1cb9c,1,-0.63270631,422563,1.0,15,37
764,Y,C_ID_9508fea178,-1,N,0,A,506,M_ID_75112a89aa,1,-0.73503685,422775,,-1,30
765,Y,C_ID_9508fea178,-1,N,0,A,705,M_ID_5f3796c0da,2,-0.74061169,423250,,-1,33
766,Y,C_ID_9508fea178,-1,N,0,A,195,M_ID_96ec9fa80e,1,-0.70949178,422462,,-1,34
767,Y,C_ID_9508fea178,-1,N,0,A,705,M_ID_c7d7f5adf0,2,-0.73685506,423062,,-1,33
768,Y,C_ID_9508fea178,-1,N,0,A,454,M_ID_6bbba2e36b,1,-0.73939454,422462,,-1,39
769,Y,C_ID_9508fea178,-1,N,0,A,884,M_ID_70978767d8,1,-0.74239984,422508,,-1,27
770,Y,C_ID_9508fea178,-1,N,0,A,373,M_ID_e9895383f9,2,-0.67027259,423469,,-1,18
771,Y,C_ID_9508fea178,-1,N,0,A,80,M_ID_1a2f155c2f,1,-0.73188128,422437,,-1,37
772,Y,C_ID_9508fea178,-1,N,0,A,80,M_ID_5c88b68c86,2,-0.71384947,423519,,-1,37
773,Y,C_ID_9508fea178,-1,N,0,A,360,M_ID_fea604bc2c,2,-0.72436803,423589,,-1,34
774,Y,C_ID_54d51ee076,219,N,0,A,278,M_ID_a7610d5564,1,-0.73563791,422854,1.0,15,37
775,Y,C_ID_54d51ee076,219,N,0,A,274,M_ID_8c52406df5,2,-0.72819979,423153,1.0,15,36
776,Y,C_ID_54d51ee076,219,N,0,A,560,M_ID_719f630578,2,-0.72698264,423082,1.0,15,34
777,Y,C_ID_54d51ee076,219,N,0,A,278,M_ID_39c7248794,1,-0.73338393,422344,1.0,15,37
778,Y,C_ID_54d51ee076,219,N,0,A,184,M_ID_b8d4751571,1,-0.68274459,422388,1.0,15,40
779,Y,C_ID_54d51ee076,219,N,0,A,414,M_ID_84cf0d445c,1,-0.73188128,422387,1.0,15,29
780,Y,C_ID_54d51ee076,219,N,0,A,560,M_ID_78e2addbb6,1,-0.72136273,422295,1.0,15,34
781,Y,C_ID_54d51ee076,158,N,0,A,278,M_ID_9bc58f59ce,2,-0.68510375,423058,1.0,15,37
782,Y,C_ID_54d51ee076,33,N,0,A,307,M_ID_23cb3bb29d,2,-0.69372897,423061,1.0,15,19
783,Y,C_ID_54d51ee076,69,N,0,A,367,M_ID_820c7b73c8,2,-0.71984505,423285,1.0,9,16
784,Y,C_ID_54d51ee076,69,N,0,A,884,M_ID_cddb915e04,2,-0.6077623,423298,1.0,9,27
785,Y,C_ID_54d51ee076,219,N,0,A,111,M_ID_f15fb0d183,2,-0.68695201,423039,1.0,15,36
786,Y,C_ID_54d51ee076,138,N,0,A,80,M_ID_37371b5b89,2,-0.69649385,423066,1.0,15,37
787,Y,C_ID_42623693eb,57,N,1,B,307,M_ID_d4a63914dd,2,-0.54678471,423059,5.0,5,19
788,Y,C_ID_42623693eb,57,N,1,B,818,M_ID_0829701a67,1,-0.41482188,422537,5.0,5,12
789,Y,C_ID_42623693eb,57,N,1,B,278,M_ID_7f9f2e39ec,1,-0.70934152,422847,5.0,5,37
790,Y,C_ID_42623693eb,297,N,1,B,705,M_ID_c19c4cc7dd,2,-0.56133037,422997,1.0,9,33
791,Y,C_ID_42623693eb,140,N,1,B,307,M_ID_a216ec6d06,1,-0.56686013,422295,1.0,9,19
792,Y,C_ID_42623693eb,19,N,1,B,278,M_ID_18ef9036e1,2,-0.73037863,423579,1.0,9,37
793,Y,C_ID_42623693eb,19,N,1,B,278,M_ID_328a80b9d2,2,-0.70348118,422988,1.0,9,37
794,Y,C_ID_42623693eb,19,N,1,B,307,M_ID_3150950d39,1,-0.70182826,422873,1.0,9,19
795,Y,C_ID_42623693eb,172,N,1,B,278,M_ID_18a82c08c9,1,-0.70949178,422821,4.0,14,37
796,Y,C_ID_42623693eb,78,N,1,B,278,M_ID_c1c8083dd2,1,-0.69055838,422324,1.0,9,37
797,Y,C_ID_42623693eb,297,N,1,B,278,M_ID_59eece28a1,1,-0.70708754,422830,1.0,9,37
798,Y,C_ID_42623693eb,57,N,1,B,360,M_ID_5f9ddbbf0d,1,-0.70257959,422533,5.0,5,34
799,Y,C_ID_42623693eb,238,N,1,B,80,M_ID_0a790fca75,1,-0.70648648,422196,1.0,9,37
800,Y,C_ID_42623693eb,19,N,1,B,80,M_ID_c756c6f5c0,1,-0.70047587,422340,1.0,9,37
801,Y,C_ID_42623693eb,19,N,1,B,705,M_ID_a80e6154b9,1,-0.73037863,422720,1.0,9,33
802,Y,C_ID_42623693eb,19,N,1,B,307,M_ID_d0f2f6505b,1,-0.59811528,422729,1.0,9,19
803,Y,C_ID_42623693eb,19,N,1,B,307,M_ID_11fa1e2788,1,-0.57282566,422508,1.0,9,19
804,Y,C_ID_42623693eb,69,N,1,B,606,M_ID_cd2c0b07e9,2,-0.70182826,423298,1.0,9,17
805,Y,C_ID_42623693eb,172,N,1,B,278,M_ID_860bd253e4,1,-0.69882296,422725,4.0,14,37
806,Y,C_ID_42623693eb,117,N,1,B,307,M_ID_84b258e1ba,1,-0.70182826,422673,1.0,9,19
807,Y,C_ID_42623693eb,297,N,1,B,307,M_ID_0b64ddfbb6,2,-0.62665062,422994,1.0,9,19
808,Y,C_ID_b36d5816f9,19,N,1,B,307,M_ID_2ebbdd6d21,1,-0.68675667,422586,1.0,9,19
809,Y,C_ID_b36d5816f9,117,N,1,B,511,M_ID_219071f73c,2,-0.65674872,423297,1.0,9,7
810,Y,C_ID_b36d5816f9,19,N,1,B,705,M_ID_c1023eac62,1,-0.68315031,422755,1.0,9,33
811,Y,C_ID_b36d5816f9,19,N,1,B,307,M_ID_529dc877e9,2,-0.70182826,423270,1.0,9,19
812,Y,C_ID_b36d5816f9,19,N,1,B,419,M_ID_b222fc301f,1,-0.70185831,422723,1.0,9,1
813,Y,C_ID_b36d5816f9,117,N,1,B,307,M_ID_9ba2ef8d31,1,-0.6206851,422722,1.0,9,19
814,Y,C_ID_b36d5816f9,19,N,1,B,307,M_ID_83b2640ef5,1,-0.64172221,422618,1.0,9,19
815,Y,C_ID_b36d5816f9,19,N,1,B,683,M_ID_03f05b3ec0,1,-0.72887598,422596,1.0,9,34
816,Y,C_ID_b36d5816f9,117,N,3,C,373,M_ID_3e5c47f7c2,1,-0.5297747,422725,1.0,9,18
817,Y,C_ID_994d1ce39d,246,N,0,A,80,M_ID_be54ae4271,1,-0.71925901,421146,3.0,1,37
818,Y,C_ID_994d1ce39d,246,N,0,A,360,M_ID_f81d60fe25,1,-0.71084417,420768,3.0,1,34
819,Y,C_ID_994d1ce39d,246,N,0,A,705,M_ID_bb3391bd8f,2,-0.73467621,421908,3.0,1,33
820,Y,C_ID_994d1ce39d,246,N,0,A,884,M_ID_edf891c866,2,-0.64173724,421700,3.0,1,27
821,Y,C_ID_994d1ce39d,246,N,0,A,437,M_ID_3631a5348a,1,-0.71243698,420861,3.0,1,15
822,Y,C_ID_994d1ce39d,246,N,0,A,80,M_ID_c90306ab0e,2,-0.72887598,421721,3.0,1,37
823,Y,C_ID_994d1ce39d,246,N,0,A,818,M_ID_928353933e,2,-0.72436803,421843,3.0,1,12
824,Y,C_ID_1a148f6051,156,N,1,B,307,M_ID_c3be1def51,2,-0.67177524,423123,3.0,7,19
825,Y,C_ID_1a148f6051,156,N,-1,,114,M_ID_192c77cad9,2,-0.51549951,423246,3.0,7,7
826,Y,C_ID_1a148f6051,69,N,1,B,879,M_ID_00a6ca8a8a,2,-0.62677083,423059,1.0,9,29
827,Y,C_ID_1a148f6051,156,N,1,B,307,M_ID_222dcdaa34,2,-0.67177524,423042,3.0,7,19
828,Y,C_ID_1a148f6051,156,N,1,B,734,M_ID_03fa66d2a0,2,-0.58311882,423126,3.0,7,25
829,Y,C_ID_1a148f6051,156,N,1,B,278,M_ID_13777e7312,2,-0.54824228,423517,3.0,7,37
830,Y,C_ID_1a148f6051,158,N,1,B,829,M_ID_35c141603a,1,-0.47004432,422348,1.0,15,1
831,Y,C_ID_1a148f6051,69,N,3,C,561,M_ID_50f575c681,1,-0.34870523,422363,1.0,9,7
832,Y,C_ID_1a148f6051,86,N,1,B,818,M_ID_c14ebae23f,1,-0.00775368,422460,3.0,7,12
833,Y,C_ID_1a148f6051,156,N,1,B,278,M_ID_71f3153c96,2,-0.66861967,422947,3.0,7,37
834,Y,C_ID_bd0f6204c3,137,N,1,B,278,M_ID_a11b86e404,2,-0.63045233,423131,3.0,19,37
835,Y,C_ID_bd0f6204c3,-1,Y,6,C,690,M_ID_8c6b897b35,1,-0.21905649,422292,,-1,1
836,Y,C_ID_bd0f6204c3,137,N,-1,,130,M_ID_b027155467,2,-0.29611244,422985,3.0,19,41
837,Y,C_ID_bd0f6204c3,69,N,1,B,606,M_ID_cd2c0b07e9,1,-0.63420896,422246,1.0,9,17
838,Y,C_ID_bd0f6204c3,137,N,1,B,834,M_ID_0a51773edc,2,-0.62671073,423082,3.0,19,27
839,Y,C_ID_bd0f6204c3,137,N,2,C,607,M_ID_87403e0e7d,1,-0.64027967,422391,3.0,19,29
840,Y,C_ID_bd0f6204c3,158,N,-1,,529,M_ID_9fee4bf645,1,0.12278163,422823,1.0,15,20
841,Y,C_ID_bd0f6204c3,137,N,1,B,278,M_ID_a97ef534c4,1,-0.68176787,422818,3.0,19,37
842,Y,C_ID_bd0f6204c3,137,N,-1,,506,M_ID_cf37dd7fee,2,-0.5332308,423010,3.0,19,30
843,Y,C_ID_bd0f6204c3,146,N,1,B,607,M_ID_d42af697e6,2,-0.4313811,423184,3.0,19,29
844,Y,C_ID_bd0f6204c3,137,N,1,B,195,M_ID_d475362374,1,-0.73037863,422321,3.0,19,34
845,Y,C_ID_bd0f6204c3,137,N,3,C,367,M_ID_4c18c86af0,2,-0.55006049,422989,3.0,19,16
846,Y,C_ID_bd0f6204c3,137,N,1,B,307,M_ID_178fd67f06,1,-0.67177524,422467,3.0,19,19
847,Y,C_ID_bd0f6204c3,137,N,1,B,705,M_ID_712d151a60,2,-0.69493109,423517,3.0,19,33
848,Y,C_ID_bd0f6204c3,137,N,1,B,560,M_ID_466583a27a,1,-0.67853717,422266,3.0,19,34
849,Y,C_ID_bd0f6204c3,137,N,1,B,278,M_ID_9e8a59da0d,1,-0.59709347,422254,3.0,19,37
850,Y,C_ID_bd0f6204c3,-1,Y,6,C,491,M_ID_79692349d6,1,-0.25711864,422584,,-1,3
851,Y,C_ID_bd0f6204c3,146,N,1,B,560,M_ID_7899c9b7ee,2,-0.71291783,423199,3.0,19,34
852,Y,C_ID_bd0f6204c3,137,N,1,B,80,M_ID_123f37cc66,1,-0.70327081,422779,3.0,19,37
853,Y,C_ID_bd0f6204c3,146,N,1,B,813,M_ID_ff17fb3ba6,2,-0.68980705,423204,3.0,19,29
854,Y,C_ID_bd0f6204c3,137,N,1,B,307,M_ID_ce9e405a27,1,-0.59664268,422267,3.0,19,19
855,Y,C_ID_bd0f6204c3,-1,Y,6,C,550,M_ID_09d7a200d1,2,1.13893446,423527,,-1,3
