merchant_id,merchant_group_id,merchant_category_id,subsector_id,numerical_1,numerical_2,category_1,most_recent_sales_range,most_recent_purchases_range,avg_sales_lag3,avg_purchases_lag3,active_months_lag3,avg_sales_lag6,avg_purchases_lag6,active_months_lag6,avg_sales_lag12,avg_purchases_lag12,active_months_lag12,category_4,city_id,state_id,category_2
M_ID_d01bc61cc3,64307,80,37,-0.05747065,-0.05747065,N,D,D,1.5,1.3179635,3,1.53,1.39193084,6,1.56,1.46661864,12,Y,17,22,4.0
M_ID_6273c97c4a,14961,557,29,-0.04755575,-0.04755575,N,D,D,0.83,0.90909091,3,0.8,0.92121212,6,0.89,0.96666667,12,Y,88,16,1.0
M_ID_78c538a2a3,39481,560,34,-0.05747065,-0.05747065,N,D,C,1.0,0.99416058,3,0.87,0.90900243,6,0.82,0.85742092,12,Y,143,5,5.0
M_ID_45f9f7e03a,57573,222,21,-0.05747065,-0.05747065,N,D,E,0.98,1.06382979,3,0.92,1.0177305,6,0.93,0.99822695,12,N,-1,16,1.0
M_ID_2bea6d5798,98880,683,34,-0.04755575,-0.05747065,N,D,C,1.04,0.99748428,3,0.79,0.7509434,6,0.82,0.81656184,12,N,-1,5,5.0
M_ID_88a7d574c6,84679,278,37,-0.05747065,-0.05747065,N,D,D,0.99,1.00993377,3,1.0,0.98509934,6,0.99,0.97019868,12,Y,88,16,1.0
M_ID_54bed3c441,97863,333,10,-0.05747065,-0.05747065,N,D,E,0.57,0.71929825,3,0.39,0.57017544,6,0.42,0.48684211,12,Y,212,4,4.0
M_ID_6137012cd7,112560,130,41,-0.05747065,-0.05747065,N,D,D,0.96,0.94583333,3,0.93,0.93125,6,0.95,0.96805556,12,Y,-1,14,4.0
M_ID_2c786a43c7,6098,195,34,-0.04755575,-0.05747065,N,D,D,0.94,1.02240896,3,1.05,1.01167134,6,1.06,1.01610644,12,Y,277,13,4.0
M_ID_ee87fa8a9f,2579,557,29,-0.04755575,-0.04755575,N,D,D,0.95,0.90277778,3,1.01,0.96085859,6,1.02,0.97190657,12,N,-1,16,1.0
M_ID_9d1ee5b627,35,497,27,0.09125291,0.09125291,N,D,D,1.12,1.16254579,3,1.15,1.19990842,6,1.23,1.27240537,12,N,135,7,3.0
M_ID_6b1147d10e,84907,307,19,-0.05747065,-0.05747065,N,D,D,1.12,1.10126582,3,1.01,1.06118143,6,0.88,0.96589311,12,Y,69,9,1.0
M_ID_09cebe7291,34283,298,10,-0.05747065,-0.05747065,N,D,D,0.9,0.95114943,3,0.95,1.04741379,6,0.9,1.00574713,12,N,189,9,1.0
M_ID_b093e81edf,35,560,34,0.08133801,0.0714231,N,D,D,1.05,1.01977401,3,1.0,0.97443503,6,1.01,0.96723164,12,N,16,7,3.0
M_ID_7878705f87,18438,842,37,-0.05747065,-0.05747065,N,D,D,0.41,0.42687075,3,0.23,0.25170068,6,1.23,1.41241497,12,Y,17,22,4.0
M_ID_f62eaf2036,35,506,30,0.04167839,0.04167839,N,D,D,0.94,1.06829268,3,1.01,1.16829268,6,1.03,1.17292736,12,N,16,7,3.0
M_ID_a36a2cd435,99890,278,37,-0.05747065,-0.05747065,N,D,D,0.81,0.92690058,3,0.86,1.00584795,6,0.86,0.97149123,12,Y,69,9,1.0
M_ID_5aea03fc0f,90552,278,37,-0.05747065,-0.05747065,N,D,D,1.11,1.14206128,3,1.2,1.22237697,6,1.16,1.18755803,12,Y,88,16,1.0
M_ID_b4f299f046,108245,80,37,0.00201877,0.00201877,N,D,D,1.23,1.31284358,3,1.24,1.33833083,6,1.09,1.16119375,12,Y,69,9,1.0
M_ID_98862548be,56929,667,21,-0.05747065,-0.05747065,N,D,D,0.98,0.91304348,3,1.05,0.90821256,6,1.08,0.9178744,12,Y,87,11,3.0
M_ID_9bb45591f3,65997,195,34,-0.05747065,-0.05747065,N,D,D,0.85,0.78588808,3,0.9,0.82116788,6,1.13,0.94951338,12,Y,4,10,2.0
M_ID_11b7a8f20c,50326,19,36,-0.05747065,-0.05747065,N,D,D,1.0,0.86415525,3,0.98,0.84589041,6,0.88,0.77682648,12,N,219,15,1.0
M_ID_8f89d0a8ba,26815,560,34,-0.04755575,-0.04755575,N,D,C,0.93,0.91032864,3,0.77,0.7870892,6,0.65,0.70633803,12,Y,158,15,1.0
M_ID_7f4269e78d,1802,605,2,-0.03764084,-0.04755575,N,D,E,1.06,1.08333333,3,1.18,1.07407407,6,0.99,0.9537037,12,N,231,9,1.0
M_ID_f7b7bc3e7c,71233,367,16,-0.05747065,-0.05747065,N,D,D,0.87,0.91366906,3,0.51,0.56894484,6,0.4,0.45773381,12,Y,17,22,4.0
M_ID_4cd4d3c8f1,29749,683,34,-0.05747065,-0.05747065,N,D,D,0.95,0.94583333,3,0.91,0.8875,6,0.95,0.89305556,12,N,66,19,3.0
M_ID_320dfe133e,43673,884,27,-0.05747065,-0.05747065,N,D,E,1.1,1.17741935,3,0.96,1.16666667,6,0.92,1.04166667,12,N,-1,9,1.0
M_ID_f6b62164bc,2766,299,41,-0.05747065,-0.05747065,N,D,D,0.84,0.88392857,3,0.82,0.8139881,6,0.99,0.90625,12,N,291,9,1.0
M_ID_8e1bf6c17f,80348,278,37,-0.05747065,-0.05747065,N,D,E,0.89,0.95035461,3,1.22,1.27659574,6,1.05,1.11170213,12,Y,158,15,1.0
M_ID_40a7e83d33,40757,178,29,-0.05747065,-0.05747065,N,D,C,1.07,1.10807884,3,1.05,1.02328352,6,1.02,0.94346979,12,Y,69,9,1.0
M_ID_c6e1b50378,14653,278,37,-0.04755575,-0.04755575,N,D,D,1.28,1.36607143,3,1.69,1.85714286,6,1.8,1.96428571,12,N,-1,9,1.0
M_ID_127be64670,3623,195,34,-0.05747065,-0.05747065,N,D,D,0.86,1.02168022,3,0.89,0.98509485,6,0.86,0.92615176,12,Y,88,16,1.0
M_ID_506617ce84,96596,278,37,-0.05747065,-0.05747065,N,D,D,2.0,1.96353027,3,2.36,2.33041575,6,1.9,1.93781911,12,N,-1,20,5.0
M_ID_20bd0518d7,1372,40,21,-0.05747065,-0.05747065,N,D,D,1.03,0.96909492,3,0.93,1.03863135,6,0.89,1.01490066,12,Y,-1,14,4.0
M_ID_4e1730661b,57797,734,25,-0.04755575,-0.05747065,N,D,E,1.47,1.51960784,3,1.57,1.64215686,6,1.73,1.70220588,12,Y,76,2,3.0
M_ID_af33042665,4374,557,29,-0.01781104,-0.02772594,N,D,D,1.03,1.11450382,3,0.96,1.06870229,6,0.97,1.0610687,12,N,-1,4,4.0
M_ID_0ca6d2d224,57355,683,34,-0.05747065,-0.05747065,N,D,D,1.01,0.99631676,3,1.07,1.0267035,6,0.99,1.05110497,12,N,274,9,1.0
M_ID_fad29da13a,93924,437,15,-0.05747065,-0.05747065,N,D,D,1.19,1.09195402,3,1.22,1.11063218,6,1.16,0.99137931,12,Y,-1,24,2.0
M_ID_dc1dafc1b8,110943,607,29,-0.05747065,-0.05747065,N,D,D,0.99,0.95643939,3,0.91,0.8967803,6,1.22,1.13399621,12,Y,137,19,3.0
M_ID_6e580c3fd6,14797,683,34,-0.05747065,-0.05747065,N,D,D,0.44,0.48943662,3,0.38,0.43603286,6,0.68,0.83773474,12,N,188,9,1.0
M_ID_ddb4466e15,11007,80,37,-0.05747065,-0.05747065,N,D,D,1.32,1.2546706,3,1.63,1.50491642,6,1.68,1.48672566,12,N,283,9,1.0
M_ID_f53987a86e,22054,68,27,-0.05747065,-0.05747065,N,D,D,0.9,0.98550725,3,0.86,1.02264493,6,0.89,1.08333333,12,N,291,9,1.0
M_ID_58f41524be,42226,683,34,-0.02772594,-0.02772594,N,D,D,1.03,1.05528188,3,1.07,1.07334428,6,1.06,1.06075534,12,N,169,20,5.0
M_ID_1b883b828f,34729,80,37,-0.05747065,-0.05747065,N,D,C,1.01,1.01842424,3,1.02,1.016,6,1.11,1.07466667,12,Y,69,9,1.0
M_ID_a76efc09e9,91618,278,37,-0.05747065,-0.05747065,N,D,D,0.8,0.9006734,3,0.78,0.87962963,6,0.79,0.77104377,12,Y,25,7,3.0
M_ID_cce3539501,26309,506,30,-0.05747065,-0.05747065,N,D,D,0.88,1.0141844,3,0.8,0.95862884,6,0.98,1.09160757,12,Y,212,4,4.0
M_ID_f87e31e7b5,10444,80,37,-0.03764084,-0.04755575,N,D,D,0.92,1.0932914,3,0.94,1.13574423,6,0.94,1.13915094,12,Y,69,9,1.0
M_ID_a543b5f685,90153,661,8,-0.05747065,-0.05747065,N,D,D,0.9,0.91666667,3,0.81,0.83184524,6,0.67,0.67633929,12,N,337,20,5.0
M_ID_2288d672c1,48890,705,33,-0.04755575,-0.04755575,N,D,D,0.68,0.84662577,3,0.82,0.94785276,6,0.9,1.06952965,12,N,-1,2,3.0
M_ID_fd2674bbd5,6203,278,37,-0.05747065,-0.05747065,N,D,D,0.98,0.98360656,3,0.93,0.94644809,6,1.0,1.00765027,12,N,169,20,5.0
M_ID_99fc4850da,18353,884,27,-0.05747065,-0.05747065,N,D,E,0.68,0.68571429,3,0.62,0.68571429,6,0.64,0.82619048,12,Y,69,9,1.0
M_ID_6cfec81e56,16694,68,27,-0.03764084,-0.03764084,N,D,D,1.06,1.16393443,3,1.31,1.41803279,6,1.3,1.38770492,12,N,271,9,1.0
M_ID_9fabc7847d,40299,369,27,-0.04755575,-0.05747065,N,D,E,0.98,1.21138211,3,1.15,1.43495935,6,1.91,2.12804878,12,Y,69,9,1.0
M_ID_4ddd043aee,93659,45,18,-0.05747065,-0.05747065,N,D,E,0.93,1.02666667,3,0.88,0.97,6,0.84,0.94166667,12,N,-1,5,5.0
M_ID_1ede2e8533,58656,818,12,-0.05747065,-0.05747065,N,D,E,0.8,0.87581699,3,0.66,0.79738562,6,0.65,0.78267974,12,Y,4,10,2.0
M_ID_d2e86b37be,30880,307,19,-0.04755575,-0.04755575,N,D,D,1.35,1.40553746,3,1.46,1.5135722,6,1.46,1.5135722,6,Y,69,9,1.0
M_ID_2d6acdcc82,91745,557,29,-0.05747065,-0.05747065,N,D,D,0.98,1.01433692,3,1.28,1.36290323,6,1.38,1.47446237,12,N,48,9,1.0
M_ID_9dc38037be,89639,705,33,-0.05747065,-0.05747065,N,D,D,0.99,0.96378146,3,1.0,0.96562308,6,1.05,0.99677716,12,N,300,15,1.0
M_ID_baff296282,24356,68,27,-0.03764084,-0.05747065,N,D,D,1.0,0.95501022,3,0.92,0.94171779,6,0.96,0.99488753,12,N,-1,9,1.0
M_ID_a30f2f4685,96414,705,33,-0.05747065,-0.05747065,N,D,D,0.97,1.10222222,3,1.1,1.24,6,1.11,1.27407407,12,N,119,21,5.0
M_ID_66e4a93e15,25885,560,34,-0.05747065,-0.05747065,N,D,D,0.98,1.01116185,3,0.95,0.99340436,6,0.95,1.00152207,12,N,283,9,1.0
M_ID_c5adfab378,16223,560,34,-0.04755575,-0.04755575,N,D,C,1.38,1.42148053,3,1.69,1.82948224,6,1.86,2.04343175,12,Y,11,23,2.0
M_ID_f9adb32700,3920,356,21,-0.05747065,-0.05747065,N,D,D,1.0,1.08539945,3,1.04,1.10743802,6,0.99,1.07575758,12,Y,212,4,4.0
M_ID_3b7445ef7d,3706,734,25,-0.05747065,-0.05747065,N,D,D,1.51,1.7787234,3,3.04,3.39078014,6,3.34,3.73333333,12,N,51,16,1.0
M_ID_e52fadb3f9,82878,683,34,-0.05747065,-0.05747065,N,D,D,0.95,0.90233918,3,0.85,0.81140351,6,0.87,0.84064327,12,Y,212,4,4.0
M_ID_2e15dbf8c9,109513,278,37,-0.05747065,-0.05747065,N,D,D,0.83,0.82102908,3,0.84,0.81543624,6,0.86,0.78803132,12,Y,69,9,1.0
M_ID_ddf93b89ed,93555,367,16,-0.04755575,-0.04755575,N,D,D,1.07,1.01888021,3,1.04,0.97526042,6,0.96,0.90218099,12,N,189,9,1.0
M_ID_7e9718a4a0,63781,80,37,-0.05747065,-0.05747065,N,D,D,0.93,0.93032015,3,0.9,0.87335217,6,0.95,0.91454802,12,N,267,16,1.0
M_ID_c68deb0bd5,71111,80,37,-0.04755575,-0.04755575,N,D,D,1.05,1.03669251,3,1.03,1.02635659,6,1.06,1.09431525,12,Y,17,22,4.0
M_ID_2153c48393,95828,560,34,-0.05747065,-0.05747065,N,D,C,0.97,1.01537308,3,0.93,0.96906637,6,0.95,0.98153356,12,Y,17,22,4.0
M_ID_6f1dacca83,104198,367,16,-0.02772594,-0.03764084,N,D,D,1.96,1.93482309,3,2.57,2.48603352,6,3.0,2.84357542,12,Y,160,21,5.0
M_ID_747d2282eb,30954,367,16,-0.04755575,-0.05747065,N,D,D,0.93,0.93793103,3,0.89,0.91724138,6,0.94,0.9862069,12,N,101,4,4.0
M_ID_c473557c2c,68413,560,34,-0.05747065,-0.05747065,N,D,D,0.63,0.6310307,3,0.47,0.45614035,6,0.51,0.51082785,12,Y,158,15,1.0
M_ID_4f008fc7f5,100517,683,34,-0.05747065,-0.05747065,N,D,D,0.96,1.13910761,3,0.96,1.22900262,6,1.02,1.36023622,12,Y,212,4,4.0
M_ID_7c37c90b1a,35959,80,37,-0.03764084,-0.03764084,N,D,D,0.89,0.93715342,3,1.12,1.1284658,6,1.25,1.24630314,12,Y,69,9,1.0
M_ID_7d9a4f7512,17637,422,27,-0.05747065,-0.05747065,N,D,D,0.66,0.70915033,3,0.49,0.58333333,6,0.52,0.60866013,12,N,-1,7,3.0
M_ID_2efdac6a57,18000,367,16,-0.04755575,-0.04755575,N,D,D,1.02,0.98824786,3,0.96,0.91613248,6,0.91,0.84882479,12,N,-1,19,3.0
M_ID_bf04d26e59,18323,333,10,-0.04755575,-0.05747065,N,D,E,0.84,0.97101449,3,1.0,1.02173913,6,0.75,0.84782609,12,N,-1,5,5.0
M_ID_22db8513e4,35,307,19,-0.03764084,-0.04755575,N,D,D,1.15,1.33506944,3,1.39,1.53645833,6,1.18,1.23032407,12,N,104,16,1.0
M_ID_c61392beea,35,195,34,0.05159329,0.04167839,N,D,D,1.05,0.98472597,3,0.93,0.90610961,6,0.94,0.89207098,12,N,259,21,5.0
M_ID_f7f6f7dc51,19220,19,36,-0.05747065,-0.05747065,N,D,D,0.86,0.83586406,3,1.89,1.09363702,6,1.43,0.98644252,12,N,218,12,1.0
M_ID_eafb36a18c,7854,80,37,-0.05747065,-0.05747065,N,D,D,0.94,0.95814978,3,0.93,0.95998532,6,0.95,0.99871512,12,N,-1,-1,
M_ID_e61eb69788,107671,417,27,-0.05747065,-0.05747065,N,D,D,0.97,0.98099415,3,0.74,0.75789474,5,0.74,0.75789474,5,Y,212,4,4.0
M_ID_06a29920dd,111925,705,33,-0.05747065,-0.05747065,N,D,D,0.91,0.97161172,3,0.99,0.90613553,6,0.96,0.87248168,12,N,211,19,3.0
M_ID_5e4816d6ae,8097,544,29,-0.05747065,-0.05747065,N,D,D,1.16,1.09633028,3,1.2,1.1559633,6,1.21,1.14908257,12,N,74,15,1.0
M_ID_08c32696d1,97290,307,19,-0.05747065,-0.05747065,N,D,D,0.88,0.92231638,3,1.05,1.09957627,6,1.13,1.25070621,12,N,-1,9,1.0
M_ID_2dcef7ab27,35,195,34,0.02184858,0.02184858,N,D,D,0.93,1.0047619,3,0.98,0.99047619,6,1.09,1.04363946,12,N,61,12,1.0
M_ID_b82a8a7871,1682,818,12,-0.05747065,-0.05747065,N,D,E,1.01,0.97619048,3,1.15,0.91326531,6,1.01,0.93622449,12,N,111,9,1.0
M_ID_c4c14cfa7a,81945,278,37,-0.05747065,-0.05747065,N,D,D,0.93,0.9382716,3,1.03,0.98765432,6,1.03,1.03240741,12,Y,212,4,4.0
M_ID_bbfaee6b1c,85544,367,16,-0.05747065,-0.05747065,N,D,E,0.92,0.87555556,3,0.88,0.92888889,6,0.77,0.83777778,12,N,267,16,1.0
M_ID_6360f060c9,14013,703,29,-0.04755575,-0.04755575,N,D,D,0.68,0.73238095,3,4.52,3.22904762,6,8.15,7.26404762,12,N,140,9,1.0
M_ID_418a22e6e1,8087,705,33,-0.05747065,-0.05747065,N,D,D,1.09,1.08627451,3,1.03,1.02072829,6,0.98,0.92731092,12,Y,17,22,4.0
M_ID_9ec1374d79,10557,367,16,-0.04755575,-0.04755575,N,D,D,1.0,0.99702381,3,1.11,1.1343006,6,1.23,1.22414435,12,N,34,12,1.0
M_ID_f3412126de,4195,68,27,-0.05747065,-0.05747065,N,D,E,0.99,1.0821256,3,0.9,0.96135266,6,0.95,0.97584541,12,N,166,4,4.0
M_ID_71ac6041fe,12411,80,37,-0.05747065,-0.05747065,N,D,D,0.96,0.98315018,3,0.95,0.99010989,6,1.06,1.08260073,12,N,-1,-1,
M_ID_eaf99241f1,105543,507,14,-0.05747065,-0.05747065,N,D,D,0.99,1.04545455,3,0.83,0.88383838,6,0.97,0.9854798,12,Y,17,22,4.0
M_ID_7f3f4a1784,68956,842,37,-0.05747065,-0.05747065,N,D,D,0.98,1.05679012,3,1.01,1.07839506,6,0.95,1.06604938,12,Y,277,13,4.0
M_ID_eceb90e84f,62969,80,37,-0.05747065,-0.05747065,N,D,D,1.02,1.02945402,3,1.37,1.39295977,6,1.05,1.0472342,12,N,233,9,1.0
M_ID_3f8b065d90,51603,705,33,-0.05747065,-0.05747065,N,D,D,0.98,0.96345306,3,0.93,0.91083806,6,0.89,0.9226528,12,Y,17,22,4.0
M_ID_5d3eb3c506,89127,367,16,-0.05747065,-0.05747065,N,D,D,1.02,1.08356546,3,1.02,1.11420613,6,0.98,1.09493965,12,Y,158,15,1.0
M_ID_e1eeb3f052,5035,68,27,-0.05747065,-0.05747065,N,D,E,0.94,0.8,3,1.12,1.02916667,6,1.21,0.9875,12,Y,137,19,3.0
M_ID_0e06a00a49,84220,298,10,-0.05747065,-0.05747065,N,D,D,1.25,1.07888041,3,1.2,1.04834606,6,0.89,0.81743003,12,Y,76,2,3.0
M_ID_d51f79af2c,35,171,34,0.02184858,0.02184858,N,D,D,1.31,1.3624498,3,1.45,1.37299197,6,1.42,1.34456766,12,N,48,9,1.0
M_ID_6b0f519667,3430,443,21,-0.04755575,-0.04755575,N,D,E,0.72,1.15789474,3,2.01,4.54678363,6,1.62,3.19152047,12,Y,212,4,4.0
M_ID_68d0b62a26,32031,560,34,-0.04755575,-0.05747065,N,D,C,1.78,2.79561782,3,2.66,4.79400144,6,2.66,4.86422414,12,Y,143,5,5.0
M_ID_adde28bcc1,56618,434,32,-0.05747065,-0.05747065,N,D,E,0.98,0.94977169,3,1.01,0.97488584,6,0.92,0.92465753,12,N,114,4,4.0
M_ID_01eb018b66,95726,531,27,-0.05747065,-0.05747065,N,D,E,0.87,0.86524823,3,0.67,0.77836879,6,0.58,0.70478723,12,N,46,19,3.0
M_ID_92f869318d,63679,278,37,-0.05747065,-0.05747065,N,D,D,1.03,0.94455067,3,1.21,1.07425112,6,1.15,1.03632887,12,N,-1,9,1.0
M_ID_d02ea8cc67,103859,387,36,-0.05747065,-0.05747065,N,D,D,1.24,1.07575758,3,1.16,1.06313131,6,1.32,1.14351852,12,Y,158,15,1.0
M_ID_f12435f6b8,93441,278,37,-0.05747065,-0.05747065,N,D,D,0.97,1.03116531,3,1.01,1.04336043,6,1.01,1.04403794,12,Y,69,9,1.0
M_ID_f0caf5f133,44403,518,27,-0.04755575,-0.05747065,N,D,D,0.92,0.93859649,3,0.89,0.9004386,6,0.89,0.88837719,12,N,-1,13,4.0
M_ID_0dede49d6d,84034,783,19,-0.05747065,-0.05747065,N,D,D,1.17,1.23356009,3,1.0,1.0600907,6,0.87,0.94047619,12,Y,69,9,1.0
M_ID_62c88839b7,99397,278,37,-0.05747065,-0.05747065,N,D,D,1.19,1.30033003,3,1.43,1.52145215,6,1.58,1.67244224,12,Y,158,15,1.0
M_ID_d4af2e056c,19778,818,12,-0.05747065,-0.05747065,N,D,E,1.18,1.13690476,3,1.24,1.17559524,6,1.44,1.20386905,12,N,12,5,5.0
M_ID_14f01d5c9d,22998,68,27,-0.02772594,-0.02772594,N,D,D,0.92,1.01818182,3,0.99,1.04545455,6,1.16,1.19318182,12,Y,158,15,1.0
M_ID_9dfd63143d,101929,278,37,-0.05747065,-0.05747065,N,D,C,1.0,1.04266292,3,0.91,0.96554149,6,0.66,0.68917018,12,Y,69,9,1.0
M_ID_a975e3e206,61558,273,20,-0.05747065,-0.05747065,N,D,D,0.92,1.02511416,3,0.9,1.09931507,6,0.97,1.2716895,12,Y,88,16,1.0
M_ID_8704776b01,2914,34,38,0.00201877,-0.01781104,N,D,E,1.99,2.2,3,1.87,2.125,6,1.68,1.74675325,12,Y,25,7,3.0
M_ID_1d28a740a4,58853,80,37,-0.05747065,-0.05747065,N,D,D,0.82,0.86746988,3,0.86,0.91834003,6,0.93,0.98962517,12,N,140,9,1.0
M_ID_7be551f105,70803,544,29,-0.05747065,-0.05747065,N,D,C,0.96,0.98554913,3,1.0,1.03251445,6,1.06,1.05647881,12,N,116,9,1.0
M_ID_564f752d1f,6670,80,37,-0.04755575,-0.04755575,N,D,D,1.03,1.03910615,3,1.04,1.06191806,6,1.01,1.02327747,12,N,66,19,3.0
M_ID_109019c295,1765,703,29,-0.05747065,-0.05747065,N,D,E,0.93,0.98148148,3,1.49,1.5037037,6,1.47,1.3537037,12,N,253,15,1.0
M_ID_3c5bda713a,50494,108,34,-0.04755575,-0.04755575,N,D,D,1.05,1.06026365,3,0.92,0.98634652,6,0.94,0.9759887,12,Y,69,9,1.0
M_ID_034817a245,16177,884,27,-0.03764084,-0.03764084,N,D,E,0.75,0.73170732,3,0.66,0.70731707,6,0.67,0.7445122,12,Y,158,15,1.0
M_ID_ace277562e,17896,68,27,-0.05747065,-0.05747065,N,D,E,0.64,0.63076923,3,0.5,0.56923077,6,0.49,0.55512821,12,N,-1,19,3.0
M_ID_0ed6152785,5204,842,37,-0.03764084,-0.05747065,N,D,C,1.37,1.35257271,3,1.51,1.46152125,6,1.58,1.49720358,12,N,140,9,1.0
M_ID_2a897cafdb,107788,683,34,-0.05747065,-0.05747065,N,D,D,0.98,0.95287958,3,1.0,0.93368237,6,0.91,0.92539267,12,Y,17,22,4.0
M_ID_b16f253427,17961,68,27,-0.05747065,-0.05747065,N,D,D,0.71,0.81756757,3,0.67,0.78265766,6,0.89,0.97240991,12,N,-1,16,1.0
M_ID_e031bc897f,3168,80,37,-0.02772594,-0.02772594,N,D,D,1.2,1.14807163,3,1.44,1.39703857,6,1.43,1.39049587,12,N,21,9,1.0
M_ID_eeb58e6dc5,35,607,29,0.0714231,0.0714231,N,D,D,1.23,1.34285714,3,1.25,1.41984127,6,1.32,1.4484127,12,N,279,9,1.0
M_ID_c5537f6301,35,87,27,0.03176349,0.03176349,N,D,E,0.89,0.99196787,3,0.97,1.062249,6,0.88,1.01455823,12,N,297,9,1.0
M_ID_5e20136ae9,24642,363,18,-0.05747065,-0.05747065,N,D,E,0.76,1.01851852,3,0.9,1.35185185,6,0.88,1.22222222,12,N,14,20,5.0
M_ID_5a3e46356b,100188,278,37,-0.05747065,-0.05747065,N,D,E,1.16,1.18614719,3,1.11,1.1038961,6,1.03,1.02272727,12,Y,69,9,1.0
M_ID_0bfc578129,39606,705,33,-0.05747065,-0.05747065,N,D,D,0.82,0.91816367,3,0.83,0.9760479,6,0.71,0.89171657,12,N,-1,19,3.0
M_ID_9453338ee9,32130,45,18,-0.05747065,-0.05747065,N,D,E,0.87,1.08333333,3,0.93,1.06944444,6,0.84,0.97222222,12,Y,25,7,3.0
M_ID_e489d80577,11016,529,20,-0.05747065,-0.05747065,N,D,D,1.15,1.0180624,3,1.1,1.03940887,6,1.19,1.08702791,12,N,218,12,1.0
M_ID_f4fbfe7edb,100900,363,18,-0.05747065,-0.05747065,N,D,E,0.97,0.91319444,3,1.11,0.95833333,6,1.13,0.99913194,12,Y,160,21,5.0
M_ID_c8b47fadfa,101008,497,27,-0.05747065,-0.05747065,N,D,D,0.97,1.03188406,3,0.76,0.84057971,6,0.76,0.85362319,12,N,291,9,1.0
M_ID_0b3bca8e53,106988,278,37,-0.05747065,-0.05747065,N,D,D,1.02,0.95876289,3,1.25,1.1847079,6,1.18,1.13810137,12,N,308,16,1.0
M_ID_a3cad162ac,109423,278,37,-0.05747065,-0.05747065,N,D,D,1.02,1.11737089,3,1.22,1.28051643,6,1.02,1.08685446,12,N,288,20,5.0
M_ID_774b8a48df,47649,367,16,-0.04755575,-0.04755575,N,D,D,0.93,0.94965986,3,0.98,0.99863946,6,0.94,0.96156463,12,N,-1,16,1.0
M_ID_8e2c0b57f3,112535,130,41,-0.04755575,-0.04755575,N,D,D,0.95,0.94471154,3,0.93,0.91586538,6,0.91,0.91606571,12,Y,69,9,1.0
M_ID_8b6932db68,48310,222,21,-0.05747065,-0.05747065,N,D,D,0.9,1.04504505,3,0.99,1.03716216,6,0.98,1.06869369,12,N,169,20,5.0
M_ID_9b861fec85,9800,45,18,-0.05747065,-0.05747065,N,D,D,0.99,1.09414758,3,0.97,0.99618321,6,1.01,1.02417303,12,Y,161,3,3.0
M_ID_33f5a49abd,20411,278,37,-0.05747065,-0.05747065,N,D,D,1.12,1.1020794,3,1.11,1.07908003,6,1.13,1.07041588,12,Y,69,9,1.0
M_ID_c63e802a22,108461,278,37,-0.05747065,-0.05747065,N,D,D,1.1,1.08044077,3,1.08,1.0630854,6,0.97,0.96707989,12,Y,158,15,1.0
M_ID_55273d98fd,100489,80,37,-0.05747065,-0.05747065,N,D,D,1.23,1.11494253,3,1.52,1.32614943,6,1.57,1.37140805,12,N,24,9,1.0
M_ID_e8e2846c96,110975,518,27,-0.05747065,-0.05747065,N,D,E,0.53,0.53174603,2,0.53,0.53174603,2,0.53,0.53174603,2,Y,87,11,3.0
M_ID_93dde6dcfb,21373,307,19,-0.05747065,-0.05747065,N,D,D,1.32,1.19674185,3,1.12,1.04323308,6,1.19,1.14160401,12,Y,69,9,1.0
M_ID_708e33cccb,11548,222,21,-0.03764084,-0.03764084,N,D,E,0.85,0.94350282,3,0.83,0.93220339,6,0.8,0.88418079,12,N,-1,-1,
M_ID_60e5066e72,4694,884,27,-0.05747065,-0.05747065,N,D,E,0.91,0.85333333,3,0.72,0.82,6,0.62,0.73666667,12,Y,277,13,4.0
M_ID_ab3bc7b3f4,29082,692,21,-0.05747065,-0.05747065,N,D,E,0.76,0.89690722,3,0.63,0.84364261,6,0.61,0.77491409,12,N,-1,2,3.0
M_ID_23c798e699,86318,497,27,-0.05747065,-0.05747065,N,D,D,0.77,0.74747475,3,0.62,0.61237374,6,0.82,0.77840909,12,N,333,9,1.0
M_ID_14a59bd8f0,38804,307,19,-0.05747065,-0.05747065,N,D,D,1.11,1.23809524,3,1.06,1.28,6,0.92,1.18809524,12,N,-1,9,1.0
M_ID_6105eb6694,59580,80,37,-0.02772594,-0.02772594,N,D,C,1.07,1.03828198,3,1.16,1.12838469,6,1.14,1.13410364,12,Y,158,15,1.0
M_ID_d22f7271e4,5951,40,21,-0.05747065,-0.05747065,N,D,D,0.92,1.01808786,3,0.85,0.96640827,6,0.77,0.9618863,12,N,272,9,1.0
M_ID_62b1f486fe,101099,278,37,-0.05747065,-0.05747065,N,D,D,0.92,0.96557659,3,0.76,0.87091222,6,0.83,1.09538153,12,Y,69,9,1.0
M_ID_b602f530b1,35,489,16,0.01193368,0.01193368,N,D,D,0.95,0.97777778,3,0.94,0.9952381,6,0.92,0.9547619,12,N,12,5,5.0
M_ID_1d756f0a05,112211,87,27,-0.05747065,-0.05747065,N,D,E,1.23,1.36082474,3,1.43,1.9209622,6,2.16,3.17353952,12,N,281,21,5.0
M_ID_5d0337454e,110660,80,37,-0.05747065,-0.05747065,N,D,D,0.96,1.00442233,3,0.94,0.94029851,6,0.94,0.93048646,12,Y,69,9,1.0
